Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	std_MCF102A	mean_MDAMB361	std_MDAMB361	result	meanRatio	meanRatio_log
ASPCT	2.116968298406998	0.9491556429399814	2.116968298406998	0.0508443570600185	29.73268	6.433607736260168	19.57739666666667	2.1523938014736577	0.0	1.5187249104792446	0.6028605754172459
DHORTS	2.116968298406998	0.9491556429399814	2.116968298406998	0.0508443570600185	29.73268	6.433607736260168	19.57739666666667	2.1523938014736577	0.0	1.5187249104792446	0.6028605754172459
DHORD9	-2.450150719366306	0.0352169263068029	-2.450150719366306	0.964783073693197	7.4979	1.3411125278911786	9.993496666666667	0.5256407153391208	-1.0	0.7502779307476295	-0.41450297256524654
ORPT	-1.1063831794843058	0.1653096847532194	-1.1063831794843058	0.8346903152467805	12.330666666666666	7.05525290905688	17.90504	0.9969209254833936	0.0	0.6886701546975972	-0.5381149394240178
OMPDC	-1.1063831794843058	0.1653096847532194	-1.1063831794843058	0.8346903152467805	12.330666666666666	7.05525290905688	17.90504	0.9969209254833936	0.0	0.6886701546975972	-0.5381149394240178
UMPK	4.858040153440573	0.9958544824703393	4.858040153440573	0.0041455175296608	42.78416333333333	8.292791554715187	13.86648	1.4474452083585063	1.0	3.0854379289721208	1.6254752715845375
RNDR4	-0.2241537872794645	0.4168107685442732	-0.2241537872794645	0.5831892314557268	6.668783333333333	4.922404583211565	7.457783333333331	0.7412106565762676	0.0	0.8942044888226397	-0.16132330679487827
TMDS	-2.577099071700666	0.0307577856027779	-2.577099071700666	0.969242214397222	16.846026666666667	5.307145441241354	29.161976666666664	4.184715201829417	-1.0	0.5776709466310754	-0.7916801572550063
URIDK2r	-1.0326592362298312	0.1800537360337658	-1.0326592362298312	0.8199462639662343	47.48305333333333	17.439663299565797	60.62049	4.421995502605883	0.0	0.7832838918546078	-0.3523928050721075
NDPK2	-10.740227438785734	0.0002129980402547	-10.740227438785734	0.9997870019597452	348.4374833333333	101.2503326585621	1307.3455633333333	75.4379947535442	-1.0	0.2665228636604111	-1.9076687950187465
NDPK3_f	-10.740227438785734	0.0002129980402547	-10.740227438785734	0.9997870019597452	348.4374833333333	101.2503326585621	1307.3455633333333	75.4379947535442	-1.0	0.2665228636604111	-1.9076687950187465
NDPK3_b	-10.740227438785734	0.0002129980402547	-10.740227438785734	0.9997870019597452	348.4374833333333	101.2503326585621	1307.3455633333333	75.4379947535442	-1.0	0.2665228636604111	-1.9076687950187465
CYTK1_r	4.858040153440573	0.9958544824703393	4.858040153440573	0.0041455175296608	42.78416333333333	8.292791554715187	13.86648	1.4474452083585063	1.0	3.0854379289721208	1.6254752715845375
CTPS1	1.7342617470491506	0.9210531592470153	1.7342617470491506	0.0789468407529848	30.11805	8.853242238144547	19.2575	0.2325906201892063	0.0	1.5639646890821757	0.6452079400997922
RNDR3	-0.2241537872794645	0.4168107685442732	-0.2241537872794645	0.5831892314557268	6.668783333333333	4.922404583211565	7.457783333333331	0.7412106565762676	0.0	0.8942044888226397	-0.16132330679487827
GDHm	-1.4781168836497007	0.10672456485423	-1.4781168836497007	0.89327543514577	57.27625333333333	11.002342292246482	70.15091666666666	5.53921626788684	0.0	0.8164719159051141	-0.2925248324699419
GLUDym_f	-1.4781168836497007	0.10672456485423	-1.4781168836497007	0.89327543514577	57.27625333333333	11.002342292246482	70.15091666666666	5.53921626788684	0.0	0.8164719159051141	-0.2925248324699419
GLUDym_b	-1.4781168836497007	0.10672456485423	-1.4781168836497007	0.89327543514577	57.27625333333333	11.002342292246482	70.15091666666666	5.53921626788684	0.0	0.8164719159051141	-0.2925248324699419
ASPTA_f	4.661834704011952	0.9952117789477364	4.661834704011952	0.0047882210522635	33.93216	5.807392268072362	14.606333333333334	0.8032524992941026	1.0	2.3231128049476255	1.2160592097589673
ASPTA_b	4.661834704011952	0.9952117789477364	4.661834704011952	0.0047882210522635	33.93216	5.807392268072362	14.606333333333334	0.8032524992941026	1.0	2.3231128049476255	1.2160592097589673
ASPTAm	4.578599095859385	0.9949028770484956	4.578599095859385	0.0050971229515044	110.61321666666667	16.744464542935443	56.17623	1.529886073405466	1.0	1.9690395148742925	0.9774920636727623
ASPGLUm	1.9595752767194723	0.939193073316102	1.9595752767194723	0.060806926683898	3.46383	0.7085968800853321	2.4613066666666668	0.1461656871118829	0.0	1.407313459517438	0.4929437046398359
ASPT	3.2569799835711915	0.9844152322860648	3.2569799835711915	0.015584767713935	68.87960333333334	7.720184833073766	47.10685	5.45672980216173	1.0	1.4621993050550681	0.5481399712201431
CBPSam	-0.7030281053479245	0.2604004655203757	-0.7030281053479245	0.7395995344796242	0.0096366666666666	0.0046044061023714	0.0132033333333333	0.005502365148027	0.0	0.7298661954051976	-0.45429609242757635
OCBTm					0.0	0.0	0.0	0.0	0.0		
ORNt4m	-3.183939581290644	0.0167045554824191	-3.183939581290644	0.9832954445175808	1.1230566666666666	0.7378121808126752	3.02807	0.4142532807353491	-1.0	0.37088200294797236	-1.4309678321358401
ARGSS	7.703182683896234	0.9992358865754644	7.703182683896234	0.0007641134245355	83.06081333333333	11.846062960745888	18.17737	1.250047638318904	1.0	4.569462652371236	2.1920245210078266
ARGSL	0.7453769613246947	0.7512702382771833	0.7453769613246947	0.2487297617228167	5.013896666666667	2.0936124362344515	3.8409366666666656	0.7546620953483455	0.0	1.3053838430035734	0.38447408800055466
ARGN	-1.679403244784026	0.0841863674346771	-1.679403244784026	0.9158136325653228	0.1174399999999999	0.084003911020063	0.2742633333333333	0.1018976847408985	0.0	0.42820160672832647	-1.2236378857715071
ORNDC	2.113405805281804	0.9489511339455792	2.113405805281804	0.0510488660544208	135.32763	66.03195515129978	36.5912	2.2650925151230927	0.0	3.698365453988937	1.8868877916991424
SPMS	14.771108723366988	0.9999388615828824	14.771108723366988	6.113841711756082e-05	405.4768333333333	25.99546282845569	123.93990333333332	7.127484553624481	1.0	3.271560025690946	1.709978741117733
SPRMS	14.38353228096549	0.9999321120908508	14.38353228096549	6.788790914924639e-05	464.37997	29.219043329250194	158.00000333333332	7.327418448363809	1.0	2.9391136721705977	1.5553811572558238
ADMDC	2.3254038828828207	0.9596713478738668	2.3254038828828207	0.0403286521261332	45.85030333333333	15.949322492102567	19.11405333333333	3.162676043230198	1.0	2.3987744793708505	1.2622975291248677
MTAP	-17.231984526313003	3.327300743393922e-05	-17.231984526313003	0.999966726992566	0.0165333333333333	0.0164279037683516	0.8097966666666666	0.0629956196008015	-1.0	0.020416647800476622	-5.614110179515598
ADPT	-6.68193785351274	0.0013040538454547	-6.68193785351274	0.9986959461545454	896.7930266666666	48.40405380606212	1704.6421166666669	163.9843604657071	-1.0	0.5260887419702475	-0.9266219174196346
MTRI					1.0	0.0	1.0	0.0	0.0	1.0	0.0
MDRPD	-1.4356439126393283	0.1122200981686522	-1.4356439126393283	0.8877799018313478	0.6429033333333334	0.2416373197353606	1.2280633333333333	0.5233328954775238	0.0	0.5235099166981074	-0.9337112289143231
DKMPPD					1.0	0.0	1.0	0.0	0.0	1.0	0.0
SPMDtex2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
SPRMti					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLYAMDTRc	-5.601347891633011	0.0024938972676617	-5.601347891633011	0.9975061027323384	0.0572633333333333	0.0314721308814993	0.2643066666666666	0.0417378783467594	-1.0	0.21665489582807843	-2.206529256814001
ARGDr					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0074_f	-51.845850360802125	4.1417977844125473e-07	-51.845850360802125	0.9999995858202216	2.00201	0.1033062924834042	22.26680333333333	0.5430291589674437	-1.0	0.08991007689922863	-3.4753733712782866
r0074_b	-51.845850360802125	4.1417977844125473e-07	-51.845850360802125	0.9999995858202216	2.00201	0.1033062924834042	22.26680333333333	0.5430291589674437	-1.0	0.08991007689922863	-3.4753733712782866
GLU5SAtmc_f					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLU5SAtmc_b					1.0	0.0	1.0	0.0	0.0	1.0	0.0
G5SADs_f	-51.845850360802125	4.1417977844125473e-07	-51.845850360802125	0.9999995858202216	2.00201	0.1033062924834042	22.26680333333333	0.5430291589674437	-1.0	0.08991007689922863	-3.4753733712782866
G5SADs_b	-51.845850360802125	4.1417977844125473e-07	-51.845850360802125	0.9999995858202216	2.00201	0.1033062924834042	22.26680333333333	0.5430291589674437	-1.0	0.08991007689922863	-3.4753733712782866
PRO1x	2.118262479700166	0.9492297120316848	2.118262479700166	0.050770287968315	151.65198666666666	27.135745586506776	109.10531	8.397493871900114	0.0	1.3899597248444338	0.4750430803523701
P5CR	2.118262479700166	0.9492297120316848	2.118262479700166	0.050770287968315	151.65198666666666	27.135745586506776	109.10531	8.397493871900114	0.0	1.3899597248444338	0.4750430803523701
PROD2					0.0	0.0	0.0	0.0	0.0		
EXRiboflavin					1.0	0.0	1.0	0.0	0.0	1.0	0.0
RBFK	3.207706208886436	0.9836699232990356	3.207706208886436	0.0163300767009643	25.741253333333333	7.675121836172301	8.31679	0.3273060744929734	1.0	3.0950947821615475	1.6299835902668947
FMNAT	4.541130735195608	0.9947559587581954	4.541130735195608	0.0052440412418045	74.68006999999999	7.897188985763647	48.2999	2.264323867603748	1.0	1.5461744227213718	0.6287030777369004
TransportFAD					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ASNS1	9.243685617299146	0.9996192906476216	9.243685617299146	0.0003807093523785	0.8845066666666668	0.1022934277241483	0.1275066666666666	0.0543067622144997	1.0	6.936944473491587	2.7943003366305947
ASNN	-30.030254960785104	3.661689067651764e-06	-30.030254960785104	0.9999963383109324	0.02212	0.0071408869663835	3.65447	0.1709089946921069	-1.0	0.006052861290419678	-7.3681669945617045
METS	-2.055184093968479	0.0545233516970384	-2.055184093968479	0.9454766483029616	2.056823333333333	0.6557298054500462	3.1145666666666667	0.3158964683070845	0.0	0.6603882830142234	-0.5986135715278234
METAT	2.677805634216464	0.972322651929388	2.677805634216464	0.0276773480706119	38.93566666666666	14.137500200158758	12.002113333333334	1.568625045282935	1.0	3.2440675725441683	1.6978038705906555
HMR_3915					1.0	0.0	1.0	0.0	0.0	1.0	0.0
AHCi	-1.4356439126393283	0.1122200981686522	-1.4356439126393283	0.8877799018313478	0.6429033333333334	0.2416373197353606	1.2280633333333333	0.5233328954775238	0.0	0.5235099166981074	-0.9337112289143231
ADNK1	4.671729008881837	0.995246968136246	4.671729008881837	0.004753031863754	2.5843133333333337	0.4965436943736394	0.9276933333333334	0.0702441287384378	1.0	2.7857409776219155	1.4780611202245406
CYSTS	-1.2217933270919383	0.1444321449215942	-1.2217933270919383	0.8555678550784057	0.4067033333333333	0.1268164196344026	0.52658	0.0563101701885784	0.0	0.7723486143289401	-0.37267591236845476
CYSTGL	15.209982904966507	0.9999455254384428	15.209982904966507	5.447456155708572e-05	10.223406666666667	0.8689287843597361	0.8438233333333334	0.0743878181484635	1.0	12.115577115272945	3.5987912228719874
MTHFR3	-13.455389917772951	8.824926182193158e-05	-13.455389917772951	0.999911750738178	4.18156	0.4557502157980839	10.373846666666669	0.4646242800610213	-1.0	0.4030867367103298	-1.310837781797699
MetSynthesis					1.0	0.0	1.0	0.0	0.0	1.0	0.0
UNK3					1.0	0.0	1.0	0.0	0.0	1.0	0.0
5MTHFt	-21.0769632390904	1.497613059087463e-05	-21.0769632390904	0.9999850238694092	0.8226966666666667	0.3969512124794291	20.25159333333333	1.241727344316062	-1.0	0.04062379947717695	-4.621531010934949
ILETA	7.503213401582616	0.9991559313941542	7.503213401582616	0.0008440686058457	6.7067033333333335	1.2626953668596752	0.0073599999999999	0.0031458014347168	1.0	911.2368659420414	9.831682305165643
3MOPt2im					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ILETAm	-7.908271982493735	0.0006916118354753	-7.908271982493735	0.9993083881645248	19.552376666666667	2.314874945180024	34.44029	1.3151157899845427	-1.0	0.5677181192918721	-0.8167533074838871
LEUTA	7.503213401582616	0.9991559313941542	7.503213401582616	0.0008440686058457	6.7067033333333335	1.2626953668596752	0.0073599999999999	0.0031458014347168	1.0	911.2368659420414	9.831682305165643
4MOPt2im					1.0	0.0	1.0	0.0	0.0	1.0	0.0
LEUTAm	-7.908271982493735	0.0006916118354753	-7.908271982493735	0.9993083881645248	19.552376666666667	2.314874945180024	34.44029	1.3151157899845427	-1.0	0.5677181192918721	-0.8167533074838871
OIVD1m	-1.1872861407778206	0.1504015924195702	-1.1872861407778206	0.8495984075804298	0.00971	0.0069869068024889	0.06818	0.0692940877708913	0.0	0.1424171311234966	-2.8118053987207543
ACOAD8m	-6.757482671652456	0.00125053156227	-6.757482671652456	0.99874946843773	17.931096666666665	1.8541104336281824	30.55691	1.882620087555284	-1.0	0.5868098792275354	-0.7690349352042859
MCCCrm	-6.1344793851742425	0.0017895298266412	-6.1344793851742425	0.9982104701733588	2.00584	0.4893645803147861	4.191590000000001	0.1201241768615572	-1.0	0.47853917010012903	-1.0632910757218232
MGCHrm	15.84353510936108	0.9999536269331324	15.84353510936108	4.637306686743591e-05	1.572463333333333	0.0913110436304879	0.4434666666666667	0.0426382811827848	1.0	3.5458433553818396	1.8261288037477368
HMGCOAtm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
VALTA	7.503213401582616	0.9991559313941542	7.503213401582616	0.0008440686058457	6.7067033333333335	1.2626953668596752	0.0073599999999999	0.0031458014347168	1.0	911.2368659420414	9.831682305165643
3MOBt2im					1.0	0.0	1.0	0.0	0.0	1.0	0.0
VALTAim	-7.908271982493735	0.0006916118354753	-7.908271982493735	0.9993083881645248	19.552376666666667	2.314874945180024	34.44029	1.3151157899845427	-1.0	0.5677181192918721	-0.8167533074838871
OIVD2m	-1.1872861407778206	0.1504015924195702	-1.1872861407778206	0.8495984075804298	0.00971	0.0069869068024889	0.06818	0.0692940877708913	0.0	0.1424171311234966	-2.8118053987207543
ACOAD9m	2.494050529144414	0.9664037045175996	2.494050529144414	0.0335962954824002	32.222166666666666	3.78866848285193	24.61045	2.0675552210924537	1.0	1.3092879921605118	0.38878246868362987
ECOAH12m	0.8729771470121604	0.7840256044285085	0.8729771470121604	0.2159743955714915	171.85999333333334	30.185877889176734	152.53068666666667	8.326676934489255	0.0	1.1267240519863915	0.17213422573411666
3HBCOAHLm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HIBDm	-3.893633020958331	0.0088181258989817	-3.893633020958331	0.9911818741010182	3.06852	0.57688001271206	4.678043333333334	0.0946792875389801	-1.0	0.6559409097678301	-0.6083622389230037
r0643	1.07147201414184	0.8278492042865654	1.07147201414184	0.1721507957134345	197.20815666666667	60.222358443441	151.26054	7.14982926742078	0.0	1.3037647271830888	0.38268354936172905
MMSAD1m	-13.832017711756642	7.917640403499665e-05	-13.832017711756642	0.999920823595965	1.2603633333333333	0.3131002602291405	7.9334	0.606179428882241	-1.0	0.15886799270594365	-2.654099602143879
MMTSADm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PCC					1.0	0.0	1.0	0.0	0.0	1.0	0.0
MMALH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
MMEm	-9.720408303584962	0.000313578033425	-9.720408303584962	0.999686421966575	3.674416666666666	0.5542198524252105	8.61377	0.4574473893975855	-1.0	0.4265747363427008	-1.2291295695098112
MMMm	-1.5367839439246325	0.0995785110347186	-1.5367839439246325	0.9004214889652814	5.367103333333333	1.1318458567706509	6.72343	0.5261190424862673	0.0	0.7982686416506654	-0.3250537560140837
ILEtmi					1.0	0.0	1.0	0.0	0.0	1.0	0.0
LEUt5m					1.0	0.0	1.0	0.0	0.0	1.0	0.0
VALt5m					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PGCD	1.5539148933157694	0.9024146358876344	1.5539148933157694	0.0975853641123658	24.58638333333333	0.975054356991901	22.622163333333333	1.4982969964225683	0.0	1.0868272397762135	0.12012263022126608
PSERT	5.362405689958494	0.9970815459522568	5.362405689958494	0.0029184540477431	163.89647	41.17207592663017	7.75958	0.6734515932616583	1.0	21.121822315125304	4.400662405510749
PSP_L	3.981884926019348	0.99181232708344	3.981884926019348	0.0081876729165599	15.01315	3.204679728407608	5.966206666666667	0.2328644599093833	1.0	2.5163643901038175	1.3313408513629847
GHMT2r_f	0.923700078786893	0.796040112516105	0.923700078786893	0.203959887483895	18.126396666666665	3.567583481203425	15.76138	0.6191664312606112	0.0	1.1500513702903339	0.2016983046547686
GHMT2r_b	0.923700078786893	0.796040112516105	0.923700078786893	0.203959887483895	18.126396666666665	3.567583481203425	15.76138	0.6191664312606112	0.0	1.1500513702903339	0.2016983046547686
SERD_L	-6.098444800820408	0.0018287151762873	-6.098444800820408	0.9981712848237124	3.1078166666666664	0.9809699777034748	10.968213333333331	1.5363327439573615	-1.0	0.28334757651200565	-1.8193552318401822
ALATA_L_f	12.409622034512664	0.9998787961686236	12.409622034512664	0.0001212038313764	26.888566666666662	0.965634566915571	16.404633333333333	0.7035634105671568	1.0	1.6390836735150027	0.7128895043970417
ALATA_L_b	12.409622034512664	0.9998787961686236	12.409622034512664	0.0001212038313764	26.888566666666662	0.965634566915571	16.404633333333333	0.7035634105671568	1.0	1.6390836735150027	0.7128895043970417
r1435					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLYtm_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GHMT2rm	1.7574373559573635	0.9231620936817478	1.7574373559573635	0.0768379063182521	342.98444	63.48564035445232	261.64768	15.92230646913526	0.0	1.3108636774459457	0.39051766107550795
MLTHFtm_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0962	3.725803388872264	0.9898143981675414	3.725803388872264	0.0101856018324585	30.61949333333333	8.808568276041736	7.353593333333333	0.630471937643188	1.0	4.163881784778235	2.0579291101994905
FORtm_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0514	1.0882902577398716	0.8311761724382731	1.0882902577398716	0.1688238275617268	16.737196666666666	4.365331253481483	13.338333333333331	0.672061083401072	0.0	1.254819192802699	0.32747950087808353
DHFRim	1.0882902577398716	0.8311761724382731	1.0882902577398716	0.1688238275617268	16.737196666666666	4.365331253481483	13.338333333333331	0.672061083401072	0.0	1.254819192802699	0.32747950087808353
FTHFLmi	8.508822695872128	0.9994767912162128	8.508822695872128	0.0005232087837872	20.40265666666667	2.016982636817238	7.894629999999999	0.5036076274905563	1.0	2.5843714862718925	1.369813462787782
MTHFCm	2.3211663717483964	0.9594835269304992	2.3211663717483964	0.0405164730695007	97.6712	34.70745854052795	40.245763333333336	4.41793719914874	1.0	2.426869113924952	1.2790963030571296
MTHFDm	2.7765991769757257	0.9750039409221236	2.7765991769757257	0.0249960590778763	115.53102333333334	34.52375033419006	47.30989333333334	3.934918746813232	1.0	2.4420055762825643	1.2880664947012446
FOLR2	1.0882902577398716	0.8311761724382731	1.0882902577398716	0.1688238275617268	16.737196666666666	4.365331253481483	13.338333333333331	0.672061083401072	0.0	1.254819192802699	0.32747950087808353
DHFR	1.0882902577398716	0.8311761724382731	1.0882902577398716	0.1688238275617268	16.737196666666666	4.365331253481483	13.338333333333331	0.672061083401072	0.0	1.254819192802699	0.32747950087808353
FTHFLi	13.635653158773865	0.9999162463222936	13.635653158773865	8.375367770623596e-05	17.859826666666667	1.0092582603190436	7.064130000000001	0.4848266131996743	1.0	2.5282415055593064	1.3381342808533057
FTHFDH	9.62608224481128	0.9996743840680268	9.62608224481128	0.0003256159319731	7.860030000000001	1.1179656206103417	0.2491033333333333	0.0207119809664733	1.0	31.553291137546676	4.979718586947336
MTHFC_f	13.635653158773865	0.9999162463222936	13.635653158773865	8.375367770623596e-05	17.859826666666667	1.0092582603190436	7.064130000000001	0.4848266131996743	1.0	2.5282415055593064	1.3381342808533057
MTHFC_b	13.635653158773865	0.9999162463222936	13.635653158773865	8.375367770623596e-05	17.859826666666667	1.0092582603190436	7.064130000000001	0.4848266131996743	1.0	2.5282415055593064	1.3381342808533057
MTHFD	4.321786878378336	0.9937850585387334	4.321786878378336	0.0062149414612665	22.041386666666668	1.4488521034329984	17.437976666666668	0.4122796418559726	1.0	1.2639876224172033	0.33798233601125693
MTHFD2i_f	2.3360188407506834	0.9601375438452604	2.3360188407506834	0.0398624561547395	98.76144	34.89962524832132	40.65549666666666	4.409064113999201	1.0	2.4292272410233338	1.2804974525769766
MTHFD2i_b	2.3360188407506834	0.9601375438452604	2.3360188407506834	0.0398624561547395	98.76144	34.89962524832132	40.65549666666666	4.409064113999201	1.0	2.4292272410233338	1.2804974525769766
ACACT1r	1.2371156398467584	0.8581460936074359	1.2371156398467584	0.1418539063925641	27.972446666666663	14.60982199837797	15.10471	1.712137275979937	0.0	1.8519022653640262	0.8890079619916338
HMGCOAS	-0.6936355028522909	0.2630423579495421	-0.6936355028522909	0.7369576420504579	23.18535333333333	14.66737407174925	30.846353333333337	5.37021287691238	0.0	0.7516400101751627	-0.41188623070394587
HMGCOAR	2.302960507044829	0.9586652884776372	2.302960507044829	0.0413347115223626	43.01354666666666	12.506261249673656	22.414910000000003	1.896993026713594	1.0	1.9189703044387267	0.9403323863793249
MEVK1	-6.233843718088617	0.0016867007831155	-6.233843718088617	0.9983132992168844	29.100203333333337	1.4930819249756158	42.33616666666666	2.605192069238317	-1.0	0.687360373518308	-0.5408614124766781
PMEVK	0.5415868336321028	0.6915703682762384	0.5415868336321028	0.3084296317237615	21.0869	8.905727763108416	17.671120000000002	0.4940960603634352	0.0	1.193297312224692	0.25495353794786163
IPDDI	2.4924801132930305	0.966347216771529	2.4924801132930305	0.0336527832284709	77.59015666666666	14.442692068106815	50.79752666666667	4.744178556233125	1.0	1.5274396561827353	0.611115385316956
DPMVD	0.2585902040705948	0.5956437124489132	0.2585902040705948	0.4043562875510867	84.43490333333334	12.98101715953552	81.35238333333332	10.755882071977588	0.0	1.0378909611949498	0.05365488492281809
DMATT	-0.8872831436511184	0.2125281137001048	-0.8872831436511184	0.7874718862998952	10.29079	2.268080179314655	11.762	0.5953545337583868	0.0	0.8749183812276823	-0.19277965678837497
GRTT	-0.8872831436511184	0.2125281137001048	-0.8872831436511184	0.7874718862998952	10.29079	2.268080179314655	11.762	0.5953545337583868	0.0	0.8749183812276823	-0.19277965678837497
HMR_1465	2.56988259004228	0.9690067609187232	2.56988259004228	0.0309932390812766	42.1919	14.695769136389789	15.435156666666666	0.9163462043112072	1.0	2.7334934728013773	1.4507459305884103
HMR_1467	2.56988259004228	0.9690067609187232	2.56988259004228	0.0309932390812766	42.1919	14.695769136389789	15.435156666666666	0.9163462043112072	1.0	2.7334934728013773	1.4507459305884103
SMO	9.108298120446705	0.9995970468140672	9.108298120446705	0.0004029531859328	143.84948333333332	17.32549530839322	31.043756666666667	2.5691817868773352	1.0	4.633765329303466	2.2121849827390108
LNSTLS	1.900487615260396	0.934917189000502	1.900487615260396	0.065082810999498	22.30006	1.8171318442167776	19.106753333333334	1.5311941957468644	0.0	1.1671297373738359	0.2229649389908797
HMR_1477	0.7665292592026661	0.7569509031696281	0.7665292592026661	0.2430490968303719	0.41988	0.5331059024871763	0.1283566666666666	0.0712642950961809	0.0	3.2711974446204604	1.7098188409792305
HMR_1478	0.7665292592026661	0.7569509031696281	0.7665292592026661	0.2430490968303719	0.41988	0.5331059024871763	0.1283566666666666	0.0712642950961809	0.0	3.2711974446204604	1.7098188409792305
HMR_1479	0.7665292592026661	0.7569509031696281	0.7665292592026661	0.2430490968303719	0.41988	0.5331059024871763	0.1283566666666666	0.0712642950961809	0.0	3.2711974446204604	1.7098188409792305
C14STR	-14.979501767518652	5.785454776362643e-05	-14.979501767518652	0.9999421454522364	54.90204333333333	2.791822892774939	260.6775166666667	19.225597793439057	-1.0	0.21061288305710546	-2.2473344070796246
HMR_1490	4.993043739678467	0.9962362961058296	4.993043739678467	0.0037637038941704	96.38867	18.44806867714884	30.53758666666667	2.7468656055260907	1.0	3.15639448041954	1.6582775220117145
HMR_1493	4.993043739678467	0.9962362961058296	4.993043739678467	0.0037637038941704	96.38867	18.44806867714884	30.53758666666667	2.7468656055260907	1.0	3.15639448041954	1.6582775220117145
HMR_1494	4.993043739678467	0.9962362961058296	4.993043739678467	0.0037637038941704	96.38867	18.44806867714884	30.53758666666667	2.7468656055260907	1.0	3.15639448041954	1.6582775220117145
C3STDH1	1.1040301168783562	0.834237073002316	1.1040301168783562	0.165762926997684	12.61676	4.144494254317005	9.376876666666666	0.2165295346033779	0.0	1.3455183904519736	0.42816210976877533
HMR_1495	1.1030868662223383	0.8340550688913274	1.1030868662223383	0.1659449311086725	12.646383333333333	4.1860777461273	9.376876666666666	0.2165295346033779	0.0	1.3486775802745974	0.43154549362709216
HMR_1500	4.819977446955986	0.9957384193497144	4.819977446955986	0.0042615806502856	7.117993333333334	0.9903529142123476	3.7332866666666655	0.0737552937459784	1.0	1.9066291900077328	0.9310242889810942
HMR_1502	4.993043739678467	0.9962362961058296	4.993043739678467	0.0037637038941704	96.38867	18.44806867714884	30.53758666666667	2.7468656055260907	1.0	3.15639448041954	1.6582775220117145
HMR_1503	4.993043739678467	0.9962362961058296	4.993043739678467	0.0037637038941704	96.38867	18.44806867714884	30.53758666666667	2.7468656055260907	1.0	3.15639448041954	1.6582775220117145
HMR_1504	4.993043739678467	0.9962362961058296	4.993043739678467	0.0037637038941704	96.38867	18.44806867714884	30.53758666666667	2.7468656055260907	1.0	3.15639448041954	1.6582775220117145
HMR_1505	1.1040301168783562	0.834237073002316	1.1040301168783562	0.165762926997684	12.61676	4.144494254317005	9.376876666666666	0.2165295346033779	0.0	1.3455183904519736	0.42816210976877533
HMR_1509	4.819977446955986	0.9957384193497144	4.819977446955986	0.0042615806502856	7.117993333333334	0.9903529142123476	3.7332866666666655	0.0737552937459784	1.0	1.9066291900077328	0.9310242889810942
CHLSTI_1	0.6907891703014836	0.7361532349258705	0.6907891703014836	0.2638467650741295	225.70307000000005	22.446238439484684	208.6410833333333	26.76329638412196	0.0	1.081776735406458	0.11340277646738929
HMR_1516	3.01112682868046	0.9802467421650104	3.01112682868046	0.0197532578349894	40.093336666666666	11.670853960421615	15.138113333333331	1.0780038089089583	1.0	2.6485028737619003	1.405177074034503
RE2410C					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DSMSTOLR					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ACCOAC	3.751839863329148	0.9900423681163902	3.751839863329148	0.0099576318836096	5.250006666666667	1.457506359284774	1.3814233333333332	0.0455737382954505	1.0	3.800432886853415	1.9261637575423467
FASN	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
MCAT	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
AcetoacetylACPsynthesis	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0691	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0681	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0682	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
r0760	-2.558664486790991	0.0313633672510268	-2.558664486790991	0.968636632748973	492.5312933333333	55.13215385480743	666.22373	78.59342551872939	-1.0	0.7392881267278385	-0.4357913516411441
