Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB361	median_MDAMB361	std_MDAMB361	mean_MCF7	median_MCF7	std_MCF7
ORNDC	6617963613.0	0.0	6617963613.0	1.0	0.07854006399000647	0.08143	0.011759054161714967	0.20401410992000146	0.2123	0.04699575342975848
SPMS	985887005000.5	1.0	985887005000.5	0.0	0.02953344296000078	0.02765	0.014307933391184136	0.005184253910001222	0.00505	0.0017866023724653758
SPRMS	896925565915.0	1.0	896925565915.0	0.0	0.011576081399995093	0.00976	0.008684907839397299	0.0019468585600020381	0.00183	0.0012369556066464619
ADMDC	988895646971.5	1.0	988895646971.5	0.0	0.041109517790000015	0.03924	0.018900903585482194	0.007131111779997809	0.00748	0.001976798748703437
MTAP	988895646971.5	1.0	988895646971.5	0.0	0.041109517790000015	0.03924	0.018900903585482194	0.007131111779997809	0.00748	0.001976798748703437
ADPT	988895646971.5	1.0	988895646971.5	0.0	0.041109517790000015	0.03924	0.018900903585482194	0.007131111779997809	0.00748	0.001976798748703437
MTRI	988895646971.5	1.0	988895646971.5	0.0	0.041109517790000015	0.03924	0.018900903585482194	0.007131111779997809	0.00748	0.001976798748703437
MDRPD	988895646971.5	1.0	988895646971.5	0.0	0.041109517790000015	0.03924	0.018900903585482194	0.007131111779997809	0.00748	0.001976798748703437
DKMPPD	988895646971.5	1.0	988895646971.5	0.0	0.041109517790000015	0.03924	0.018900903585482194	0.007131111779997809	0.00748	0.001976798748703437
SPMDtex2	877196452492.0	1.0	877196452492.0	0.0	0.01795735246999758	0.01441	0.014249395881299238	0.003237396540003312	0.00278	0.002352928365817923
SPRMti	896925565915.0	1.0	896925565915.0	0.0	0.011576081399995093	0.00976	0.008684907839397299	0.0019468585600020381	0.00183	0.0012369556066464619
GLYAMDTRc	73601692279.0	0.0	73601692279.0	1.0	0.053516938900001684	0.0547	0.019206041054194243	0.13593875483999845	0.13295	0.05466633720467771
ARGDr	785548269627.0	1.0	785548269627.0	0.0	1.0751799283099737	0.7857	0.9898207848978816	0.3091446450600089	0.21879	0.29980719666057526
r0074_f	351766821579.0	0.0	351766821579.0	1.0	0.07871011543999673	0.07879	0.04090901877497147	0.09703336022999888	0.10056	0.014735907934610437
GLU5SAtmc_f	407976258047.5	0.0	407976258047.5	1.0	0.08795698882999488	0.08667	0.03356844030372524	0.09703336022999888	0.10056	0.014735907934610437
G5SADs_f	407976258047.5	0.0	407976258047.5	1.0	0.08795698882999488	0.08667	0.03356844030372524	0.09703336022999888	0.10056	0.014735907934610437
PRO1x	34602867636.5	0.0	34602867636.5	1.0	0.002824516070003102	0.00225	0.0023223974499508773	0.04353771915000079	0.0402	0.028310948358439704
P5CR	36284641017.5	0.0	36284641017.5	1.0	0.004371186660004086	0.00416	0.0026994852028965274	0.05349564103000051	0.05429	0.029272346930797402
PROD2	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EXRiboflavin	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
RBFK	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
FMNAT	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
TransportFAD	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ASNS1	678490547576.5	1.0	678490547576.5	0.0	4.233338898400034	3.1490650000000002	3.815020081198273	2.0752290796799935	1.51872	1.8615465647868383
ASNN	688203107221.0	1.0	688203107221.0	0.0	4.232133867740056	3.1478200000000003	3.815183131006078	2.009496718109987	1.45325	1.861387274648192
METS	705009249945.0	1.0	705009249945.0	0.0	4.724291047230048	3.61671	4.11759325871294	2.219757523720027	1.57993	2.1486119386839992
METAT	707672976881.5	1.0	707672976881.5	0.0	4.768256844500079	3.66082	4.117830614411608	2.2434426853600704	1.60354	2.1486541323594825
HMR_3915	709429670211.5	1.0	709429670211.5	0.0	4.699706360399906	3.59188	4.117019044806186	2.1622533812500206	1.52122	2.1487935688159
AHCi	703194176738.0	1.0	703194176738.0	0.0	4.7271473214699204	3.619485	4.11755062264885	2.236311571169973	1.59637	2.1486746256487583
ADNK1	703194176738.0	1.0	703194176738.0	0.0	4.7271473214699204	3.619485	4.11755062264885	2.236311571169973	1.59637	2.1486746256487583
CYSTS	86300489976.5	0.0	86300489976.5	1.0	0.0028562757600030767	0.00275	0.0018135201015958776	0.016554051359997116	0.01636	0.009725017433631007
CYSTGL	86300489976.5	0.0	86300489976.5	1.0	0.0028562757600030767	0.00275	0.0018135201015958776	0.016554051359997116	0.01636	0.009725017433631007
MTHFR3	284804665894.0	0.0	284804665894.0	1.0	0.025846554239997377	0.02251	0.018428791783937633	0.05767553543999827	0.04714	0.04575172701790193
MetSynthesis	854510736322.0	1.0	854510736322.0	0.0	0.01906225924999555	0.0153	0.015469271601225009	0.004063697380004571	0.00393	0.0023996538901509814
UNK3	913045758363.0	1.0	913045758363.0	0.0	0.022047261449997017	0.01861	0.016424277297627757	0.003067410970003192	0.00254	0.0022438540320847446
5MTHFt	997308428181.0	1.0	997308428181.0	0.0	0.0012618705800014928	0.00126	0.0004541839431483661	0.0001714492800007591	0.00018	4.396126158417996e-05
ILETA	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
3MOPt2im	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ILETAm	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
LEUTA	6685495375.0	0.0	6685495375.0	1.0	2.4013189999774782e-05	2e-05	1.4507240140134019e-05	0.0017708236700018374	0.00174	0.0010364042106253634
4MOPt2im	6685495375.0	0.0	6685495375.0	1.0	2.4013189999774782e-05	2e-05	1.4507240140134019e-05	0.0017708236700018374	0.00174	0.0010364042106253634
LEUTAm	35371235350.5	0.0	35371235350.5	1.0	0.0008587136800008142	0.00072	0.0006474059422921279	0.012894691709996983	0.01222	0.008081107112287671
OIVD1m	7471005168.0	0.0	7471005168.0	1.0	0.0008827302700009707	0.00075	0.0006483938563405993	0.014665514149999328	0.01396	0.008212051929720202
ACOAD8m	7471005168.0	0.0	7471005168.0	1.0	0.0008827302700009707	0.00075	0.0006483938563405993	0.014665514149999328	0.01396	0.008212051929720202
MCCCrm	7471005168.0	0.0	7471005168.0	1.0	0.0008827302700009707	0.00075	0.0006483938563405993	0.014665514149999328	0.01396	0.008212051929720202
MGCHrm	7471005168.0	0.0	7471005168.0	1.0	0.0008827302700009707	0.00075	0.0006483938563405993	0.014665514149999328	0.01396	0.008212051929720202
HMGCOAtm	20539121852.0	0.0	20539121852.0	1.0	0.0016549931500018983	0.00163	0.0007475953107475791	0.014665514149999328	0.01396	0.008212051929720202
VALTA	2961784542.0	0.0	2961784542.0	1.0	6.747574000016322e-05	7e-05	4.021108464574298e-05	0.011601738679994606	0.0118	0.006664871488311425
3MOBt2im	2961784542.0	0.0	2961784542.0	1.0	6.747574000016322e-05	7e-05	4.021108464574298e-05	0.011601738679994606	0.0118	0.006664871488311425
VALTAim	26986324494.0	0.0	26986324494.0	1.0	0.07447628688000282	0.07875	0.020306820687302603	0.2211913508700025	0.23297	0.061670679254781584
OIVD2m	18269500109.5	0.0	18269500109.5	1.0	0.07454377224999624	0.07882	0.020307648960342397	0.2327930967899999	0.24464	0.06123005260557998
ACOAD9m	18269500109.5	0.0	18269500109.5	1.0	0.07454377224999624	0.07882	0.020307648960342397	0.2327930967899999	0.24464	0.06123005260557998
ECOAH12m	18269500109.5	0.0	18269500109.5	1.0	0.07454377224999624	0.07882	0.020307648960342397	0.2327930967899999	0.24464	0.06123005260557998
3HBCOAHLm	18269500109.5	0.0	18269500109.5	1.0	0.07454377224999624	0.07882	0.020307648960342397	0.2327930967899999	0.24464	0.06123005260557998
HIBDm	18269500109.5	0.0	18269500109.5	1.0	0.07454377224999624	0.07882	0.020307648960342397	0.2327930967899999	0.24464	0.06123005260557998
r0643	255270440083.5	0.0	255270440083.5	1.0	0.03096294594999703	0.02738	0.021582458710895838	0.07871501891999881	0.06573	0.059972900847198925
MMSAD1m	129350459238.5	0.0	129350459238.5	1.0	0.018044374569995535	0.01438	0.014518126084790979	0.08020156122000104	0.07192	0.05581786066711777
MMTSADm	235135534237.5	0.0	235135534237.5	1.0	0.025536445669997385	0.02133	0.019678460498262797	0.07387651334999897	0.05926	0.059470485191447396
PCC	65787225444.5	0.0	65787225444.5	1.0	0.01969936768999779	0.01607	0.014505741714282767	0.0948670753200036	0.08611	0.05638003348473252
MMALH	255270440083.5	0.0	255270440083.5	1.0	0.03096294594999703	0.02738	0.021582458710895838	0.07871501891999881	0.06573	0.059972900847198925
MMEm	39476593452.5	0.0	39476593452.5	1.0	0.05066231921000107	0.05057	0.022090300405122353	0.17358209264000143	0.17464	0.06591639948736526
MMMm	13252497823.5	0.0	13252497823.5	1.0	0.0761987740500019	0.08053	0.0204178425753877	0.24745861398000585	0.25954	0.062191126357852566
ILEtmi	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
LEUt5m	35371235350.5	0.0	35371235350.5	1.0	0.0008587136800008142	0.00072	0.0006474059422921279	0.012894691709996983	0.01222	0.008081107112287671
VALt5m	26986324494.0	0.0	26986324494.0	1.0	0.07447628688000282	0.07875	0.020306820687302603	0.2211913508700025	0.23297	0.061670679254781584
PGCD	666483686819.0	1.0	666483686819.0	0.0	1.199981634470016	0.88791	1.0786434583706144	0.5746724873499846	0.48427	0.3776048915064018
PSERT	666483686819.0	1.0	666483686819.0	0.0	1.199981634470016	0.88791	1.0786434583706144	0.5746724873499846	0.48427	0.3776048915064018
PSP_L	666483686819.0	1.0	666483686819.0	0.0	1.199981634470016	0.88791	1.0786434583706144	0.5746724873499846	0.48427	0.3776048915064018
GHMT2r_f	389365988951.5	0.0	389365988951.5	1.0	38.924251571939706	37.497085	23.811808777521264	53.51156292422023	48.693685	34.968621268005734
SERD_L	949234894213.0	1.0	949234894213.0	0.0	1.9289310019600021	1.66096	1.1316739102811526	0.37784398864998836	0.26948	0.3611733058633184
ALATA_L_f	677206007467.5	1.0	677206007467.5	0.0	1.1661937486099627	0.86717	1.0462806393406763	0.5562953843500121	0.44269	0.3874780843611383
r1435	875402102869.5	1.0	875402102869.5	0.0	0.00028693392000037765	0.00025	0.00020605484515552063	5.725751000012694e-05	5e-05	4.50770881995399e-05
GLYtm_r	875402102869.5	1.0	875402102869.5	0.0	0.00028693392000037765	0.00025	0.00020605484515552063	5.725751000012694e-05	5e-05	4.50770881995399e-05
GHMT2rm	875402102869.5	1.0	875402102869.5	0.0	0.00028693392000037765	0.00025	0.00020605484515552063	5.725751000012694e-05	5e-05	4.50770881995399e-05
MLTHFtm_r	975284033254.0	1.0	975284033254.0	0.0	0.0005885284200007699	0.00061	0.00022632076412357086	0.00011737480000012403	0.00012	5.089098854264373e-05
r0962	975284033254.0	1.0	975284033254.0	0.0	0.0005885284200007699	0.00061	0.00022632076412357086	0.00011737480000012403	0.00012	5.089098854264373e-05
FORtm_r	878156780071.0	1.0	878156780071.0	0.0	0.000301572830000352	0.00026	0.00021254730410471097	6.001534000009039e-05	5e-05	4.498091581968266e-05
r0514	975284033254.0	1.0	975284033254.0	0.0	0.0005885284200007699	0.00061	0.00022632076412357086	0.00011737480000012403	0.00012	5.089098854264373e-05
DHFRim	975284033254.0	1.0	975284033254.0	0.0	0.0005885284200007699	0.00061	0.00022632076412357086	0.00011737480000012403	0.00012	5.089098854264373e-05
FTHFLmi	878156780071.0	1.0	878156780071.0	0.0	0.000301572830000352	0.00026	0.00021254730410471097	6.001534000009039e-05	5e-05	4.498091581968266e-05
MTHFCm	878156780071.0	1.0	878156780071.0	0.0	0.000301572830000352	0.00026	0.00021254730410471097	6.001534000009039e-05	5e-05	4.498091581968266e-05
MTHFDm	878156780071.0	1.0	878156780071.0	0.0	0.000301572830000352	0.00026	0.00021254730410471097	6.001534000009039e-05	5e-05	4.498091581968266e-05
FOLR2	961185637691.5	1.0	961185637691.5	0.0	0.0006733451800006706	0.00068	0.00037803386393303866	5.396823000021002e-05	4e-05	4.254397090848486e-05
DHFR	513681156.0	0.0	513681156.0	1.0	0.0008575869000009945	0.00086	0.00039215561137700673	0.0031335683200044056	0.00324	0.0004671778600780317
FTHFLi	780764224041.5	1.0	780764224041.5	0.0	0.042930341170001704	0.04104	0.018932361494477575	0.025708726990001835	0.02427	0.009638415621865326
FTHFDH	999823348102.0	1.0	999823348102.0	0.0	10.443313904060094	10.79417	1.2042626937598346	4.536344412829823	4.68606	0.5058926084408927
MTHFC_f	91155872924.0	0.0	91155872924.0	1.0	0.1170723424400009	0.11808	0.05814502472521237	0.46852642511001574	0.481815	0.24219449232582269
MTHFD	400464562241.5	0.0	400464562241.5	1.0	56.40442095169085	51.00663	37.073876175897894	61.78951860912014	62.13869	8.409587504470993
MTHFD2i_f	404980406643.0	0.0	404980406643.0	1.0	45.48585471816019	46.596869999999996	24.032093927771385	63.89328613049345	54.93991	45.29887254881624
ACACT1r	30780322269.0	0.0	30780322269.0	1.0	0.0008693169900007027	0.00069	0.000700845720813522	0.014008230659999232	0.01367	0.008325373340905344
HMGCOAS	61525014364.0	0.0	61525014364.0	1.0	0.001839317370002039	0.00184	0.0007683146415524406	0.01412945111999844	0.01379	0.008320657004172161
HMGCOAR	0.0	0.0	0.0	1.0	0.0034942954000037004	0.00359	0.00032950233248093516	0.028794974339999654	0.02984	0.0043729337189230095
MEVK1	0.0	0.0	0.0	1.0	0.0034942954000037004	0.00359	0.00032950233248093516	0.028794974339999654	0.02984	0.0043729337189230095
PMEVK	0.0	0.0	0.0	1.0	0.0034942954000037004	0.00359	0.00032950233248093516	0.028794974339999654	0.02984	0.0043729337189230095
IPDDI	0.0	0.0	0.0	1.0	0.0011647852800002714	0.0012	0.00010989937203265142	0.00959832276999761	0.00995	0.001457647317129247
DPMVD	0.0	0.0	0.0	1.0	0.0034942954000037004	0.00359	0.00032950233248093516	0.028794974339999654	0.02984	0.0043729337189230095
DMATT	0.0	0.0	0.0	1.0	0.0011647852800002714	0.0012	0.00010989937203265142	0.00959832276999761	0.00995	0.001457647317129247
GRTT	0.0	0.0	0.0	1.0	0.0011647852800002714	0.0012	0.00010989937203265142	0.00959832276999761	0.00995	0.001457647317129247
HMR_1465	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
HMR_1467	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
SMO	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
LNSTLS	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
HMR_1477	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
HMR_1478	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
HMR_1479	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
C14STR	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
HMR_1490	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
HMR_1493	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
HMR_1494	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
C3STDH1	41537851439.0	0.0	41537851439.0	1.0	0.00024385752000028246	0.00022	0.00015878765491353597	0.0026403684400028325	0.00268	0.0014455092447818924
HMR_1495	84017007985.5	0.0	84017007985.5	1.0	0.0003385179800003891	0.00035	0.00015976389874205058	0.0021587903900023566	0.00199	0.0013981408196391291
HMR_1500	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
HMR_1502	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
HMR_1503	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
HMR_1504	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
HMR_1505	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
HMR_1509	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
CHLSTI_1	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
HMR_1516	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
RE2410C	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
DSMSTOLR	0.0	0.0	0.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.00479916704000222	0.00497	0.0007288369689997636
ACCOAC	103753.5	0.0	103753.5	1.0	4.260803812080025	3.19696	3.7505861474612767	49.94154293002062	50.61517	6.1804984196123325
FASN	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
MCAT	103753.5	0.0	103753.5	1.0	4.260803812080025	3.19696	3.7505861474612767	49.94154293002062	50.61517	6.1804984196123325
AcetoacetylACPsynthesis	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0691	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0681	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0682	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0760	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0761	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0762	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0763	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0764	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0694	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0695	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0765	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0766	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0692	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0693	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0767	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0768	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0769	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0770	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0712	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0713	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0701	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0702	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0771	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0772	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0696	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0697	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
r0773	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
FA160ACPH	103753.5	0.0	103753.5	1.0	0.6086862544499931	0.45671	0.5357980173211884	7.134506133020017	7.23074	0.8829283416809138
TMLYStd_r	1000000000000.0	1.0	1000000000000.0	0.0	0.8041332015299965	0.8774	0.3519223500286165	0.0	0.0	0.0
TMLYSOX	1000000000000.0	1.0	1000000000000.0	0.0	0.8041332015299965	0.8774	0.3519223500286165	0.0	0.0	0.0
GHMT3	1000000000000.0	1.0	1000000000000.0	0.0	0.8041332015299965	0.8774	0.3519223500286165	0.0	0.0	0.0
TMABADH	1000000000000.0	1.0	1000000000000.0	0.0	0.8041332015299965	0.8774	0.3519223500286165	0.0	0.0	0.0
BBHOX	1000000000000.0	1.0	1000000000000.0	0.0	0.8041332015299965	0.8774	0.3519223500286165	0.0	0.0	0.0
SUCFUMtm_r	1000000000000.0	1.0	1000000000000.0	0.0	1.6082664022499562	1.7548	0.703844699671873	0.0	0.0	0.0
palmitateActivation	19500000.0	0.0	19500000.0	1.0	0.0	0.0	0.0	0.12120758400999924	0.08644	0.11506859338092816
carnitineAcylTransferaseI	19500000.0	0.0	19500000.0	1.0	0.0	0.0	0.0	0.12120758400999924	0.08644	0.11506859338092816
CARN160t_m	19500000.0	0.0	19500000.0	1.0	0.0	0.0	0.0	0.12120758400999924	0.08644	0.11506859338092816
carnitineAcylTransferaseII	19500000.0	0.0	19500000.0	1.0	0.0	0.0	0.0	0.12120758400999924	0.08644	0.11506859338092816
betaOxidation	19500000.0	0.0	19500000.0	1.0	0.0	0.0	0.0	0.12120758400999924	0.08644	0.11506859338092816
Biomass	0.0	0.0	0.0	1.0	0.028546872400016323	0.0293	0.002691912837315934	0.23524151385000938	0.2438	0.03572480083601329
GLCt1_r	0.0	0.0	0.0	1.0	0.10077604701000292	0.10296	0.014835836377737189	2.4405624157700063	2.54206	0.41724887319808257
O2t_r	134233133926.0	0.0	134233133926.0	1.0	64.34412954868917	64.4091	6.482967395750544	77.66506824137039	78.741585	9.82104654378461
GLNt_r	2728722.5	0.0	2728722.5	1.0	0.19990254498999255	0.20585	0.0253831228429967	1.0703581309499925	1.11556	0.18285318333334644
r0963_r	997308428181.0	1.0	997308428181.0	0.0	0.0012618705800014928	0.00126	0.0004541839431483661	0.0001714492800007591	0.00018	4.396126158417996e-05
THBPTt_r	76112600431.5	0.0	76112600431.5	1.0	0.0027065831300031023	0.00261	0.0016925977869494883	0.019149853499997285	0.01845	0.01174045905103223
ARGt5r_r	0.0	0.0	0.0	1.0	0.08879581096999549	0.0917	0.011830597347199844	0.28852697411000644	0.29608	0.047541035086210714
PHEtec_r	30600.5	0.0	30600.5	1.0	0.01011351958999733	0.00997	0.0019170838952960558	0.08018702636999886	0.07965	0.016730979581407405
ILEtec_r	0.0	0.0	0.0	1.0	0.008166632669998002	0.00838	0.0007701006551388931	0.06729741815999865	0.06974	0.010220082248984469
LEUtec_r	0.0	0.0	0.0	1.0	0.016456297049999978	0.01678	0.0016599315939616118	0.14300011968000198	0.14701	0.02290196964906755
VALtec_r	226502392.5	0.0	226502392.5	1.0	0.08460959655000033	0.08889	0.020355403750735846	0.31574090031000157	0.32731	0.06238528420817989
METtec_r	0.0	0.0	0.0	1.0	0.0072244576499978725	0.00712	0.0018663964803576603	0.05255023292999805	0.05226	0.011129311828060711
r2526_r	5291940547.0	0.0	5291940547.0	1.0	0.07127744741999666	0.07479	0.012099593807955583	0.22572183074000762	0.22539	0.07185378351734364
GLYt4_r	96455659535.0	0.0	96455659535.0	1.0	0.03557497027000083	0.03768	0.01703077419255508	0.1358394775000007	0.14601	0.06470995292525349
r2532_r	999893500000.0	1.0	999893500000.0	0.0	0.006771673389995639	0.00688	0.003495948923242468	0.0	0.0	0.0
PROPAT4te_r	999721000000.0	1.0	999721000000.0	0.0	0.004579413600001255	0.00422	0.0029554377576165125	0.0	0.0	0.0
HDCAt	945757000000.0	1.0	945757000000.0	0.0	3.0817109999798875e-05	3e-05	2.345806858056262e-05	0.0	0.0	0.0
CRNt	1000000000000.0	1.0	1000000000000.0	0.0	0.8041332015299965	0.8774	0.3519223500286165	0.0	0.0	0.0
GTHRDt2_r	397311643456.0	0.0	397311643456.0	1.0	0.8436952776299743	0.6621	0.6993485506295336	1.2162040593199361	0.96923	0.9860654337289774
DmLact	0.0	0.0	0.0	1.0	0.071200648019993	0.07344	0.008783480628157281	4.125009051619845	4.29911	0.70423992556512
UREAt	226766988802.5	0.0	226766988802.5	1.0	0.025023122939997228	0.02174	0.01821330106650882	0.06807535737999902	0.05829	0.04954328938539321
DmBiomass	0.0	0.0	0.0	1.0	0.028546872400016323	0.0293	0.002691912837315934	0.23524151385000938	0.2438	0.03572480083601329
NH4t	992265102409.0	1.0	992265102409.0	0.0	123.0440227604311	117.609265	59.69427581180974	24.298148120989918	23.970795000000003	7.238899801838914
PTRCtex2_f	1803258504.0	0.0	1803258504.0	1.0	0.017405238389995987	0.01409	0.013826390711357267	0.1704473510599993	0.17693	0.0512399199621091
GUDACtr2	272996646048.0	0.0	272996646048.0	1.0	0.026075980169996488	0.02314	0.01857906789352974	0.06188056385999931	0.05002	0.049191629480301105
CE2705t	76112600431.5	0.0	76112600431.5	1.0	0.0027065831300031023	0.00261	0.0016925977869494883	0.019149853499997285	0.01845	0.01174045905103223
Dm2oxobutyrate	50253792280.0	0.0	50253792280.0	1.0	0.037611918410000535	0.03859	0.012629073443014916	0.22823949227001078	0.22878	0.11650708731992626
H2Ot_f	999948578291.0	1.0	999948578291.0	0.0	309.34832257206006	310.274975	108.2556094875328	7.350689427760047	5.373794999999999	6.756826196007041
PHLACHt_f	456724996903.5	0.0	456724996903.5	1.0	355.09008819059545	344.838365	198.3373193132866	388.62378150652273	367.72677999999996	208.87684155713603
CO2t	664337364748.5	1.0	664337364748.5	0.0	142.4752331729453	138.48820999999998	45.324424330686206	116.39956149317774	117.745755	16.633492872386242
