Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_SKBR3	median_SKBR3	std_SKBR3
ORNt4m	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ARGSS	668438878345.0	1.0	668438878345.0	0.0	1.3729213658800563	1.0119799999999999	1.255578226376931	0.7057781516799877	0.51769	0.6466508246052081
ARGSL	668438878345.0	1.0	668438878345.0	0.0	1.3729213658800563	1.0119799999999999	1.255578226376931	0.7057781516799877	0.51769	0.6466508246052081
ARGN	108000000.0	0.0	108000000.0	1.0	0.0	0.0	0.0	0.01793482646999756	0.01547	0.013065145485321264
ORNDC	943115129872.5	1.0	943115129872.5	0.0	0.08787237608999812	0.09237	0.017882598151249596	0.05231535405000458	0.05309	0.007874751308172225
SPMS	811432223.5	0.0	811432223.5	1.0	0.002467469020003107	0.00263	0.0008608235773711582	0.02946203302000079	0.02928	0.011379442136585505
SPRMS	70889480202.0	0.0	70889480202.0	1.0	0.002467469020003107	0.00263	0.0008608235773711582	0.01679520382999773	0.01514	0.011083568184575407
ADMDC	2164601081.5	0.0	2164601081.5	1.0	0.004934939600001893	0.00526	0.001721635029785013	0.04625723769000171	0.04454	0.020146524977780855
MTAP	2164601081.5	0.0	2164601081.5	1.0	0.004934939600001893	0.00526	0.001721635029785013	0.04625723769000171	0.04454	0.020146524977780855
ADPT	2164601081.5	0.0	2164601081.5	1.0	0.004934939600001893	0.00526	0.001721635029785013	0.04625723769000171	0.04454	0.020146524977780855
MTRI	2164601081.5	0.0	2164601081.5	1.0	0.004934939600001893	0.00526	0.001721635029785013	0.04625723769000171	0.04454	0.020146524977780855
MDRPD	2164601081.5	0.0	2164601081.5	1.0	0.004934939600001893	0.00526	0.001721635029785013	0.04625723769000171	0.04454	0.020146524977780855
DKMPPD	2164601081.5	0.0	2164601081.5	1.0	0.004934939600001893	0.00526	0.001721635029785013	0.04625723769000171	0.04454	0.020146524977780855
SPMDtex2	160500000.0	0.0	160500000.0	1.0	0.0	0.0	0.0	0.012666830739994849	0.0104	0.009939440887891995
SPRMti	70889480202.0	0.0	70889480202.0	1.0	0.002467469020003107	0.00263	0.0008608235773711582	0.01679520382999773	0.01514	0.011083568184575407
GLYAMDTRc	982641189552.0	1.0	982641189552.0	0.0	0.08787237608999812	0.09237	0.017882598151249596	0.0343805279800007	0.03543	0.01349371499573737
ARGDr	668438878345.0	1.0	668438878345.0	0.0	1.3729213658800563	1.0119799999999999	1.255578226376931	0.7057781516799877	0.51769	0.6466508246052081
r0074_f	72588957573.0	0.0	72588957573.0	1.0	0.015889028420000274	0.01631	0.0044217471948185295	0.02608264536000622	0.02648	0.005255523610753956
GLU5SAtmc_f	877231820240.5	1.0	877231820240.5	0.0	0.08055295046000026	0.07614	0.04423130752401887	0.02608264536000622	0.02648	0.005255523610753956
G5SADs_f	59835297163.0	0.0	59835297163.0	1.0	0.015095398720001768	0.01547	0.004531062242427858	0.02608264536000622	0.02648	0.005255523610753956
PRO1x	104201636892.0	0.0	104201636892.0	1.0	0.004833349170002092	0.00419	0.0035374923171094634	0.016695416290001867	0.0171	0.008178896472329169
P5CR	292588217095.5	0.0	292588217095.5	1.0	0.0046936261400013935	0.00396	0.003539964378755743	0.009387229609993091	0.00831	0.006720870613584228
PROD2	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EXRiboflavin	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
RBFK	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
FMNAT	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
TransportFAD	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ASNS1	98144620762.5	0.0	98144620762.5	1.0	0.6171411005600136	0.48548	0.493028850095098	4.913859473500069	3.67348	4.480062811888755
ASNN	103449181444.5	0.0	103449181444.5	1.0	0.6326869331900236	0.49914	0.4931480529089883	4.896190562789712	3.656015	4.480231852295153
METS	471134153514.0	0.0	471134153514.0	1.0	4.777082373179952	3.4641849999999996	4.392029175123807	5.248259456389964	3.909005	4.673532500519405
METAT	467307713573.5	0.0	467307713573.5	1.0	4.784608467889987	3.47153	4.3920383169935135	5.295981218920093	3.9563249999999996	4.673552761866306
HMR_3915	468997874258.5	0.0	468997874258.5	1.0	4.73900663506989	3.427595	4.3906694035178635	5.233002833329912	3.89396	4.673438859604432
AHCi	471241492924.0	0.0	471241492924.0	1.0	4.77967353158986	3.4667	4.39205484374742	5.249723982210229	3.910405	4.673564578783076
ADNK1	471241492924.0	0.0	471241492924.0	1.0	4.77967353158986	3.4667	4.39205484374742	5.249723982210229	3.910405	4.673564578783076
CYSTS	759871945549.0	1.0	759871945549.0	0.0	0.002591159150002833	0.00266	0.0012511489067431206	0.0014645303700014701	0.00146	0.0008086710735500656
CYSTGL	759871945549.0	1.0	759871945549.0	0.0	0.002591159150002833	0.00266	0.0012511489067431206	0.0014645303700014701	0.00146	0.0008086710735500656
MTHFR3	754145731896.0	1.0	754145731896.0	0.0	0.03825242153999806	0.03464	0.02616091174779936	0.01624059683999574	0.01371	0.012111075881833614
MetSynthesis	64981208234.5	0.0	64981208234.5	1.0	0.002531036980002685	0.0022	0.0018221135490334604	0.024250547169996417	0.02045	0.01819671474150708
UNK3	71019480658.0	0.0	71019480658.0	1.0	0.0024038971000020907	0.00197	0.001805905850566256	0.022006689309997277	0.01819	0.01699331117572585
5MTHFt	1976769040.5	0.0	1976769040.5	1.0	0.00017664419000036684	0.00019	5.049095947378611e-05	0.000983972390001566	0.00104	0.00022998443797471905
ILETA	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
3MOPt2im	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ILETAm	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
LEUTA	365438430296.5	0.0	365438430296.5	1.0	0.001258200390001063	0.00109	0.0009173374955882844	0.0018956689200017036	0.00168	0.0013257775566185871
4MOPt2im	365438430296.5	0.0	365438430296.5	1.0	0.001258200390001063	0.00109	0.0009173374955882844	0.0018956689200017036	0.00168	0.0013257775566185871
LEUTAm	303607283645.5	0.0	303607283645.5	1.0	0.0011209355800010509	0.00097	0.0008379671866368205	0.002173541030002175	0.00185	0.0016150810459206893
OIVD1m	207692313284.5	0.0	207692313284.5	1.0	0.0023791400700027094	0.00235	0.0010088692288089914	0.004069216120004775	0.00408	0.0017118460007102317
ACOAD8m	207692313284.5	0.0	207692313284.5	1.0	0.0023791400700027094	0.00235	0.0010088692288089914	0.004069216120004775	0.00408	0.0017118460007102317
MCCCrm	207692313284.5	0.0	207692313284.5	1.0	0.0023791400700027094	0.00235	0.0010088692288089914	0.004069216120004775	0.00408	0.0017118460007102317
MGCHrm	207692313284.5	0.0	207692313284.5	1.0	0.0023791400700027094	0.00235	0.0010088692288089914	0.004069216120004775	0.00408	0.0017118460007102317
HMGCOAtm	205684899397.0	0.0	205684899397.0	1.0	0.0023917122700027756	0.00236	0.001007971592375974	0.004095004850004671	0.00411	0.001711402343598399
VALTA	478799386581.5	0.0	478799386581.5	1.0	0.012358165349996404	0.01215	0.0072313767205117695	0.01346706759999472	0.01207	0.009224342179318836
3MOBt2im	478799386581.5	0.0	478799386581.5	1.0	0.012358165349996404	0.01215	0.0072313767205117695	0.01346706759999472	0.01207	0.009224342179318836
VALTAim	176584163.0	0.0	176584163.0	1.0	0.009678269969995584	0.0082	0.007204190957343774	0.11217808694999322	0.11659	0.02472192652484635
OIVD2m	249280588.0	0.0	249280588.0	1.0	0.022036435690009078	0.02326	0.005354804676821612	0.12564514803999927	0.13134	0.02327292496109753
ACOAD9m	249280588.0	0.0	249280588.0	1.0	0.022036435690009078	0.02326	0.005354804676821612	0.12564514803999927	0.13134	0.02327292496109753
ECOAH12m	249280588.0	0.0	249280588.0	1.0	0.022036435690009078	0.02326	0.005354804676821612	0.12564514803999927	0.13134	0.02327292496109753
3HBCOAHLm	249280588.0	0.0	249280588.0	1.0	0.022036435690009078	0.02326	0.005354804676821612	0.12564514803999927	0.13134	0.02327292496109753
HIBDm	249280588.0	0.0	249280588.0	1.0	0.022036435690009078	0.02326	0.005354804676821612	0.12564514803999927	0.13134	0.02327292496109753
r0643	180581642344.0	0.0	180581642344.0	1.0	0.009255345979993689	0.00831	0.006241118879052862	0.03528464542999768	0.02856	0.02818190215866356
MMSAD1m	67219939303.5	0.0	67219939303.5	1.0	0.00487090783000126	0.00405	0.003683549549563071	0.04387368834999729	0.03895	0.030663740407330806
MMTSADm	111606406634.0	0.0	111606406634.0	1.0	0.007910180949999132	0.007	0.005614737833990424	0.046486817889998665	0.04061	0.03330018616847455
PCC	46567215607.0	0.0	46567215607.0	1.0	0.007262619629998137	0.00651	0.0036583023164336874	0.0479686985299993	0.04295	0.030647437654748606
MMALH	180581642344.0	0.0	180581642344.0	1.0	0.009255345979993689	0.00831	0.006241118879052862	0.03528464542999768	0.02856	0.02818190215866356
MMEm	22335909104.5	0.0	22335909104.5	1.0	0.01651797123000035	0.01632	0.006202925966048445	0.08325334360999795	0.08463	0.03487983412805339
MMMm	180349044.0	0.0	180349044.0	1.0	0.024428152210010167	0.02557	0.005418345395712244	0.1297401609400065	0.13542	0.023335418681071324
ILEtmi	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
LEUt5m	303607283645.5	0.0	303607283645.5	1.0	0.0011209355800010509	0.00097	0.0008379671866368205	0.002173541030002175	0.00185	0.0016150810459206893
VALt5m	176584163.0	0.0	176584163.0	1.0	0.009678269969995584	0.0082	0.007204190957343774	0.11217808694999322	0.11659	0.02472192652484635
PGCD	391845754630.5	0.0	391845754630.5	1.0	1.6554988421299768	1.34642	1.3163334340184056	2.015758833920148	1.95401	1.1174957742207225
PSERT	391845754630.5	0.0	391845754630.5	1.0	1.6554988421299768	1.34642	1.3163334340184056	2.015758833920148	1.95401	1.1174957742207225
PSP_L	391845754630.5	0.0	391845754630.5	1.0	1.6554988421299768	1.34642	1.3163334340184056	2.015758833920148	1.95401	1.1174957742207225
GHMT2r_f	665377880036.0	1.0	665377880036.0	0.0	51.44170179284018	50.626635	30.574669766361914	33.613149847328565	33.962835	17.714159028343424
SERD_L	999962308179.0	1.0	999962308179.0	0.0	20.872705583000364	21.03064	2.938283318918941	4.199581624700105	4.03347	1.9479196353172188
ALATA_L_f	778542806569.0	1.0	778542806569.0	0.0	2.52664845062002	1.914675	2.2094743528737264	0.7926541677500312	0.59888	0.6765823989119389
r1435	128304008969.0	0.0	128304008969.0	1.0	5.908112000013098e-05	5e-05	4.6241468378736844e-05	0.000332302930000317	0.00027	0.000257594893910449
GLYtm_r	128304008969.0	0.0	128304008969.0	1.0	5.908112000013098e-05	5e-05	4.6241468378736844e-05	0.000332302930000317	0.00027	0.000257594893910449
GHMT2rm	128304008969.0	0.0	128304008969.0	1.0	5.908112000013098e-05	5e-05	4.6241468378736844e-05	0.000332302930000317	0.00027	0.000257594893910449
MLTHFtm_r	29998468449.5	0.0	29998468449.5	1.0	0.00012919280000018823	0.00013	5.5761591956388276e-05	0.0006588013600007899	0.00067	0.0002883024730738337
r0962	29998468449.5	0.0	29998468449.5	1.0	0.00012919280000018823	0.00013	5.5761591956388276e-05	0.0006588013600007899	0.00067	0.0002883024730738337
FORtm_r	151292979773.0	0.0	151292979773.0	1.0	7.001958000017921e-05	6e-05	5.057915751446996e-05	0.0003264806100004061	0.00027	0.0002550547581342442
r0514	29998468449.5	0.0	29998468449.5	1.0	0.00012919280000018823	0.00013	5.5761591956388276e-05	0.0006588013600007899	0.00067	0.0002883024730738337
DHFRim	29998468449.5	0.0	29998468449.5	1.0	0.00012919280000018823	0.00013	5.5761591956388276e-05	0.0006588013600007899	0.00067	0.0002883024730738337
FTHFLmi	151292979773.0	0.0	151292979773.0	1.0	7.001958000017921e-05	6e-05	5.057915751446996e-05	0.0003264806100004061	0.00027	0.0002550547581342442
MTHFCm	151292979773.0	0.0	151292979773.0	1.0	7.001958000017921e-05	6e-05	5.057915751446996e-05	0.0003264806100004061	0.00027	0.0002550547581342442
MTHFDm	151292979773.0	0.0	151292979773.0	1.0	7.001958000017921e-05	6e-05	5.057915751446996e-05	0.0003264806100004061	0.00027	0.0002550547581342442
FOLR2	108660791621.5	0.0	108660791621.5	1.0	4.7420710000036116e-05	4e-05	3.972998290434773e-05	0.0003251619900003551	0.00026	0.0002542425585901857
DHFR	6327792737.0	0.0	6327792737.0	1.0	0.0004526686100005581	0.00045	0.00011508529560845496	0.0011529630400013487	0.00112	0.0003013633985966397
FTHFLi	194383796518.0	0.0	194383796518.0	1.0	0.03334072567999895	0.03523	0.011608466139385544	0.05452187745000165	0.0528	0.020437200080891893
FTHFDH	138207166385.0	0.0	138207166385.0	1.0	2.653774136950064	2.17249	2.100531513557651	5.608330870670082	5.849105	1.648337854736744
MTHFC_f	766295756011.5	1.0	766295756011.5	0.0	0.26206675769000815	0.25192	0.14774497966697922	0.12761388668000223	0.11372	0.0872443085579536
MTHFD	914590153571.0	1.0	914590153571.0	0.0	41.95770618507117	39.927765	17.273968377619198	14.674648444240445	11.90413	11.751253381878909
MTHFD2i_f	722746168554.5	1.0	722746168554.5	0.0	82.38174906135961	80.77679	49.21881707873357	45.30782142451044	44.22453	26.27274234685729
ACACT1r	368226703907.5	0.0	368226703907.5	1.0	0.0018798693800019725	0.00177	0.001160543071668427	0.002803352910003034	0.0025	0.0019195175344974438
HMGCOAS	289164159931.0	0.0	289164159931.0	1.0	0.0023006685300028277	0.00219	0.0011543823464371153	0.0036451028400041573	0.00338	0.0019033200126748588
HMGCOAR	48933813517.5	0.0	48933813517.5	1.0	0.0046923819500022	0.00476	0.0007841744382115279	0.007740109529997641	0.00786	0.0015595944365243682
MEVK1	48933813517.5	0.0	48933813517.5	1.0	0.0046923819500022	0.00476	0.0007841744382115279	0.007740109529997641	0.00786	0.0015595944365243682
PMEVK	48933813517.5	0.0	48933813517.5	1.0	0.0046923819500022	0.00476	0.0007841744382115279	0.007740109529997641	0.00786	0.0015595944365243682
IPDDI	48941107454.5	0.0	48941107454.5	1.0	0.001564127660002144	0.00159	0.0002614043590975842	0.0025800410100031337	0.00262	0.000519877790342237
DPMVD	48933813517.5	0.0	48933813517.5	1.0	0.0046923819500022	0.00476	0.0007841744382115279	0.007740109529997641	0.00786	0.0015595944365243682
DMATT	48941107454.5	0.0	48941107454.5	1.0	0.001564127660002144	0.00159	0.0002614043590975842	0.0025800410100031337	0.00262	0.000519877790342237
GRTT	48941107454.5	0.0	48941107454.5	1.0	0.001564127660002144	0.00159	0.0002614043590975842	0.0025800410100031337	0.00262	0.000519877790342237
HMR_1465	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1467	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
SMO	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
LNSTLS	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1477	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1478	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1479	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
C14STR	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1490	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1493	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1494	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
C3STDH1	984405046464.0	1.0	984405046464.0	0.0	0.00017377348000034167	0.00014	0.00013525587433792628	2.077840000005145e-06	0.0	4.057215473133137e-06
HMR_1495	19585094847.0	0.0	19585094847.0	1.0	0.0006082764500007562	0.00062	0.00018606225972630773	0.0012869794600014976	0.00131	0.00026010647280194096
HMR_1500	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1502	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1503	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1504	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1505	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1509	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
CHLSTI_1	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1516	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
RE2410C	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
DSMSTOLR	48960235990.0	0.0	48960235990.0	1.0	0.0007820647900010238	0.00079	0.00013073009306438976	0.001290014820001549	0.00131	0.0002599438407638838
ACCOAC	924983117228.0	1.0	924983117228.0	0.0	19.358907362739604	18.909955	7.478954569584481	7.427450172910453	6.906915	3.959970597920902
FASN	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
MCAT	924983117228.0	1.0	924983117228.0	0.0	19.358907362739604	18.909955	7.478954569584481	7.427450172910453	6.906915	3.959970597920902
AcetoacetylACPsynthesis	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0691	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0681	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0682	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0760	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0761	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0762	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0763	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0764	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0694	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0695	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0765	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0766	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0692	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0693	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0767	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0768	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0769	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0770	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0712	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0713	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0701	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0702	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
r0771	924983103000.5	1.0	924983103000.5	0.0	2.7655580993300517	2.70142	1.0684221032577708	1.0610643108700084	0.9867	0.5657100810893348
r0772	924983103000.5	1.0	924983103000.5	0.0	2.7655580993300517	2.70142	1.0684221032577708	1.0610643108700084	0.9867	0.5657100810893348
r0696	924983103000.5	1.0	924983103000.5	0.0	2.7655580993300517	2.70142	1.0684221032577708	1.0610643108700084	0.9867	0.5657100810893348
r0697	924983103000.5	1.0	924983103000.5	0.0	2.7655580993300517	2.70142	1.0684221032577708	1.0610643108700084	0.9867	0.5657100810893348
r0773	924983103000.5	1.0	924983103000.5	0.0	2.7655580993300517	2.70142	1.0684221032577708	1.0610643108700084	0.9867	0.5657100810893348
FA160ACPH	924983118818.5	1.0	924983118818.5	0.0	2.765558206610086	2.70142	1.0684220858790674	1.0610643108700084	0.9867	0.5657100810893348
TMLYStd_r	999993314057.0	1.0	999993314057.0	0.0	19.14771640542024	19.42561	2.475789828638415	2.2450199159800377	1.96926	1.5620938707500804
TMLYSOX	999993314057.0	1.0	999993314057.0	0.0	19.14771640542024	19.42561	2.475789828638415	2.2450199159800377	1.96926	1.5620938707500804
GHMT3	999993314057.0	1.0	999993314057.0	0.0	19.14771640542024	19.42561	2.475789828638415	2.2450199159800377	1.96926	1.5620938707500804
TMABADH	999993314057.0	1.0	999993314057.0	0.0	19.14771640542024	19.42561	2.475789828638415	2.2450199159800377	1.96926	1.5620938707500804
BBHOX	999993314057.0	1.0	999993314057.0	0.0	19.14771640542024	19.42561	2.475789828638415	2.2450199159800377	1.96926	1.5620938707500804
SUCFUMtm_r	999993314054.5	1.0	999993314054.5	0.0	38.29543281363141	38.851214999999996	4.951579663006463	4.490039821409759	3.9385250000000003	3.1241877362176647
palmitateActivation	505996987936.5	1.0	505996987936.5	3.760204886156114e-49	0.5958301948799839	0.42147500000000004	0.5742909031885789	0.5289569874300002	0.43228	0.41737357314974943
carnitineAcylTransferaseI	505996987936.5	1.0	505996987936.5	3.760204886156114e-49	0.5958301948799839	0.42147500000000004	0.5742909031885789	0.5289569874300002	0.43228	0.41737357314974943
CARN160t_m	505996987936.5	1.0	505996987936.5	3.760204886156114e-49	0.5958301948799839	0.42147500000000004	0.5742909031885789	0.5289569874300002	0.43228	0.41737357314974943
carnitineAcylTransferaseII	505996987936.5	1.0	505996987936.5	3.760204886156114e-49	0.5958301948799839	0.42147500000000004	0.5742909031885789	0.5289569874300002	0.43228	0.41737357314974943
betaOxidation	505996987936.5	1.0	505996987936.5	3.760204886156114e-49	0.5958301948799839	0.42147500000000004	0.5742909031885789	0.5289569874300002	0.43228	0.41737357314974943
Biomass	48934000247.0	0.0	48934000247.0	1.0	0.038334609559993044	0.0389	0.006406276628537286	0.06323310698000006	0.06419	0.012741161549790632
GLCt1_r	839610500059.5	1.0	839610500059.5	0.0	2.971470476939908	3.06305	0.6640775406480512	2.087899746050084	2.11178	0.5714214748972337
O2t_r	999856039721.5	1.0	999856039721.5	0.0	107.74274570437728	107.34026	12.030699749902185	63.279890278136776	63.585665	6.370126201928446
GLNt_r	965679845554.0	1.0	965679845554.0	0.0	0.6446640660700148	0.6639	0.14688733811766702	0.30934404882999256	0.31249	0.08481765041327935
r0963_r	1976769040.5	0.0	1976769040.5	1.0	0.00017664419000036684	0.00019	5.049095947378611e-05	0.000983972390001566	0.00104	0.00022998443797471905
THBPTt_r	657749022519.0	1.0	657749022519.0	0.0	0.006541715139999317	0.00663	0.0010607328528192427	0.005235263890001706	0.00486	0.003286687270835626
ARGt5r_r	897748890879.5	1.0	897748890879.5	0.0	0.1016444664700029	0.10624	0.01772371550364376	0.07503247945000088	0.07698	0.006920769475908218
PHEtec_r	196784474185.5	0.0	196784474185.5	1.0	0.01648825499000071	0.01672	0.0027069276328892202	0.021642107000005763	0.02149	0.0052834904567743
ILEtec_r	48934001755.5	0.0	48934001755.5	1.0	0.010966688789998368	0.01113	0.0018326947456020189	0.018089601020002562	0.01836	0.0036449618501921584
LEUtec_r	46810651072.5	0.0	46810651072.5	1.0	0.023292355280009072	0.0237	0.003815981927285669	0.038565659119996966	0.0392	0.0076804050125103855
VALtec_r	53592978.0	0.0	53592978.0	1.0	0.03555348764999575	0.03649	0.005905154835111537	0.1479415838999936	0.15341	0.02365048532904825
METtec_r	172139224520.0	0.0	172139224520.0	1.0	0.008457049209997108	0.00853	0.0017330925144223074	0.011140329249997997	0.01127	0.002186361619236914
r2526_r	831664736169.5	1.0	831664736169.5	0.0	0.19242770527000372	0.1922	0.07645509013751961	0.10465248605999813	0.11111	0.028079090638899105
GLYt4_r	825209978537.0	1.0	825209978537.0	0.0	0.12140389962999865	0.11874	0.07029800403359646	0.04351758983999689	0.04122	0.026763047051215946
r2532_r	999957000000.0	1.0	999957000000.0	0.0	0.026257476139997887	0.02762	0.014157623562037463	0.0	0.0	0.0
PROPAT4te_r	999846500000.0	1.0	999846500000.0	0.0	0.0062854332899975945	0.00596	0.0037982176305904427	0.0	0.0	0.0
HDCAt	982839000000.0	1.0	982839000000.0	0.0	7.648245000026581e-05	8e-05	3.4123067071736753e-05	0.0	0.0	0.0
CRNt	999993314057.0	1.0	999993314057.0	0.0	19.14771640542024	19.42561	2.475789828638415	2.2450199159800377	1.96926	1.5620938707500804
GTHRDt2_r	490100966026.5	3.5065737110058376e-130	490100966026.5	1.0	0.9148299993500303	0.739635	0.7293021329607018	0.9379628029000008	0.769315	0.7337334810489028
DmLact	862802222957.5	1.0	862802222957.5	0.0	5.03380838361007	5.18866	1.1247713809467832	3.3977873526800133	3.43646	0.9308277177739893
UREAt	108000000.0	0.0	108000000.0	1.0	0.0	0.0	0.0	0.01793482646999756	0.01547	0.013065145485321264
