Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_MDAMB361	median_MDAMB361	std_MDAMB361
ASPT	68699597031.0	0.0	68699597031.0	1.0	0.09832050547000296	0.07059	0.09414818448182125	1.3226812727499762	0.91153	1.3325598104013516
CBPSam	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
OCBTm	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ORNt4m	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ARGSS	41826602818.0	0.0	41826602818.0	1.0	0.0498922612199999	0.03545	0.04816387509130031	1.0751799283099737	0.7857	0.9898207848978816
ARGSL	41826602818.0	0.0	41826602818.0	1.0	0.0498922612199999	0.03545	0.04816387509130031	1.0751799283099737	0.7857	0.9898207848978816
ARGN	771374206545.0	1.0	771374206545.0	0.0	0.0664102073499986	0.05818	0.04745907306896898	0.025023122939997228	0.02174	0.01821330106650882
ORNDC	992064241373.5	1.0	992064241373.5	0.0	0.1803449807800027	0.1888	0.03246269308562998	0.07854006399000647	0.08143	0.011759054161714967
SPMS	21036354.0	0.0	21036354.0	1.0	0.0006341116700008327	0.00068	0.00022331385388921614	0.02953344296000078	0.02765	0.014307933391184136
SPRMS	33525230475.5	0.0	33525230475.5	1.0	0.0006341116700008327	0.00068	0.00022331385388921614	0.011576081399995093	0.00976	0.008684907839397299
ADMDC	64940504.0	0.0	64940504.0	1.0	0.001268214360001954	0.00136	0.00044657186713523297	0.041109517790000015	0.03924	0.018900903585482194
MTAP	64940504.0	0.0	64940504.0	1.0	0.001268214360001954	0.00136	0.00044657186713523297	0.041109517790000015	0.03924	0.018900903585482194
ADPT	64940504.0	0.0	64940504.0	1.0	0.001268214360001954	0.00136	0.00044657186713523297	0.041109517790000015	0.03924	0.018900903585482194
MTRI	64940504.0	0.0	64940504.0	1.0	0.001268214360001954	0.00136	0.00044657186713523297	0.041109517790000015	0.03924	0.018900903585482194
MDRPD	64940504.0	0.0	64940504.0	1.0	0.001268214360001954	0.00136	0.00044657186713523297	0.041109517790000015	0.03924	0.018900903585482194
DKMPPD	64940504.0	0.0	64940504.0	1.0	0.001268214360001954	0.00136	0.00044657186713523297	0.041109517790000015	0.03924	0.018900903585482194
SPMDtex2	116500000.0	0.0	116500000.0	1.0	0.0	0.0	0.0	0.01795735246999758	0.01441	0.014249395881299238
SPRMti	33525230475.5	0.0	33525230475.5	1.0	0.0006341116700008327	0.00068	0.00022331385388921614	0.011576081399995093	0.00976	0.008684907839397299
GLYAMDTRc	850286661387.0	1.0	850286661387.0	0.0	0.11393477429000158	0.11463	0.050395705036030226	0.053516938900001684	0.0547	0.019206041054194243
ARGDr	41826602818.0	0.0	41826602818.0	1.0	0.0498922612199999	0.03545	0.04816387509130031	1.0751799283099737	0.7857	0.9898207848978816
r0074_f	47439754583.5	0.0	47439754583.5	1.0	0.014690745059998745	0.01526	0.0027505519601011513	0.07871011543999673	0.07879	0.04090901877497147
r0074_b	16000000.0	0.0	16000000.0	1.0	0.0	0.0	0.0	0.07151440266000093	0.07235	0.04085844976095227
GLU5SAtmc_f	9940706198.0	0.0	9940706198.0	1.0	0.014690745059998745	0.01526	0.0027505519601011513	0.08795698882999488	0.08667	0.03356844030372524
GLU5SAtmc_b	4000000.0	0.0	4000000.0	1.0	0.0	0.0	0.0	0.08076127591000103	0.07969	0.03378996024093123
G5SADs_f	9940706198.0	0.0	9940706198.0	1.0	0.014690745059998745	0.01526	0.0027505519601011513	0.08795698882999488	0.08667	0.03356844030372524
G5SADs_b	4000000.0	0.0	4000000.0	1.0	0.0	0.0	0.0	0.08076127591000103	0.07969	0.03378996024093123
PRO1x	800628904396.5	1.0	800628904396.5	0.0	0.007198707059997753	0.00692	0.004352921478344237	0.002824516070003102	0.00225	0.0023223974499508773
P5CR	704897555124.5	1.0	704897555124.5	0.0	0.007492047039996988	0.00722	0.004435179366075234	0.004371186660004086	0.00416	0.0026994852028965274
PROD2	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EXRiboflavin	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
RBFK	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
FMNAT	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
TransportFAD	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ASNS1	22097782188.0	0.0	22097782188.0	1.0	0.10689715814000288	0.07994	0.09226088525399125	4.233338898400034	3.1490650000000002	3.815020081198273
ASNN	20282474797.5	0.0	20282474797.5	1.0	0.09694534418000017	0.06991	0.09231149686607912	4.232133867740056	3.1478200000000003	3.815183131006078
METS	13942948665.5	0.0	13942948665.5	1.0	0.1038940393900022	0.08735	0.07371112578865659	4.724291047230048	3.61671	4.11759325871294
METAT	8539749639.5	0.0	8539749639.5	1.0	0.10516226488000377	0.08863	0.07370716136596614	4.768256844500079	3.66082	4.117830614411608
HMR_3915	11559000040.5	0.0	11559000040.5	1.0	0.06699886713999786	0.04736	0.06558021931557936	4.699706360399906	3.59188	4.117019044806186
AHCi	13491272065.5	0.0	13491272065.5	1.0	0.1038940393900022	0.08735	0.07371112578865659	4.7271473214699204	3.619485	4.11755062264885
ADNK1	13491272065.5	0.0	13491272065.5	1.0	0.1038940393900022	0.08735	0.07371112578865659	4.7271473214699204	3.619485	4.11755062264885
CYSTS	602500000.0	0.0	602500000.0	1.0	0.0	0.0	0.0	0.0028562757600030767	0.00275	0.0018135201015958776
CYSTGL	602500000.0	0.0	602500000.0	1.0	0.0	0.0	0.0	0.0028562757600030767	0.00275	0.0018135201015958776
MTHFR3	565341297855.5	1.0	565341297855.5	0.0	0.03717950702999532	0.02661	0.03455874425827128	0.025846554239997377	0.02251	0.018428791783937633
MetSynthesis	21601451655.5	0.0	21601451655.5	1.0	0.000580614740000367	0.00051	0.0004149848372017813	0.01906225924999555	0.0153	0.015469271601225009
UNK3	19171785891.0	0.0	19171785891.0	1.0	0.0006876039100008297	0.00065	0.0004271566683496815	0.022047261449997017	0.01861	0.016424277297627757
5MTHFt	10153365191.5	0.0	10153365191.5	1.0	0.0002843271200003373	0.0003	7.601229644191087e-05	0.0012618705800014928	0.00126	0.0004541839431483661
ILETA	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
3MOPt2im	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ILETAm	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
LEUTA	986987109418.5	1.0	986987109418.5	0.0	0.0013561129000012097	0.0011	0.0010596909423027394	2.4013189999774782e-05	2e-05	1.4507240140134019e-05
4MOPt2im	986987109418.5	1.0	986987109418.5	0.0	0.0013561129000012097	0.0011	0.0010596909423027394	2.4013189999774782e-05	2e-05	1.4507240140134019e-05
LEUTAm	673656464844.0	1.0	673656464844.0	0.0	0.001499439130001561	0.00128	0.001079493769427016	0.0008587136800008142	0.00072	0.0006474059422921279
OIVD1m	923518704232.0	1.0	923518704232.0	0.0	0.002855558360003449	0.00291	0.0011600020822559005	0.0008827302700009707	0.00075	0.0006483938563405993
ACOAD8m	923518704232.0	1.0	923518704232.0	0.0	0.002855558360003449	0.00291	0.0011600020822559005	0.0008827302700009707	0.00075	0.0006483938563405993
MCCCrm	923518704232.0	1.0	923518704232.0	0.0	0.002855558360003449	0.00291	0.0011600020822559005	0.0008827302700009707	0.00075	0.0006483938563405993
MGCHrm	923518704232.0	1.0	923518704232.0	0.0	0.002855558360003449	0.00291	0.0011600020822559005	0.0008827302700009707	0.00075	0.0006483938563405993
HMGCOAtm	798061437726.0	1.0	798061437726.0	0.0	0.0028633919100033603	0.00292	0.0011601081267263883	0.0016549931500018983	0.00163	0.0007475953107475791
VALTA	999864297409.5	1.0	999864297409.5	0.0	0.20770880828999636	0.19695	0.12362381599840994	6.747574000016322e-05	7e-05	4.021108464574298e-05
3MOBt2im	999864297409.5	1.0	999864297409.5	0.0	0.20770880828999636	0.19695	0.12362381599840994	6.747574000016322e-05	7e-05	4.021108464574298e-05
VALTAim	598698623849.5	1.0	598698623849.5	0.0	0.11763976053000046	0.09855	0.09141874640158049	0.07447628688000282	0.07875	0.020306820687302603
OIVD2m	983340885159.0	1.0	983340885159.0	0.0	0.3253485804499983	0.33432	0.11552472706862393	0.07454377224999624	0.07882	0.020307648960342397
ACOAD9m	983340885159.0	1.0	983340885159.0	0.0	0.3253485804499983	0.33432	0.11552472706862393	0.07454377224999624	0.07882	0.020307648960342397
ECOAH12m	983340885159.0	1.0	983340885159.0	0.0	0.3253485804499983	0.33432	0.11552472706862393	0.07454377224999624	0.07882	0.020307648960342397
3HBCOAHLm	983340885159.0	1.0	983340885159.0	0.0	0.3253485804499983	0.33432	0.11552472706862393	0.07454377224999624	0.07882	0.020307648960342397
HIBDm	983340885159.0	1.0	983340885159.0	0.0	0.3253485804499983	0.33432	0.11552472706862393	0.07454377224999624	0.07882	0.020307648960342397
r0643	755386254547.0	1.0	755386254547.0	0.0	0.07654851934999933	0.07114	0.051468743580830284	0.03096294594999703	0.02738	0.021582458710895838
MMSAD1m	134500000.0	0.0	134500000.0	1.0	0.0	0.0	0.0	0.018044374569995535	0.01438	0.014518126084790979
MMTSADm	971653368861.5	1.0	971653368861.5	0.0	0.2488000478299959	0.25381	0.12242455255057895	0.025536445669997385	0.02133	0.019678460498262797
PCC	59868034021.0	0.0	59868034021.0	1.0	0.0028633919100033603	0.00292	0.0011601081267263883	0.01969936768999779	0.01607	0.014505741714282767
MMALH	755386254547.0	1.0	755386254547.0	0.0	0.07654851934999933	0.07114	0.051468743580830284	0.03096294594999703	0.02738	0.021582458710895838
MMEm	639605576678.5	1.0	639605576678.5	0.0	0.07941191087999865	0.07392	0.05159479716480874	0.05066231921000107	0.05057	0.022090300405122353
MMMm	983879281222.5	1.0	983879281222.5	0.0	0.3282119693599993	0.33724	0.11557524274095299	0.0761987740500019	0.08053	0.0204178425753877
ILEtmi	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
LEUt5m	673656464844.0	1.0	673656464844.0	0.0	0.001499439130001561	0.00128	0.001079493769427016	0.0008587136800008142	0.00072	0.0006474059422921279
VALt5m	598698623849.5	1.0	598698623849.5	0.0	0.11763976053000046	0.09855	0.09141874640158049	0.07447628688000282	0.07875	0.020306820687302603
PGCD	50794081573.5	0.0	50794081573.5	1.0	0.0735735767200051	0.05376	0.06888821794381754	1.199981634470016	0.88791	1.0786434583706144
PSERT	50794081573.5	0.0	50794081573.5	1.0	0.0735735767200051	0.05376	0.06888821794381754	1.199981634470016	0.88791	1.0786434583706144
PSP_L	50794081573.5	0.0	50794081573.5	1.0	0.0735735767200051	0.05376	0.06888821794381754	1.199981634470016	0.88791	1.0786434583706144
GHMT2r_f	579719028413.0	1.0	579719028413.0	0.0	47.49215675019201	44.56556	29.248474807646634	38.924251571939706	37.497085	23.811808777521264
SERD_L	11289050038.0	0.0	11289050038.0	1.0	0.19013684414000703	0.17548	0.12392563920339135	1.9289310019600021	1.66096	1.1316739102811526
ALATA_L_f	158104961984.5	0.0	158104961984.5	1.0	0.25626339900000444	0.1938	0.21332957744304878	1.1661937486099627	0.86717	1.0462806393406763
r1435	200611932598.0	0.0	200611932598.0	1.0	9.496367000023209e-05	8e-05	7.616369529526461e-05	0.00028693392000037765	0.00025	0.00020605484515552063
GLYtm_r	200611932598.0	0.0	200611932598.0	1.0	9.496367000023209e-05	8e-05	7.616369529526461e-05	0.00028693392000037765	0.00025	0.00020605484515552063
GHMT2rm	200611932598.0	0.0	200611932598.0	1.0	9.496367000023209e-05	8e-05	7.616369529526461e-05	0.00028693392000037765	0.00025	0.00020605484515552063
MLTHFtm_r	61828746834.5	0.0	61828746834.5	1.0	0.00018576952000021947	0.00019	8.684335772369718e-05	0.0005885284200007699	0.00061	0.00022632076412357086
r0962	61828746834.5	0.0	61828746834.5	1.0	0.00018576952000021947	0.00019	8.684335772369718e-05	0.0005885284200007699	0.00061	0.00022632076412357086
FORtm_r	180666529632.0	0.0	180666529632.0	1.0	9.073799000029464e-05	7e-05	7.240338467912967e-05	0.000301572830000352	0.00026	0.00021254730410471097
r0514	61828746834.5	0.0	61828746834.5	1.0	0.00018576952000021947	0.00019	8.684335772369718e-05	0.0005885284200007699	0.00061	0.00022632076412357086
DHFRim	61828746834.5	0.0	61828746834.5	1.0	0.00018576952000021947	0.00019	8.684335772369718e-05	0.0005885284200007699	0.00061	0.00022632076412357086
FTHFLmi	180666529632.0	0.0	180666529632.0	1.0	9.073799000029464e-05	7e-05	7.240338467912967e-05	0.000301572830000352	0.00026	0.00021254730410471097
MTHFCm	180666529632.0	0.0	180666529632.0	1.0	9.073799000029464e-05	7e-05	7.240338467912967e-05	0.000301572830000352	0.00026	0.00021254730410471097
MTHFDm	180666529632.0	0.0	180666529632.0	1.0	9.073799000029464e-05	7e-05	7.240338467912967e-05	0.000301572830000352	0.00026	0.00021254730410471097
FOLR2	71020293825.0	0.0	71020293825.0	1.0	9.852510000023931e-05	8e-05	7.68368920110716e-05	0.0006733451800006706	0.00068	0.00037803386393303866
DHFR	278344685921.5	0.0	278344685921.5	1.0	0.0005648035300006396	0.00057	0.00011773136650954122	0.0008575869000009945	0.00086	0.00039215561137700673
FTHFLi	5049667096.0	0.0	5049667096.0	1.0	0.006396770699999383	0.00634	0.002658692643850941	0.042930341170001704	0.04104	0.018932361494477575
FTHFDH	197806210565.5	0.0	197806210565.5	1.0	6.411082180129716	6.04459	3.9645941080995186	10.443313904060094	10.79417	1.2042626937598346
MTHFC_f	662496766713.5	1.0	662496766713.5	0.0	0.18918981391000253	0.17867	0.1236490774641564	0.1170723424400009	0.11808	0.05814502472521237
MTHFD	45547515170.5	0.0	45547515170.5	1.0	5.6549327656098916	5.28234	2.0740342294359992	56.40442095169085	51.00663	37.073876175897894
MTHFD2i_f	327312550907.5	0.0	327312550907.5	1.0	31.385733521180825	33.031994999999995	16.07278884440502	45.48585471816019	46.596869999999996	24.032093927771385
ACACT1r	672131347513.0	1.0	672131347513.0	0.0	0.0014961394300013274	0.00129	0.0010784346336799114	0.0008693169900007027	0.00069	0.000700845720813522
HMGCOAS	374351015384.0	0.0	374351015384.0	1.0	0.0014961394300013274	0.00129	0.0010784346336799114	0.001839317370002039	0.00184	0.0007683146415524406
HMGCOAR	830765545225.5	1.0	830765545225.5	0.0	0.004359533470003812	0.00453	0.0008162455879857928	0.0034942954000037004	0.00359	0.00032950233248093516
MEVK1	830765545225.5	1.0	830765545225.5	0.0	0.004359533470003812	0.00453	0.0008162455879857928	0.0034942954000037004	0.00359	0.00032950233248093516
PMEVK	830765545225.5	1.0	830765545225.5	0.0	0.004359533470003812	0.00453	0.0008162455879857928	0.0034942954000037004	0.00359	0.00032950233248093516
IPDDI	830714887230.0	1.0	830714887230.0	0.0	0.0014531704300023381	0.00151	0.0002720875761684595	0.0011647852800002714	0.0012	0.00010989937203265142
DPMVD	830765545225.5	1.0	830765545225.5	0.0	0.004359533470003812	0.00453	0.0008162455879857928	0.0034942954000037004	0.00359	0.00032950233248093516
DMATT	830714887230.0	1.0	830714887230.0	0.0	0.0014531704300023381	0.00151	0.0002720875761684595	0.0011647852800002714	0.0012	0.00010989937203265142
GRTT	830714887230.0	1.0	830714887230.0	0.0	0.0014531704300023381	0.00151	0.0002720875761684595	0.0011647852800002714	0.0012	0.00010989937203265142
HMR_1465	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
HMR_1467	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
SMO	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
LNSTLS	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
HMR_1477	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
HMR_1478	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
HMR_1479	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
C14STR	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
HMR_1490	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
HMR_1493	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
HMR_1494	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
C3STDH1	664070743203.5	1.0	664070743203.5	0.0	0.00036897159000036443	0.00036	0.0002192130468909746	0.00024385752000028246	0.00022	0.00015878765491353597
HMR_1495	513764243625.0	1.0	513764243625.0	1.51167331078854e-249	0.0003576172000003969	0.00034	0.00021528786406326605	0.0003385179800003891	0.00035	0.00015976389874205058
HMR_1500	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
HMR_1502	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
HMR_1503	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
HMR_1504	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
HMR_1505	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
HMR_1509	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
CHLSTI_1	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
HMR_1516	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
RE2410C	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
DSMSTOLR	830768908165.5	1.0	830768908165.5	0.0	0.0007265837400014845	0.00075	0.0001360650670864556	0.0005823242400004278	0.0006	5.4918384211783304e-05
ACCOAC	518446361060.0	1.0	518446361060.0	0.0	3.445083839449954	3.30022	0.9202216117640748	4.260803812080025	3.19696	3.7505861474612767
FASN	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
MCAT	518446361060.0	1.0	518446361060.0	0.0	3.445083839449954	3.30022	0.9202216117640748	4.260803812080025	3.19696	3.7505861474612767
AcetoacetylACPsynthesis	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0691	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0681	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0682	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0760	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0761	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0762	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0763	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0764	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0694	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0695	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0765	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0766	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0692	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0693	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0767	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0768	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0769	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0770	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0712	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0713	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0701	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0702	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0771	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0772	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0696	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0697	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
r0773	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
FA160ACPH	518446365478.0	1.0	518446365478.0	0.0	0.4921548379900144	0.47146	0.13146023448284752	0.6086862544499931	0.45671	0.5357980173211884
TMLYStd_r	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.8041332015299965	0.8774	0.3519223500286165
TMLYSOX	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.8041332015299965	0.8774	0.3519223500286165
GHMT3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.8041332015299965	0.8774	0.3519223500286165
TMABADH	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.8041332015299965	0.8774	0.3519223500286165
BBHOX	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.8041332015299965	0.8774	0.3519223500286165
SUCFUMtm_r	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.6082664022499562	1.7548	0.703844699671873
palmitateActivation	999895000000.0	1.0	999895000000.0	0.0	0.022651816149995705	0.01599	0.021804323155992907	0.0	0.0	0.0
carnitineAcylTransferaseI	999895000000.0	1.0	999895000000.0	0.0	0.022651816149995705	0.01599	0.021804323155992907	0.0	0.0	0.0
CARN160t_m	999895000000.0	1.0	999895000000.0	0.0	0.022651816149995705	0.01599	0.021804323155992907	0.0	0.0	0.0
carnitineAcylTransferaseII	999895000000.0	1.0	999895000000.0	0.0	0.022651816149995705	0.01599	0.021804323155992907	0.0	0.0	0.0
betaOxidation	999895000000.0	1.0	999895000000.0	0.0	0.022651816149995705	0.01599	0.021804323155992907	0.0	0.0	0.0
Biomass	830767907837.5	1.0	830767907837.5	0.0	0.03561532513999557	0.037	0.006668253620394628	0.028546872400016323	0.0293	0.002691912837315934
GLCt1_r	1000000000000.0	1.0	1000000000000.0	0.0	4.190947027350117	4.21496	0.18461946302105114	0.10077604701000292	0.10296	0.014835836377737189
O2t_r	0.0	0.0	0.0	1.0	2.862463197150045	2.73964	0.708120267261801	64.34412954868917	64.4091	6.482967395750544
GLNt_r	1000000000000.0	1.0	1000000000000.0	0.0	1.006930444609986	1.01362	0.04145371004308222	0.19990254498999255	0.20585	0.0253831228429967
r0963_r	10153365191.5	0.0	10153365191.5	1.0	0.0002843271200003373	0.0003	7.601229644191087e-05	0.0012618705800014928	0.00126	0.0004541839431483661
THBPTt_r	598815076796.0	1.0	598815076796.0	0.0	0.003303784660003995	0.00334	0.0017143254733161604	0.0027065831300031023	0.00261	0.0016925977869494883
ARGt5r_r	993715564434.5	1.0	993715564434.5	0.0	0.1931401416199922	0.20158	0.03237107991139326	0.08879581096999549	0.0917	0.011830597347199844
PHEtec_r	756437794021.5	1.0	756437794021.5	0.0	0.01254474526999961	0.01269	0.002895314239552607	0.01011351958999733	0.00997	0.0019170838952960558
ILEtec_r	830767907409.5	1.0	830767907409.5	0.0	0.010188760649997946	0.01058	0.0019076425174584131	0.008166632669998002	0.00838	0.0007701006551388931
LEUtec_r	880251212103.0	1.0	880251212103.0	0.0	0.022285285720008697	0.02307	0.004285261961658171	0.016456297049999978	0.01678	0.0016599315939616118
VALtec_r	984321800431.0	1.0	984321800431.0	0.0	0.33790679202999396	0.34695	0.11560716680901445	0.08460959655000033	0.08889	0.020355403750735846
METtec_r	236032327845.5	0.0	236032327845.5	1.0	0.005449785240001074	0.00566	0.0010203678620116416	0.0072244576499978725	0.00712	0.0018663964803576603
r2526_r	777079243041.0	1.0	777079243041.0	0.0	0.16282824360001014	0.14861	0.10165372685982146	0.07127744741999666	0.07479	0.012099593807955583
GLYt4_r	857224786119.0	1.0	857224786119.0	0.0	0.12888137567000546	0.12461	0.07753301889524684	0.03557497027000083	0.03768	0.01703077419255508
r2532_r	106500000.0	0.0	106500000.0	1.0	0.0	0.0	0.0	0.006771673389995639	0.00688	0.003495948923242468
PROPAT4te_r	279000000.0	0.0	279000000.0	1.0	0.0	0.0	0.0	0.004579413600001255	0.00422	0.0029554377576165125
HDCAt	54243000000.0	0.0	54243000000.0	1.0	0.0	0.0	0.0	3.0817109999798875e-05	3e-05	2.345806858056262e-05
CRNt	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.8041332015299965	0.8774	0.3519223500286165
