Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB361	median_MDAMB361	std_MDAMB361	mean_SKBR3	median_SKBR3	std_SKBR3
OCBTm	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ORNt4m	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ARGSS	607155168589.0	1.0	607155168589.0	0.0	1.0751799283099737	0.7857	0.9898207848978816	0.7057781516799877	0.51769	0.6466508246052081
ARGSL	607155168589.0	1.0	607155168589.0	0.0	1.0751799283099737	0.7857	0.9898207848978816	0.7057781516799877	0.51769	0.6466508246052081
ARGN	605596452795.0	1.0	605596452795.0	0.0	0.025023122939997228	0.02174	0.01821330106650882	0.01793482646999756	0.01547	0.013065145485321264
ORNDC	951553559555.0	1.0	951553559555.0	0.0	0.07854006399000647	0.08143	0.011759054161714967	0.05231535405000458	0.05309	0.007874751308172225
SPMS	482762549597.5	0.0	482762549597.5	1.0	0.02953344296000078	0.02765	0.014307933391184136	0.02946203302000079	0.02928	0.011379442136585505
SPRMS	360633827678.5	0.0	360633827678.5	1.0	0.011576081399995093	0.00976	0.008684907839397299	0.01679520382999773	0.01514	0.011083568184575407
ADMDC	427650296467.5	0.0	427650296467.5	1.0	0.041109517790000015	0.03924	0.018900903585482194	0.04625723769000171	0.04454	0.020146524977780855
MTAP	427650296467.5	0.0	427650296467.5	1.0	0.041109517790000015	0.03924	0.018900903585482194	0.04625723769000171	0.04454	0.020146524977780855
ADPT	427650296467.5	0.0	427650296467.5	1.0	0.041109517790000015	0.03924	0.018900903585482194	0.04625723769000171	0.04454	0.020146524977780855
MTRI	427650296467.5	0.0	427650296467.5	1.0	0.041109517790000015	0.03924	0.018900903585482194	0.04625723769000171	0.04454	0.020146524977780855
MDRPD	427650296467.5	0.0	427650296467.5	1.0	0.041109517790000015	0.03924	0.018900903585482194	0.04625723769000171	0.04454	0.020146524977780855
DKMPPD	427650296467.5	0.0	427650296467.5	1.0	0.041109517790000015	0.03924	0.018900903585482194	0.04625723769000171	0.04454	0.020146524977780855
SPMDtex2	600780023887.0	1.0	600780023887.0	0.0	0.01795735246999758	0.01441	0.014249395881299238	0.012666830739994849	0.0104	0.009939440887891995
SPRMti	360633827678.5	0.0	360633827678.5	1.0	0.011576081399995093	0.00976	0.008684907839397299	0.01679520382999773	0.01514	0.011083568184575407
GLYAMDTRc	784096059637.5	1.0	784096059637.5	0.0	0.053516938900001684	0.0547	0.019206041054194243	0.0343805279800007	0.03543	0.01349371499573737
ARGDr	607155168589.0	1.0	607155168589.0	0.0	1.0751799283099737	0.7857	0.9898207848978816	0.7057781516799877	0.51769	0.6466508246052081
r0074_f	874304160259.0	1.0	874304160259.0	0.0	0.07871011543999673	0.07879	0.04090901877497147	0.02608264536000622	0.02648	0.005255523610753956
GLU5SAtmc_f	965755438653.5	1.0	965755438653.5	0.0	0.08795698882999488	0.08667	0.03356844030372524	0.02608264536000622	0.02648	0.005255523610753956
G5SADs_f	965755438653.5	1.0	965755438653.5	0.0	0.08795698882999488	0.08667	0.03356844030372524	0.02608264536000622	0.02648	0.005255523610753956
PRO1x	54371077360.5	0.0	54371077360.5	1.0	0.002824516070003102	0.00225	0.0023223974499508773	0.016695416290001867	0.0171	0.008178896472329169
P5CR	279834153019.0	0.0	279834153019.0	1.0	0.004371186660004086	0.00416	0.0026994852028965274	0.009387229609993091	0.00831	0.006720870613584228
PROD2	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EXRiboflavin	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
RBFK	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
FMNAT	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
TransportFAD	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ASNS1	458994457833.5	0.0	458994457833.5	1.0	4.233338898400034	3.1490650000000002	3.815020081198273	4.913859473500069	3.67348	4.480062811888755
ASNN	460701476474.5	0.0	460701476474.5	1.0	4.232133867740056	3.1478200000000003	3.815183131006078	4.896190562789712	3.656015	4.480231852295153
METS	476472643076.0	0.0	476472643076.0	1.0	4.724291047230048	3.61671	4.11759325871294	5.248259456389964	3.909005	4.673532500519405
METAT	476110687440.5	0.0	476110687440.5	1.0	4.768256844500079	3.66082	4.117830614411608	5.295981218920093	3.9563249999999996	4.673552761866306
HMR_3915	475594591663.0	0.0	475594591663.0	1.0	4.699706360399906	3.59188	4.117019044806186	5.233002833329912	3.89396	4.673438859604432
AHCi	476607286945.0	0.0	476607286945.0	1.0	4.7271473214699204	3.619485	4.11755062264885	5.249723982210229	3.910405	4.673564578783076
ADNK1	476607286945.0	0.0	476607286945.0	1.0	4.7271473214699204	3.619485	4.11755062264885	5.249723982210229	3.910405	4.673564578783076
CYSTS	716459384513.5	1.0	716459384513.5	0.0	0.0028562757600030767	0.00275	0.0018135201015958776	0.0014645303700014701	0.00146	0.0008086710735500656
CYSTGL	716459384513.5	1.0	716459384513.5	0.0	0.0028562757600030767	0.00275	0.0018135201015958776	0.0014645303700014701	0.00146	0.0008086710735500656
MTHFR3	650093477205.5	1.0	650093477205.5	0.0	0.025846554239997377	0.02251	0.018428791783937633	0.01624059683999574	0.01371	0.012111075881833614
MetSynthesis	416239068201.0	0.0	416239068201.0	1.0	0.01906225924999555	0.0153	0.015469271601225009	0.024250547169996417	0.02045	0.01819671474150708
UNK3	504710114945.0	1.0	504710114945.0	4.274695149036044e-31	0.022047261449997017	0.01861	0.016424277297627757	0.022006689309997277	0.01819	0.01699331117572585
5MTHFt	687597651252.0	1.0	687597651252.0	0.0	0.0012618705800014928	0.00126	0.0004541839431483661	0.000983972390001566	0.00104	0.00022998443797471905
ILETA	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
3MOPt2im	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ILETAm	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
LEUTA	8154920477.0	0.0	8154920477.0	1.0	2.4013189999774782e-05	2e-05	1.4507240140134019e-05	0.0018956689200017036	0.00168	0.0013257775566185871
4MOPt2im	8154920477.0	0.0	8154920477.0	1.0	2.4013189999774782e-05	2e-05	1.4507240140134019e-05	0.0018956689200017036	0.00168	0.0013257775566185871
LEUTAm	240252519592.0	0.0	240252519592.0	1.0	0.0008587136800008142	0.00072	0.0006474059422921279	0.002173541030002175	0.00185	0.0016150810459206893
OIVD1m	38398341566.0	0.0	38398341566.0	1.0	0.0008827302700009707	0.00075	0.0006483938563405993	0.004069216120004775	0.00408	0.0017118460007102317
ACOAD8m	38398341566.0	0.0	38398341566.0	1.0	0.0008827302700009707	0.00075	0.0006483938563405993	0.004069216120004775	0.00408	0.0017118460007102317
MCCCrm	38398341566.0	0.0	38398341566.0	1.0	0.0008827302700009707	0.00075	0.0006483938563405993	0.004069216120004775	0.00408	0.0017118460007102317
MGCHrm	38398341566.0	0.0	38398341566.0	1.0	0.0008827302700009707	0.00075	0.0006483938563405993	0.004069216120004775	0.00408	0.0017118460007102317
HMGCOAtm	101015503611.5	0.0	101015503611.5	1.0	0.0016549931500018983	0.00163	0.0007475953107475791	0.004095004850004671	0.00411	0.001711402343598399
VALTA	3403740570.5	0.0	3403740570.5	1.0	6.747574000016322e-05	7e-05	4.021108464574298e-05	0.01346706759999472	0.01207	0.009224342179318836
3MOBt2im	3403740570.5	0.0	3403740570.5	1.0	6.747574000016322e-05	7e-05	4.021108464574298e-05	0.01346706759999472	0.01207	0.009224342179318836
VALTAim	121683734812.5	0.0	121683734812.5	1.0	0.07447628688000282	0.07875	0.020306820687302603	0.11217808694999322	0.11659	0.02472192652484635
OIVD2m	58102419413.5	0.0	58102419413.5	1.0	0.07454377224999624	0.07882	0.020307648960342397	0.12564514803999927	0.13134	0.02327292496109753
ACOAD9m	58102419413.5	0.0	58102419413.5	1.0	0.07454377224999624	0.07882	0.020307648960342397	0.12564514803999927	0.13134	0.02327292496109753
ECOAH12m	58102419413.5	0.0	58102419413.5	1.0	0.07454377224999624	0.07882	0.020307648960342397	0.12564514803999927	0.13134	0.02327292496109753
3HBCOAHLm	58102419413.5	0.0	58102419413.5	1.0	0.07454377224999624	0.07882	0.020307648960342397	0.12564514803999927	0.13134	0.02327292496109753
HIBDm	58102419413.5	0.0	58102419413.5	1.0	0.07454377224999624	0.07882	0.020307648960342397	0.12564514803999927	0.13134	0.02327292496109753
r0643	476426188279.5	0.0	476426188279.5	1.0	0.03096294594999703	0.02738	0.021582458710895838	0.03528464542999768	0.02856	0.02818190215866356
MMSAD1m	237102917004.5	0.0	237102917004.5	1.0	0.018044374569995535	0.01438	0.014518126084790979	0.04387368834999729	0.03895	0.030663740407330806
MMTSADm	315392547869.0	0.0	315392547869.0	1.0	0.025536445669997385	0.02133	0.019678460498262797	0.046486817889998665	0.04061	0.03330018616847455
PCC	207462471532.0	0.0	207462471532.0	1.0	0.01969936768999779	0.01607	0.014505741714282767	0.0479686985299993	0.04295	0.030647437654748606
MMALH	476426188279.5	0.0	476426188279.5	1.0	0.03096294594999703	0.02738	0.021582458710895838	0.03528464542999768	0.02856	0.02818190215866356
MMEm	229483057804.5	0.0	229483057804.5	1.0	0.05066231921000107	0.05057	0.022090300405122353	0.08325334360999795	0.08463	0.03487983412805339
MMMm	51226324795.5	0.0	51226324795.5	1.0	0.0761987740500019	0.08053	0.0204178425753877	0.1297401609400065	0.13542	0.023335418681071324
ILEtmi	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
LEUt5m	240252519592.0	0.0	240252519592.0	1.0	0.0008587136800008142	0.00072	0.0006474059422921279	0.002173541030002175	0.00185	0.0016150810459206893
VALt5m	121683734812.5	0.0	121683734812.5	1.0	0.07447628688000282	0.07875	0.020306820687302603	0.11217808694999322	0.11659	0.02472192652484635
PGCD	278745180475.0	0.0	278745180475.0	1.0	1.199981634470016	0.88791	1.0786434583706144	2.015758833920148	1.95401	1.1174957742207225
PSERT	278745180475.0	0.0	278745180475.0	1.0	1.199981634470016	0.88791	1.0786434583706144	2.015758833920148	1.95401	1.1174957742207225
PSP_L	278745180475.0	0.0	278745180475.0	1.0	1.199981634470016	0.88791	1.0786434583706144	2.015758833920148	1.95401	1.1174957742207225
GHMT2r_f	556651891248.5	1.0	556651891248.5	0.0	38.924251571939706	37.497085	23.811808777521264	33.613149847328565	33.962835	17.714159028343424
SERD_L	154771561007.5	0.0	154771561007.5	1.0	1.9289310019600021	1.66096	1.1316739102811526	4.199581624700105	4.03347	1.9479196353172188
ALATA_L_f	598172372819.0	1.0	598172372819.0	0.0	1.1661937486099627	0.86717	1.0462806393406763	0.7926541677500312	0.59888	0.6765823989119389
r1435	464488471848.5	0.0	464488471848.5	1.0	0.00028693392000037765	0.00025	0.00020605484515552063	0.000332302930000317	0.00027	0.000257594893910449
GLYtm_r	464488471848.5	0.0	464488471848.5	1.0	0.00028693392000037765	0.00025	0.00020605484515552063	0.000332302930000317	0.00027	0.000257594893910449
GHMT2rm	464488471848.5	0.0	464488471848.5	1.0	0.00028693392000037765	0.00025	0.00020605484515552063	0.000332302930000317	0.00027	0.000257594893910449
MLTHFtm_r	428720255964.5	0.0	428720255964.5	1.0	0.0005885284200007699	0.00061	0.00022632076412357086	0.0006588013600007899	0.00067	0.0002883024730738337
r0962	428720255964.5	0.0	428720255964.5	1.0	0.0005885284200007699	0.00061	0.00022632076412357086	0.0006588013600007899	0.00067	0.0002883024730738337
FORtm_r	488141278519.5	7.433508656220983e-186	488141278519.5	1.0	0.000301572830000352	0.00026	0.00021254730410471097	0.0003264806100004061	0.00027	0.0002550547581342442
r0514	428720255964.5	0.0	428720255964.5	1.0	0.0005885284200007699	0.00061	0.00022632076412357086	0.0006588013600007899	0.00067	0.0002883024730738337
DHFRim	428720255964.5	0.0	428720255964.5	1.0	0.0005885284200007699	0.00061	0.00022632076412357086	0.0006588013600007899	0.00067	0.0002883024730738337
FTHFLmi	488141278519.5	7.433508656220983e-186	488141278519.5	1.0	0.000301572830000352	0.00026	0.00021254730410471097	0.0003264806100004061	0.00027	0.0002550547581342442
MTHFCm	488141278519.5	7.433508656220983e-186	488141278519.5	1.0	0.000301572830000352	0.00026	0.00021254730410471097	0.0003264806100004061	0.00027	0.0002550547581342442
MTHFDm	488141278519.5	7.433508656220983e-186	488141278519.5	1.0	0.000301572830000352	0.00026	0.00021254730410471097	0.0003264806100004061	0.00027	0.0002550547581342442
FOLR2	763707994887.5	1.0	763707994887.5	0.0	0.0006733451800006706	0.00068	0.00037803386393303866	0.0003251619900003551	0.00026	0.0002542425585901857
DHFR	295379461064.0	0.0	295379461064.0	1.0	0.0008575869000009945	0.00086	0.00039215561137700673	0.0011529630400013487	0.00112	0.0003013633985966397
FTHFLi	340155941527.0	0.0	340155941527.0	1.0	0.042930341170001704	0.04104	0.018932361494477575	0.05452187745000165	0.0528	0.020437200080891893
FTHFDH	989494291158.5	1.0	989494291158.5	0.0	10.443313904060094	10.79417	1.2042626937598346	5.608330870670082	5.849105	1.648337854736744
MTHFC_f	492737015934.5	4.178967274331672e-71	492737015934.5	1.0	0.1170723424400009	0.11808	0.05814502472521237	0.12761388668000223	0.11372	0.0872443085579536
MTHFD	868335823639.0	1.0	868335823639.0	0.0	56.40442095169085	51.00663	37.073876175897894	14.674648444240445	11.90413	11.751253381878909
MTHFD2i_f	507627797547.5	1.0	507627797547.5	3.328017653056475e-78	45.48585471816019	46.596869999999996	24.032093927771385	45.30782142451044	44.22453	26.27274234685729
ACACT1r	174007820219.5	0.0	174007820219.5	1.0	0.0008693169900007027	0.00069	0.000700845720813522	0.002803352910003034	0.0025	0.0019195175344974438
HMGCOAS	201083181484.5	0.0	201083181484.5	1.0	0.001839317370002039	0.00184	0.0007683146415524406	0.0036451028400041573	0.00338	0.0019033200126748588
HMGCOAR	5268556776.0	0.0	5268556776.0	1.0	0.0034942954000037004	0.00359	0.00032950233248093516	0.007740109529997641	0.00786	0.0015595944365243682
MEVK1	5268556776.0	0.0	5268556776.0	1.0	0.0034942954000037004	0.00359	0.00032950233248093516	0.007740109529997641	0.00786	0.0015595944365243682
PMEVK	5268556776.0	0.0	5268556776.0	1.0	0.0034942954000037004	0.00359	0.00032950233248093516	0.007740109529997641	0.00786	0.0015595944365243682
IPDDI	5272602064.0	0.0	5272602064.0	1.0	0.0011647852800002714	0.0012	0.00010989937203265142	0.0025800410100031337	0.00262	0.000519877790342237
DPMVD	5268556776.0	0.0	5268556776.0	1.0	0.0034942954000037004	0.00359	0.00032950233248093516	0.007740109529997641	0.00786	0.0015595944365243682
DMATT	5272602064.0	0.0	5272602064.0	1.0	0.0011647852800002714	0.0012	0.00010989937203265142	0.0025800410100031337	0.00262	0.000519877790342237
GRTT	5272602064.0	0.0	5272602064.0	1.0	0.0011647852800002714	0.0012	0.00010989937203265142	0.0025800410100031337	0.00262	0.000519877790342237
HMR_1465	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1467	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
SMO	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
LNSTLS	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1477	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1478	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1479	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
C14STR	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1490	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1493	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1494	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
C3STDH1	991156146536.0	1.0	991156146536.0	0.0	0.00024385752000028246	0.00022	0.00015878765491353597	2.077840000005145e-06	0.0	4.057215473133137e-06
HMR_1495	810273324.0	0.0	810273324.0	1.0	0.0003385179800003891	0.00035	0.00015976389874205058	0.0012869794600014976	0.00131	0.00026010647280194096
HMR_1500	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1502	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1503	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1504	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1505	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1509	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
CHLSTI_1	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1516	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
RE2410C	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
DSMSTOLR	5268300310.0	0.0	5268300310.0	1.0	0.0005823242400004278	0.0006	5.4918384211783304e-05	0.001290014820001549	0.00131	0.0002599438407638838
ACCOAC	256066143993.0	0.0	256066143993.0	1.0	4.260803812080025	3.19696	3.7505861474612767	7.427450172910453	6.906915	3.959970597920902
FASN	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
MCAT	256066143993.0	0.0	256066143993.0	1.0	4.260803812080025	3.19696	3.7505861474612767	7.427450172910453	6.906915	3.959970597920902
AcetoacetylACPsynthesis	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0691	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0681	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0682	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0760	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0761	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0762	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0763	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0764	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0694	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0695	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0765	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0766	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0692	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0693	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0767	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0768	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0769	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0770	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0712	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0713	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0701	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0702	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0771	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0772	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0696	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0697	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
r0773	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
FA160ACPH	256066137482.0	0.0	256066137482.0	1.0	0.6086862544499931	0.45671	0.5357980173211884	1.0610643108700084	0.9867	0.5657100810893348
TMLYStd_r	218542731209.0	0.0	218542731209.0	1.0	0.8041332015299965	0.8774	0.3519223500286165	2.2450199159800377	1.96926	1.5620938707500804
TMLYSOX	218542731209.0	0.0	218542731209.0	1.0	0.8041332015299965	0.8774	0.3519223500286165	2.2450199159800377	1.96926	1.5620938707500804
GHMT3	218542731209.0	0.0	218542731209.0	1.0	0.8041332015299965	0.8774	0.3519223500286165	2.2450199159800377	1.96926	1.5620938707500804
TMABADH	218542731209.0	0.0	218542731209.0	1.0	0.8041332015299965	0.8774	0.3519223500286165	2.2450199159800377	1.96926	1.5620938707500804
BBHOX	218542731209.0	0.0	218542731209.0	1.0	0.8041332015299965	0.8774	0.3519223500286165	2.2450199159800377	1.96926	1.5620938707500804
SUCFUMtm_r	218542731851.0	0.0	218542731851.0	1.0	1.6082664022499562	1.7548	0.703844699671873	4.490039821409759	3.9385250000000003	3.1241877362176647
palmitateActivation	3000000.0	0.0	3000000.0	1.0	0.0	0.0	0.0	0.5289569874300002	0.43228	0.41737357314974943
carnitineAcylTransferaseI	3000000.0	0.0	3000000.0	1.0	0.0	0.0	0.0	0.5289569874300002	0.43228	0.41737357314974943
CARN160t_m	3000000.0	0.0	3000000.0	1.0	0.0	0.0	0.0	0.5289569874300002	0.43228	0.41737357314974943
carnitineAcylTransferaseII	3000000.0	0.0	3000000.0	1.0	0.0	0.0	0.0	0.5289569874300002	0.43228	0.41737357314974943
betaOxidation	3000000.0	0.0	3000000.0	1.0	0.0	0.0	0.0	0.5289569874300002	0.43228	0.41737357314974943
Biomass	5267901956.0	0.0	5267901956.0	1.0	0.028546872400016323	0.0293	0.002691912837315934	0.06323310698000006	0.06419	0.012741161549790632
GLCt1_r	2293914.0	0.0	2293914.0	1.0	0.10077604701000292	0.10296	0.014835836377737189	2.087899746050084	2.11178	0.5714214748972337
O2t_r	540026025928.0	1.0	540026025928.0	0.0	64.34412954868917	64.4091	6.482967395750544	63.279890278136776	63.585665	6.370126201928446
GLNt_r	117156820464.0	0.0	117156820464.0	1.0	0.19990254498999255	0.20585	0.0253831228429967	0.30934404882999256	0.31249	0.08481765041327935
r0963_r	687597651252.0	1.0	687597651252.0	0.0	0.0012618705800014928	0.00126	0.0004541839431483661	0.000983972390001566	0.00104	0.00022998443797471905
THBPTt_r	270845658678.5	0.0	270845658678.5	1.0	0.0027065831300031023	0.00261	0.0016925977869494883	0.005235263890001706	0.00486	0.003286687270835626
ARGt5r_r	846295357504.0	1.0	846295357504.0	0.0	0.08879581096999549	0.0917	0.011830597347199844	0.07503247945000088	0.07698	0.006920769475908218
PHEtec_r	16663952104.0	0.0	16663952104.0	1.0	0.01011351958999733	0.00997	0.0019170838952960558	0.021642107000005763	0.02149	0.0052834904567743
ILEtec_r	5267785862.0	0.0	5267785862.0	1.0	0.008166632669998002	0.00838	0.0007701006551388931	0.018089601020002562	0.01836	0.0036449618501921584
LEUtec_r	3427218809.5	0.0	3427218809.5	1.0	0.016456297049999978	0.01678	0.0016599315939616118	0.038565659119996966	0.0392	0.0076804050125103855
VALtec_r	29432313306.5	0.0	29432313306.5	1.0	0.08460959655000033	0.08889	0.020355403750735846	0.1479415838999936	0.15341	0.02365048532904825
METtec_r	93727605628.0	0.0	93727605628.0	1.0	0.0072244576499978725	0.00712	0.0018663964803576603	0.011140329249997997	0.01127	0.002186361619236914
r2526_r	157445337236.5	0.0	157445337236.5	1.0	0.07127744741999666	0.07479	0.012099593807955583	0.10465248605999813	0.11111	0.028079090638899105
GLYt4_r	426614452942.5	0.0	426614452942.5	1.0	0.03557497027000083	0.03768	0.01703077419255508	0.04351758983999689	0.04122	0.026763047051215946
r2532_r	999893500000.0	1.0	999893500000.0	0.0	0.006771673389995639	0.00688	0.003495948923242468	0.0	0.0	0.0
PROPAT4te_r	999721000000.0	1.0	999721000000.0	0.0	0.004579413600001255	0.00422	0.0029554377576165125	0.0	0.0	0.0
HDCAt	945757000000.0	1.0	945757000000.0	0.0	3.0817109999798875e-05	3e-05	2.345806858056262e-05	0.0	0.0	0.0
CRNt	218542731209.0	0.0	218542731209.0	1.0	0.8041332015299965	0.8774	0.3519223500286165	2.2450199159800377	1.96926	1.5620938707500804
GTHRDt2_r	461260338079.0	0.0	461260338079.0	1.0	0.8436952776299743	0.6621	0.6993485506295336	0.9379628029000008	0.769315	0.7337334810489028
DmLact	1629102.5	0.0	1629102.5	1.0	0.071200648019993	0.07344	0.008783480628157281	3.3977873526800133	3.43646	0.9308277177739893
