Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_SKBR3	median_SKBR3	std_SKBR3	mean_MCF7	median_MCF7	std_MCF7
ASPTAm	9994.0	1.0	9994.0	1.5339735265552832e-34	28.448550000000004	33.78097	8.617415387482971	4.1531157	4.662845000000001	2.0288716588431805
ASPGLUm	9993.0	1.0	9993.0	1.5807004562237417e-34	28.296328799999998	33.62945	8.66664926048675	4.1490198	4.659685	2.0285351219746746
ASPT	7314.0	0.9999999922191686	7314.0	7.89229407615544e-09	0.47972729999999997	0.624355	0.3386284068637193	0.0923828	0.08781	0.057774028523885954
CBPSam	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
OCBTm	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ORNt4m	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ARGSS	4464.0	0.0953628632727741	4464.0	0.9050506140287151	0.18358210000000003	0.07521	0.2243233756909967	0.3424497	0.08924	0.5913927279188192
ARGSL	4464.0	0.0953628632727741	4464.0	0.9050506140287151	0.18358210000000003	0.07521	0.2243233756909967	0.3424497	0.08924	0.5913927279188192
ARGN	0.0	1.280278276372825e-34	0.0	1.0	0.04488099999999998	0.03344	0.02427784572257788	0.1719982	0.17602	0.029140309454621635
ORNDC	0.0	1.280711066965257e-34	0.0	1.0	0.06613269999999999	0.061130000000000004	0.011783695622993388	0.2374899	0.23674499999999998	0.01373102713020789
SPMS	10000.0	1.0	10000.0	1.2774686058107716e-34	0.049282599999999996	0.042179999999999995	0.023380017826677497	0.0026087000000000003	0.002495	0.0007043295472370239
SPRMS	10000.0	1.0	10000.0	1.275886312390835e-34	0.04645729999999999	0.039944999999999994	0.02516682355379556	0.0023032	0.00214	0.0007676711206597193
ADMDC	10000.0	1.0	10000.0	1.2790528093701405e-34	0.09574050000000002	0.082675	0.048530578663395725	0.0049121	0.004645	0.001462456971654002
MTAP	10000.0	1.0	10000.0	1.2790528093701405e-34	0.09574050000000002	0.082675	0.048530578663395725	0.0049121	0.004645	0.001462456971654002
ADPT	10000.0	1.0	10000.0	1.2790528093701405e-34	0.09574050000000002	0.082675	0.048530578663395725	0.0049121	0.004645	0.001462456971654002
MTRI	10000.0	1.0	10000.0	1.2790528093701405e-34	0.09574050000000002	0.082675	0.048530578663395725	0.0049121	0.004645	0.001462456971654002
MDRPD	10000.0	1.0	10000.0	1.2790528093701405e-34	0.09574050000000002	0.082675	0.048530578663395725	0.0049121	0.004645	0.001462456971654002
DKMPPD	10000.0	1.0	10000.0	1.2790528093701405e-34	0.09574050000000002	0.082675	0.048530578663395725	0.0049121	0.004645	0.001462456971654002
SPMDtex2	8262.0	0.9999999999999993	8262.0	7.28942087954098e-16	0.0028253	0.00396	0.002186695516716555	0.00030539999999999994	0.0003	0.0001794009110029458
SPRMti	10000.0	1.0	10000.0	1.275886312390835e-34	0.04645729999999999	0.039944999999999994	0.02516682355379556	0.0023032	0.00214	0.0007676711206597193
GLYAMDTRc	519.5	3.456486343339759e-28	519.5	1.0	0.021250999999999992	0.02364	0.014605277066246234	0.06549179999999999	0.058565	0.027674359586907414
ARGDr	4464.0	0.0953628632727741	4464.0	0.9050506140287151	0.18358210000000003	0.07521	0.2243233756909967	0.3424497	0.08924	0.5913927279188192
r0074_f	665.0	1.6380421041095192e-26	665.0	1.0	0.008895499999999999	0.009445	0.007225414653789215	0.0569485	0.06375	0.02022715023966999
r0074_b	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
GLU5SAtmc_f	665.0	1.6380421041095192e-26	665.0	1.0	0.008895499999999999	0.009445	0.007225414653789215	0.0569485	0.06375	0.02022715023966999
GLU5SAtmc_b	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
G5SADs_f	665.0	1.6380421041095192e-26	665.0	1.0	0.008895499999999999	0.009445	0.007225414653789215	0.0569485	0.06375	0.02022715023966999
G5SADs_b	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
PRO1x	870.5	3.0878099690895955e-24	870.5	1.0	0.007334099999999999	0.007725	0.00592568967899241	0.051799599999999994	0.055995	0.020202972224578012
P5CR	2668.5	6.029673412442086e-09	2668.5	0.9999999940561847	0.0015605	0.001395	0.001340061339618226	0.0051489	0.00312	0.0042851927092670584
PROD2	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EXRiboflavin	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
RBFK	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
FMNAT	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
TransportFAD	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ASNS1	6401.0	0.999691931518278	6401.0	0.00031085028092359964	3.9272099000000007	3.717625	3.4874859216136667	1.2429813	0.7676799999999999	1.1965865573031043
ASNN	6444.0	0.9997918076732693	6444.0	0.00021012309693015354	3.9211840999999996	3.71127	3.4835981474082875	1.2044035999999998	0.72112	1.1932919575699195
METS	6124.0	0.9969982558734	6124.0	0.0030241860927597503	7.229677599999999	5.28242	6.113583105596306	3.9918271	3.1639999999999997	2.735114646600961
METAT	6154.0	0.9976054873688304	6154.0	0.0024128132119657303	7.3267056	5.350965	6.160127542436724	4.012340200000001	3.18086	2.7400377599587857
HMR_3915	6136.0	0.9972560937904941	6136.0	0.0027646029766558063	7.224729999999998	5.27703	6.1171442099028095	3.9635632	3.1286899999999997	2.7356321649739685
AHCi	6108.0	0.9966205595779859	6108.0	0.003404406939518467	7.2309659	5.2841450000000005	6.112804498286438	4.007428	3.17654	2.7390201426149656
ADNK1	6108.0	0.9966205595779859	6108.0	0.003404406939518467	7.2309659	5.2841450000000005	6.112804498286438	4.007428	3.17654	2.7390201426149656
CYSTS	0.0	1.224037162866369e-34	0.0	1.0	0.0012885	0.00178	0.0008317844697037834	0.015599999999999998	0.01531	0.006082850541240571
CYSTGL	0.0	1.224037162866369e-34	0.0	1.0	0.0012885	0.00178	0.0008317844697037834	0.015599999999999998	0.01531	0.006082850541240571
MTHFR3	1206.5	9.491175450641132e-21	1206.5	1.0	0.0057449	0.00477	0.004943833725874172	0.028404	0.028655	0.017165385359654894
MetSynthesis	8885.0	1.0	8885.0	1.1388527822327767e-21	0.035910899999999996	0.037755	0.026145223605156573	0.004303	0.003875	0.0016114235503385998
UNK3	9673.5	1.0	9673.5	1.6536668852222485e-30	0.05982889999999999	0.017305	0.06840977089073777	0.0006081999999999999	0.00038	0.00040998492211743147
5MTHFt	10000.0	1.0	10000.0	1.0345202489706518e-34	0.0007977999999999999	0.000645	0.00030338354562760284	0.000141	0.00015	4.5604802157206875e-05
ILETA	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
3MOPt2im	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ILETAm	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
LEUTA	831.0	8.04242938461901e-25	831.0	1.0	0.0001508	5e-05	0.00019277704712695933	0.0012756999999999998	0.001575	0.0006262043023509406
4MOPt2im	831.0	8.04242938461901e-25	831.0	1.0	0.0001508	5e-05	0.00019277704712695933	0.0012756999999999998	0.001575	0.0006262043023509406
LEUTAm	596.0	2.421399989365862e-27	596.0	1.0	0.0005084	0.00038	0.00042890916370144237	0.0066668000000000005	0.007634999999999999	0.002747508285297385
OIVD1m	596.0	2.545086724070241e-27	596.0	1.0	0.0006599999999999999	0.00084	0.0005365301915686072	0.0079423	0.009065	0.003256322786658148
ACOAD8m	596.0	2.545086724070241e-27	596.0	1.0	0.0006599999999999999	0.00084	0.0005365301915686072	0.0079423	0.009065	0.003256322786658148
MCCCrm	596.0	2.545086724070241e-27	596.0	1.0	0.0006599999999999999	0.00084	0.0005365301915686072	0.0079423	0.009065	0.003256322786658148
MGCHrm	596.0	2.545086724070241e-27	596.0	1.0	0.0006599999999999999	0.00084	0.0005365301915686072	0.0079423	0.009065	0.003256322786658148
HMGCOAtm	596.0	2.5378415753627106e-27	596.0	1.0	0.0006629	0.00084	0.0005385582980551321	0.0079423	0.009065	0.003256322786658148
VALTA	4983.5	0.48440735320113776	4983.5	0.5165666433339423	0.0208482	0.020139999999999998	0.008958961021561518	0.020467299999999997	0.020595000000000002	0.0016809087579417428
3MOBt2im	4983.5	0.48440735320113776	4983.5	0.5165666433339423	0.0208482	0.020139999999999998	0.008958961021561518	0.020467299999999997	0.020595000000000002	0.0016809087579417428
VALTAim	9136.0	1.0	9136.0	2.6337628951437942e-24	0.1207855	0.11996000000000001	0.01406656989590439	0.04617879999999999	0.038610000000000005	0.04158458825530964
OIVD2m	9195.0	1.0	9195.0	5.990706649094138e-25	0.14163340000000002	0.14750000000000002	0.012289345489718183	0.06664619999999999	0.06089	0.04102663866762224
ACOAD9m	9195.0	1.0	9195.0	5.990706649094138e-25	0.14163340000000002	0.14750000000000002	0.012289345489718183	0.06664619999999999	0.06089	0.04102663866762224
ECOAH12m	9195.0	1.0	9195.0	5.990706649094138e-25	0.14163340000000002	0.14750000000000002	0.012289345489718183	0.06664619999999999	0.06089	0.04102663866762224
3HBCOAHLm	9195.0	1.0	9195.0	5.990706649094138e-25	0.14163340000000002	0.14750000000000002	0.012289345489718183	0.06664619999999999	0.06089	0.04102663866762224
HIBDm	9195.0	1.0	9195.0	5.990706649094138e-25	0.14163340000000002	0.14750000000000002	0.012289345489718183	0.06664619999999999	0.06089	0.04102663866762224
r0643	6531.5	0.9999092172575037	6531.5	9.167000052103765e-05	0.010211899999999998	0.00987	0.008501875217392997	0.008826699999999998	0.0017599999999999998	0.015300332607132726
MMSAD1m	8109.0	0.999999999999985	8109.0	1.5294338043901345e-14	0.0054008	0.00377	0.005464624651873044	0.0012383999999999997	0.001015	0.0009205528861296433
MMTSADm	9516.0	1.0	9516.0	1.322104909343871e-28	0.1260209	0.12445	0.02013691514872799	0.056581	0.052360000000000004	0.030855314572594095
PCC	2964.0	3.2842688562594084e-07	2964.0	0.9999996756898287	0.0060639000000000005	0.004580000000000001	0.005726374722688559	0.0091813	0.01045	0.0036704277280816618
MMALH	6531.5	0.9999092172575037	6531.5	9.167000052103765e-05	0.010211899999999998	0.00987	0.008501875217392997	0.008826699999999998	0.0017599999999999998	0.015300332607132726
MMEm	5367.5	0.8157196984176208	5367.5	0.1849316540438632	0.0162766	0.018635	0.011608825728206915	0.0180076	0.014180000000000002	0.015550714759629332
MMMm	9105.0	1.0	9105.0	5.68771317798792e-24	0.14229650000000002	0.14838	0.012042500862370825	0.0745885	0.0698	0.04195948195593102
ILEtmi	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
LEUt5m	596.0	2.421399989365862e-27	596.0	1.0	0.0005084	0.00038	0.00042890916370144237	0.0066668000000000005	0.007634999999999999	0.002747508285297385
VALt5m	9136.0	1.0	9136.0	2.6337628951437942e-24	0.1207855	0.11996000000000001	0.01406656989590439	0.04617879999999999	0.038610000000000005	0.04158458825530964
PGCD	7457.0	0.9999999990411591	7457.0	9.733861894857433e-10	1.1264663	1.3613650000000002	0.8384435999061269	0.1476511	0.17292	0.08872121258991134
PSERT	7457.0	0.9999999990411591	7457.0	9.733861894857433e-10	1.1264663	1.3613650000000002	0.8384435999061269	0.1476511	0.17292	0.08872121258991134
PSP_L	7457.0	0.9999999990411591	7457.0	9.733861894857433e-10	1.1264663	1.3613650000000002	0.8384435999061269	0.1476511	0.17292	0.08872121258991134
GHMT2r_f	1390.0	5.753107084192725e-19	1390.0	1.0	34.8514809	25.783645	18.394707267706554	67.3707914	70.52087499999999	21.353401855810972
SERD_L	10000.0	1.0	10000.0	1.2810718345817004e-34	4.3165116	4.113049999999999	1.0437968335479308	0.152264	0.1509	0.07341033226207523
ALATA_L_f	6686.0	0.9999811200265835	6686.0	1.9081234053118452e-05	1.0622725999999998	1.1158299999999999	0.827053295882155	0.34788539999999996	0.37075	0.17612946621600645
r1435	10000.0	1.0	10000.0	5.123370560577409e-35	0.0006103	0.00034	0.0004228820190315522	1.8000000000000004e-05	2e-05	9.847319278346619e-06
GLYtm_r	10000.0	1.0	10000.0	5.123370560577409e-35	0.0006103	0.00034	0.0004228820190315522	1.8000000000000004e-05	2e-05	9.847319278346619e-06
GHMT2rm	10000.0	1.0	10000.0	5.123370560577409e-35	0.0006103	0.00034	0.0004228820190315522	1.8000000000000004e-05	2e-05	9.847319278346619e-06
MLTHFtm_r	10000.0	1.0	10000.0	1.0948956309360966e-34	0.0006891	0.0005	0.000372851677932893	0.00010070000000000001	0.000105	3.565420342992145e-05
r0962	10000.0	1.0	10000.0	1.0948956309360966e-34	0.0006891	0.0005	0.000372851677932893	0.00010070000000000001	0.000105	3.565420342992145e-05
FORtm_r	3986.0	0.006504022285726567	3986.0	0.9935405916153228	7.73e-05	5e-05	8.2423579542789e-05	8.409999999999998e-05	8.5e-05	3.470205070643986e-05
r0514	10000.0	1.0	10000.0	1.0948956309360966e-34	0.0006891	0.0005	0.000372851677932893	0.00010070000000000001	0.000105	3.565420342992145e-05
DHFRim	10000.0	1.0	10000.0	1.0948956309360966e-34	0.0006891	0.0005	0.000372851677932893	0.00010070000000000001	0.000105	3.565420342992145e-05
FTHFLmi	3986.0	0.006504022285726567	3986.0	0.9935405916153228	7.73e-05	5e-05	8.2423579542789e-05	8.409999999999998e-05	8.5e-05	3.470205070643986e-05
MTHFCm	3986.0	0.006504022285726567	3986.0	0.9935405916153228	7.73e-05	5e-05	8.2423579542789e-05	8.409999999999998e-05	8.5e-05	3.470205070643986e-05
MTHFDm	3986.0	0.006504022285726567	3986.0	0.9935405916153228	7.73e-05	5e-05	8.2423579542789e-05	8.409999999999998e-05	8.5e-05	3.470205070643986e-05
FOLR2	7095.0	0.9999998609749764	7095.0	1.4084982331727232e-07	0.00010930000000000003	0.00012	8.413859417831408e-05	3.9699999999999996e-05	5e-05	2.2268109189347147e-05
DHFR	785.5	3.517449646770218e-25	785.5	1.0	0.00039240000000000005	0.000445	0.00029069446628250895	0.0018469000000000003	0.00208	0.0006573249968738078
FTHFLi	10000.0	1.0	10000.0	1.2801340444825107e-34	0.10933530000000001	0.096525	0.04879401895486451	0.0390388	0.038965	0.002075903736504254
FTHFDH	6362.0	0.9995643915737985	6362.0	0.0004394456933750853	4.737156199999999	5.228154999999999	1.3184016685624462	4.4142175	4.37582	0.4345741772983007
MTHFC_f	854.0	2.0525460600754977e-24	854.0	1.0	0.18368320000000005	0.124805	0.10693287516791442	0.4799101	0.504505	0.14930052522788803
MTHFD	1559.0	2.1125062803209208e-17	1559.0	1.0	23.261204499999998	8.336030000000001	23.406710939649678	56.726414000000005	55.696925	6.006556895184031
MTHFD2i_f	2185.0	3.0580640649884124e-12	2185.0	0.999999999996994	53.38070390000001	38.273035	28.953375799770203	91.96373790000001	93.996145	28.904255752035258
ACACT1r	714.0	5.798294395996574e-26	714.0	1.0	0.001652	0.001725	0.0014671445502448391	0.008909799999999999	0.00964	0.003518509492740506
HMGCOAS	740.0	1.1294578950385123e-25	740.0	1.0	0.0019768000000000003	0.00205	0.0017233704819863366	0.008956800000000001	0.009695	0.0035333721781741234
HMGCOAR	668.5	1.7850634210310626e-26	668.5	1.0	0.0026398	0.002805	0.002144240102265046	0.0168992	0.01892	0.0060029127071528346
MEVK1	668.5	1.7850634210310626e-26	668.5	1.0	0.0026398	0.002805	0.002144240102265046	0.0168992	0.01892	0.0060029127071528346
PMEVK	668.5	1.7850634210310626e-26	668.5	1.0	0.0026398	0.002805	0.002144240102265046	0.0168992	0.01892	0.0060029127071528346
IPDDI	662.0	1.4811179315696324e-26	662.0	1.0	0.0008795	0.0009350000000000001	0.0007149364243826796	0.0056328	0.006305	0.0020010714705634655
DPMVD	668.5	1.7850634210310626e-26	668.5	1.0	0.0026398	0.002805	0.002144240102265046	0.0168992	0.01892	0.0060029127071528346
DMATT	662.0	1.4811179315696324e-26	662.0	1.0	0.0008795	0.0009350000000000001	0.0007149364243826796	0.0056328	0.006305	0.0020010714705634655
GRTT	662.0	1.4811179315696324e-26	662.0	1.0	0.0008795	0.0009350000000000001	0.0007149364243826796	0.0056328	0.006305	0.0020010714705634655
HMR_1465	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1467	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
SMO	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
LNSTLS	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1477	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1478	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1479	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
C14STR	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1490	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1493	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1494	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
C3STDH1	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
HMR_1495	654.5	1.181145370935125e-26	654.5	1.0	0.0004399	0.00047	0.00035748135502697086	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1500	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1502	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1503	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1504	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1505	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1509	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
CHLSTI_1	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1516	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
RE2410C	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
DSMSTOLR	654.5	1.1810949146905957e-26	654.5	1.0	0.0004402	0.00047	0.00035755900833910536	0.0028161999999999996	0.00315	0.0010008186346156527
ACCOAC	0.0	1.2810718345817004e-34	0.0	1.0	14.368401	8.58587	9.622098716733404	46.2545588	45.17116	4.4737312458015595
FASN	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
MCAT	0.0	1.2810718345817004e-34	0.0	1.0	14.368401	8.58587	9.622098716733404	46.2545588	45.17116	4.4737312458015595
AcetoacetylACPsynthesis	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0691	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0681	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0682	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0760	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0761	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0762	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0763	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0764	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0694	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0695	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0765	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0766	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0692	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0693	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0767	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0768	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0769	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0770	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0712	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0713	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0701	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0702	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0771	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0772	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0696	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0697	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
r0773	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
FA160ACPH	0.0	1.2810718345817004e-34	0.0	1.0	2.0526289	1.22655	1.3745855803972888	6.607793700000001	6.453025	0.6391042080117241
TMLYStd_r	10000.0	1.0	10000.0	2.8200076051853168e-39	3.1862990999999994	2.21916	1.6480600260993088	0.0	0.0	0.0
TMLYSOX	10000.0	1.0	10000.0	2.8200076051853168e-39	3.1862990999999994	2.21916	1.6480600260993088	0.0	0.0	0.0
GHMT3	10000.0	1.0	10000.0	2.8200076051853168e-39	3.1862990999999994	2.21916	1.6480600260993088	0.0	0.0	0.0
TMABADH	10000.0	1.0	10000.0	2.8200076051853168e-39	3.1862990999999994	2.21916	1.6480600260993088	0.0	0.0	0.0
BBHOX	10000.0	1.0	10000.0	2.8200076051853168e-39	3.1862990999999994	2.21916	1.6480600260993088	0.0	0.0	0.0
SUCFUMtm_r	10000.0	1.0	10000.0	2.8200076051853168e-39	6.3725999	4.438325	3.296119133176762	0.0	0.0	0.0
palmitateActivation	9843.0	1.0	9843.0	1.327785237876752e-32	0.7436701999999998	0.26205999999999996	0.7639437431307665	0.0211136	0.021905	0.016779613684287827
carnitineAcylTransferaseI	9843.0	1.0	9843.0	1.327785237876752e-32	0.7436701999999998	0.26205999999999996	0.7639437431307665	0.0211136	0.021905	0.016779613684287827
CARN160t_m	9843.0	1.0	9843.0	1.327785237876752e-32	0.7436701999999998	0.26205999999999996	0.7639437431307665	0.0211136	0.021905	0.016779613684287827
carnitineAcylTransferaseII	9843.0	1.0	9843.0	1.327785237876752e-32	0.7436701999999998	0.26205999999999996	0.7639437431307665	0.0211136	0.021905	0.016779613684287827
betaOxidation	9843.0	1.0	9843.0	1.327785237876752e-32	0.7436701999999998	0.26205999999999996	0.7639437431307665	0.0211136	0.021905	0.016779613684287827
Biomass	666.0	1.6835032095516793e-26	666.0	1.0	0.0215648	0.02289	0.017517721559793805	0.1380619	0.154555	0.04903743617746126
GLCt1_r	5278.0	0.7519009136000113	5278.0	0.24887303392039034	1.9906289000000004	2.67177	1.2015619103541562	2.4785441	2.381415	0.3172309394743645
O2t_r	2474.0	3.397725346230364e-10	2474.0	0.9999999996654393	56.78990789999999	49.17652	15.23068943105303	77.409233	74.82208499999999	10.75098190524738
GLNt_r	0.0	1.2810718345817004e-34	0.0	1.0	0.2978649	0.39707000000000003	0.1677378396591695	1.0760665	1.033475	0.13946176878368038
r0963_r	10000.0	1.0	10000.0	1.0345202489706518e-34	0.0007977999999999999	0.000645	0.00030338354562760284	0.000141	0.00015	4.5604802157206875e-05
THBPTt_r	795.5	4.603272654031068e-25	795.5	1.0	0.0005962	0.00051	0.0005158689442840766	0.014254	0.01482	0.005681341248669929
ARGt5r_r	0.0	1.2795572750790226e-34	0.0	1.0	0.0738799	0.07230500000000001	0.006406235046003734	0.2870898	0.28865	0.018972381999830035
PHEtec_r	666.5	1.7033742059105183e-26	666.5	1.0	0.006190299999999999	0.00659	0.004882313877453988	0.0500763	0.05532	0.0179696131645294
ILEtec_r	665.0	1.6378335796841112e-26	665.0	1.0	0.0061689	0.00655	0.005011949941102885	0.03949630000000001	0.044215000000000004	0.014028763860891183
LEUtec_r	637.0	7.88055190515007e-27	637.0	1.0	0.0124247	0.012844999999999999	0.01000551589844019	0.0832615	0.09323000000000001	0.02963906064484991
VALtec_r	8222.5	0.9999999999999983	8222.5	1.7365381487117712e-15	0.14923779999999998	0.151215	0.012106426257458173	0.1153275	0.114745	0.05068490252720152
METtec_r	0.0	1.2776845210416705e-34	0.0	1.0	0.0045881	0.00519	0.003394955763535607	0.0367268	0.03690499999999999	0.0046979838529765386
r2526_r	529.5	4.524997736098112e-28	529.5	1.0	0.1326087	0.131295	0.008166165680984739	0.19891709999999999	0.18655500000000003	0.04715839452667291
