Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_SKBR3	std_SKBR3	mean_MDAMB231	std_MDAMB231	result	meanRatio	meanRatio_log
ASPCT	-8.976496252242953	0.0004261769296898	-8.976496252242953	0.9995738230703102	20.18209	5.295346328787192	75.18029	6.858381839418589	-1.0	0.2684492172083933	-1.8972788968476026
DHORTS	-8.976496252242953	0.0004261769296898	-8.976496252242953	0.9995738230703102	20.18209	5.295346328787192	75.18029	6.858381839418589	-1.0	0.2684492172083933	-1.8972788968476026
DHORD9	9.290520066752752	0.9996266292150668	9.290520066752752	0.0003733707849332	13.813253333333334	0.5075141397263943	9.305356666666666	0.4618397535461364	1.0	1.484441040590599	0.5699197931313987
ORPT	-5.174185604635444	0.0033164105846064	-5.174185604635444	0.9966835894153936	17.597763333333333	1.925944862092948	30.3569	2.907279870979055	-1.0	0.5796956650163005	-0.7866323977566858
OMPDC	-5.174185604635444	0.0033164105846064	-5.174185604635444	0.9966835894153936	17.597763333333333	1.925944862092948	30.3569	2.907279870979055	-1.0	0.5796956650163005	-0.7866323977566858
UMPK	-3.619540504220454	0.0111831576891852	-3.619540504220454	0.9888168423108148	25.24871333333333	4.448842623104975	38.21960666666667	2.4273056710178795	-1.0	0.6606220088432795	-0.5981030605952381
RNDR4	-12.47622160861067	0.0001186898541305	-12.47622160861067	0.9998813101458696	10.058383333333332	1.9337847602449336	69.81535	6.491712159422965	-1.0	0.14407122979879544	-2.795145828567245
TMDS	-7.26211012545653	0.0009547112436899	-7.26211012545653	0.99904528875631	14.164636666666668	2.0840669649563144	35.41048333333333	3.5741630029638465	-1.0	0.4000125198328744	-1.321882939842024
URIDK2r	-14.729892400072762	6.181518784510422e-05	-14.729892400072762	0.9999381848121548	37.585366666666665	5.203366353495484	119.62205	5.912820178854303	-1.0	0.3142009910937546	-1.6702403635111738
NDPK2	6.916967965079782	0.9988538464744384	6.916967965079782	0.0011461535255617	469.45688	64.80213093265837	143.22001333333336	15.802079192891744	1.0	3.2778720590353245	1.7127595446760997
NDPK3_f	6.916967965079782	0.9988538464744384	6.916967965079782	0.0011461535255617	469.45688	64.80213093265837	143.22001333333336	15.802079192891744	1.0	3.2778720590353245	1.7127595446760997
NDPK3_b	6.916967965079782	0.9988538464744384	6.916967965079782	0.0011461535255617	469.45688	64.80213093265837	143.22001333333336	15.802079192891744	1.0	3.2778720590353245	1.7127595446760997
CYTK1_r	-3.619540504220454	0.0111831576891852	-3.619540504220454	0.9888168423108148	25.24871333333333	4.448842623104975	38.21960666666667	2.4273056710178795	-1.0	0.6606220088432795	-0.5981030605952381
CTPS1	-3.1124359478136823	0.0178937128681408	-3.1124359478136823	0.9821062871318592	25.827736666666667	0.2500828984334762	30.108923333333333	1.929122567495965	-1.0	0.8578100379322763	-0.22126989666816624
RNDR3	-12.47622160861067	0.0001186898541305	-12.47622160861067	0.9998813101458696	10.058383333333332	1.9337847602449336	69.81535	6.491712159422965	-1.0	0.14407122979879544	-2.795145828567245
GDHm	-11.84352090398106	0.0001454902169193	-11.84352090398106	0.9998545097830808	31.73535	3.629765399205115	95.15072666666669	6.645658467633004	-1.0	0.3335271427949858	-1.5841239206370608
GLUDym_f	-11.84352090398106	0.0001454902169193	-11.84352090398106	0.9998545097830808	31.73535	3.629765399205115	95.15072666666669	6.645658467633004	-1.0	0.3335271427949858	-1.5841239206370608
GLUDym_b	-11.84352090398106	0.0001454902169193	-11.84352090398106	0.9998545097830808	31.73535	3.629765399205115	95.15072666666669	6.645658467633004	-1.0	0.3335271427949858	-1.5841239206370608
ASPTA_f	-4.411586203686399	0.0057931642293162	-4.411586203686399	0.9942068357706836	23.68499333333333	2.504457799422638	32.36110333333333	1.2096403125539248	-1.0	0.7318969656061376	-0.4502875306289231
ASPTA_b	-4.411586203686399	0.0057931642293162	-4.411586203686399	0.9942068357706836	23.68499333333333	2.504457799422638	32.36110333333333	1.2096403125539248	-1.0	0.7318969656061376	-0.4502875306289231
ASPTAm	3.7418249784453512	0.9899554093932824	3.7418249784453512	0.0100445906067175	134.01264999999998	7.179267147910477	111.07462	4.859643613867172	1.0	1.2065100920444292	0.27083998325491304
ASPGLUm	-8.19765232856456	0.0006032015429914	-8.19765232856456	0.9993967984570086	4.364313333333333	0.5305013443484905	7.967276666666667	0.3238969369345065	-1.0	0.5477798143489431	-0.8683319910843732
ASPT	0.7501937044666452	0.752572556537366	0.7501937044666452	0.247427443462634	77.67360333333333	8.47427954402549	72.1151	6.163255469219713	0.0	1.077078217090919	0.10712302175933076
CBPSam	5.727851726317084	0.9977002345876718	5.727851726317084	0.0022997654123281	13.616013333333331	3.0333259238920496	1.3262266666666669	0.0793371751170632	1.0	10.266731679853617	3.3599050808563926
OCBTm					0.0	0.0	0.0	0.0	0.0		
ORNt4m	-17.711109817505857	2.985135755887609e-05	-17.711109817505857	0.999970148642441	3.11287	0.0429987627728984	11.15072	0.6403719152700768	-1.0	0.27916313924123287	-1.840819634516711
ARGSS	11.124010094583854	0.9998142053803152	11.124010094583854	0.0001857946196848	65.43996	7.696032499883731	4.719919999999999	0.600669458021631	1.0	13.864633298869474	3.7933375544022505
ARGSL	0.2176495573424596	0.5808229788076968	0.2176495573424596	0.4191770211923031	8.601516666666667	0.468288139669964	8.504593333333334	0.4210973937490261	0.0	1.0113965864720946	0.01634881439838882
ARGN	1.0742023911981853	0.8283933050780568	1.0742023911981853	0.1716066949219432	0.1829933333333333	0.0838305920028932	0.1042866666666666	0.0609046694068324	0.0	1.754714568816724	0.8112363731835128
ORNDC	-8.457021266230294	0.0005355705093141	-8.457021266230294	0.9994644294906858	111.08134	2.6904666049342927	275.23858	27.318800694504635	-1.0	0.4035820123763173	-1.3090662198330458
SPMS	5.796425161309057	0.997797727816114	5.796425161309057	0.0022022721838859	540.0183699999999	73.73487869909238	230.19415	16.648362521679623	1.0	2.3459256892497047	1.2301573145390976
SPRMS	5.586613386197881	0.9974822075705176	5.586613386197881	0.0025177924294823	570.49806	73.45062664108637	273.87308	15.598261512534012	1.0	2.083074612517594	1.058714515413746
ADMDC	-10.178734780331814	0.0002623646087898	-10.178734780331814	0.99973763539121	36.918053333333326	4.346854494016973	90.99706	6.128582042941635	-1.0	0.40570600119754774	-1.301493451860289
MTAP	8.163163892793191	0.9993870270846196	8.163163892793191	0.0006129729153804	3.131686666666667	0.5412443354797247	0.00745	0.0030824124751023	1.0	420.36062639821034	8.71548373357464
ADPT	9.37326742595484	0.999639171192044	9.37326742595484	0.000360828807956	775.4159566666667	39.39057285191669	483.67488333333336	19.644060473768896	1.0	1.6031759832612078	0.680932801189743
MTRI					1.0	0.0	1.0	0.0	0.0	1.0	0.0
MDRPD	16.425693955747153	0.9999597866071872	16.425693955747153	4.021339281288437e-05	2.38121	0.0893239993879957	0.3904	0.146289344109542	1.0	6.099410860655737	2.608669900141572
DKMPPD					1.0	0.0	1.0	0.0	0.0	1.0	0.0
SPMDtex2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
SPRMti					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLYAMDTRc	-0.8881476990265827	0.2123212996971634	-0.8881476990265827	0.7876787003028365	0.04536	0.0274857793534523	0.0719566666666666	0.0322193133936084	0.0	0.6303793950062543	-0.6657077161973287
ARGDr					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0074_f	6.7606266296314095	0.9987516366349324	6.7606266296314095	0.0012483633650675	21.04892	4.210137115518528	0.92203	0.0263084587157818	1.0	22.828888430962113	4.512788709413622
r0074_b	6.7606266296314095	0.9987516366349324	6.7606266296314095	0.0012483633650675	21.04892	4.210137115518528	0.92203	0.0263084587157818	1.0	22.828888430962113	4.512788709413622
GLU5SAtmc_f					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLU5SAtmc_b					1.0	0.0	1.0	0.0	0.0	1.0	0.0
G5SADs_f	6.7606266296314095	0.9987516366349324	6.7606266296314095	0.0012483633650675	21.04892	4.210137115518528	0.92203	0.0263084587157818	1.0	22.828888430962113	4.512788709413622
G5SADs_b	6.7606266296314095	0.9987516366349324	6.7606266296314095	0.0012483633650675	21.04892	4.210137115518528	0.92203	0.0263084587157818	1.0	22.828888430962113	4.512788709413622
PRO1x	-4.351605785167507	0.0060708884033074	-4.351605785167507	0.9939291115966924	81.88203666666668	10.677237967577984	132.25738666666666	12.4103384292622	-1.0	0.6191112551848397	-0.6917294077727326
P5CR	-4.351605785167507	0.0060708884033074	-4.351605785167507	0.9939291115966924	81.88203666666668	10.677237967577984	132.25738666666666	12.4103384292622	-1.0	0.6191112551848397	-0.6917294077727326
PROD2					0.0	0.0	0.0	0.0	0.0		
EXRiboflavin					1.0	0.0	1.0	0.0	0.0	1.0	0.0
RBFK	-11.236798747649036	0.000178632990453	-11.236798747649036	0.999821367009547	23.92574	2.601608955857893	51.265620000000006	2.2519452124922275	-1.0	0.4667014658166623	-1.0994280963594465
FMNAT	17.494856011828105	0.9999686614490668	17.494856011828105	3.13385509332062e-05	92.38609	4.508393826770981	33.23947666666667	1.5918560154807408	1.0	2.7794086810231566	1.4747779823384337
TransportFAD					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ASNS1	-1.4033661791886154	0.1165854299094738	-1.4033661791886154	0.8834145700905262	0.2424966666666666	0.0813029959814246	0.4255333333333334	0.1655661886443673	0.0	0.5698652671157761	-0.8113072307687414
ASNN	7.1155157746186335	0.9989692103749112	7.1155157746186335	0.0010307896250888	2.03485	0.3766795064773235	0.13294	0.0316386925562145	1.0	15.306529261320897	3.9360752852934375
METS	-21.65748035420771	1.3444414491856292e-05	-21.65748035420771	0.999986555585508	2.441073333333333	0.2100200797278413	7.261516666666666	0.2344611821934614	-1.0	0.33616576885912264	-1.5727552698120897
METAT	-15.76914460237241	4.724264500111934e-05	-15.76914460237241	0.9999527573549988	19.567556666666665	3.823598703719952	80.67893333333333	3.926472101495469	-1.0	0.2425361350009585	-2.0437283871629197
HMR_3915					1.0	0.0	1.0	0.0	0.0	1.0	0.0
AHCi	16.425693955747153	0.9999597866071872	16.425693955747153	4.021339281288437e-05	2.38121	0.0893239993879957	0.3904	0.146289344109542	1.0	6.099410860655737	2.608669900141572
ADNK1	3.115200634603148	0.982154078973729	3.115200634603148	0.0178459210262709	2.9345733333333333	0.6315430854836606	1.4999433333333334	0.1591263641121594	1.0	1.9564561327872385	0.9682427628225013
CYSTS	4.942633363561597	0.9960989502520922	4.942633363561597	0.0039010497479077	0.1431133333333333	0.040948377528569	0.0	0.0	1.0	inf	inf
CYSTGL	1.0747756300346665	0.8285073418421138	1.0747756300346665	0.1714926581578862	2.34971	0.2976162308521944	2.093383333333333	0.1586902039264624	0.0	1.122446119917518	0.16664619383640644
MTHFR3	-3.510292078546528	0.0123326972146701	-3.510292078546528	0.98766730278533	4.06078	0.2090902237472298	6.555343333333333	0.983009300916776	-1.0	0.6194610706888987	-0.690914474166017
MetSynthesis					1.0	0.0	1.0	0.0	0.0	1.0	0.0
UNK3					1.0	0.0	1.0	0.0	0.0	1.0	0.0
5MTHFt	3.327863020348201	0.9854181422080116	3.327863020348201	0.0145818577919885	2.8286333333333338	0.8345709242612172	0.8553666666666667	0.0817197056338854	1.0	3.306924905498617	1.7254902848109077
ILETA	-23.15517856522885	1.03073705569967e-05	-23.15517856522885	0.9999896926294428	0.4689166666666666	0.588057261629814	11.691433333333334	0.3521221239223056	-1.0	0.04010771419529398	-4.639976442846518
3MOPt2im					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ILETAm	3.1916545843991537	0.983418104685334	3.1916545843991537	0.016581895314666	35.34732666666667	3.30056055740368	26.37213	2.2185396818778496	1.0	1.340328849685887	0.42258700934393506
LEUTA	-23.15517856522885	1.03073705569967e-05	-23.15517856522885	0.9999896926294428	0.4689166666666666	0.588057261629814	11.691433333333334	0.3521221239223056	-1.0	0.04010771419529398	-4.639976442846518
4MOPt2im					1.0	0.0	1.0	0.0	0.0	1.0	0.0
LEUTAm	3.1916545843991537	0.983418104685334	3.1916545843991537	0.016581895314666	35.34732666666667	3.30056055740368	26.37213	2.2185396818778496	1.0	1.340328849685887	0.42258700934393506
OIVD1m	-1.3310809423376158	0.1269813761320211	-1.3310809423376158	0.8730186238679788	0.0142499999999999	0.0117975166878457	0.0569466666666666	0.04380235483269	0.0	0.25023413720440035	-1.9986494779815274
ACOAD8m	7.098329348534328	0.9989598085544245	7.098329348534328	0.0010401914455756	44.16136	4.363304445608472	22.18744333333333	0.3572475203863881	1.0	1.9903762383318016	0.9930411673870718
MCCCrm	1.3844340089652951	0.8807759180608298	1.3844340089652951	0.1192240819391702	4.61974	1.1272831649885786	3.50695	0.1462176877125335	0.0	1.3173099131724149	0.3975947970741307
MGCHrm	-0.592508490661282	0.2926912292004077	-0.592508490661282	0.7073087707995922	0.8870533333333332	0.1460431726883831	0.9496133333333332	0.0311089979837916	0.0	0.9341205543308856	-0.0983193437619671
HMGCOAtm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
VALTA	-23.15517856522885	1.03073705569967e-05	-23.15517856522885	0.9999896926294428	0.4689166666666666	0.588057261629814	11.691433333333334	0.3521221239223056	-1.0	0.04010771419529398	-4.639976442846518
3MOBt2im					1.0	0.0	1.0	0.0	0.0	1.0	0.0
VALTAim	3.1916545843991537	0.983418104685334	3.1916545843991537	0.016581895314666	35.34732666666667	3.30056055740368	26.37213	2.2185396818778496	1.0	1.340328849685887	0.42258700934393506
OIVD2m	-1.3310809423376158	0.1269813761320211	-1.3310809423376158	0.8730186238679788	0.0142499999999999	0.0117975166878457	0.0569466666666666	0.04380235483269	0.0	0.25023413720440035	-1.9986494779815274
ACOAD9m	-6.9702408129422295	0.0011137005843044	-6.9702408129422295	0.9988862994156956	28.90717	1.9209070206719192	48.056933333333326	3.377290948599025	-1.0	0.6015192396796023	-0.7333172119391442
ECOAH12m	1.9649151522345831	0.9395641663868776	1.9649151522345831	0.0604358336131226	254.65992666666665	30.33522863478075	210.32085	9.907954006981804	0.0	1.2108163630313715	0.27598007706093547
3HBCOAHLm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HIBDm	-0.4758043876451747	0.3295172558636745	-0.4758043876451747	0.6704827441363255	6.69028	1.4455262430224731	7.1782233333333325	0.1174969679987058	0.0	0.9320244981696957	-0.1015602184161458
r0643	-9.9406090483265	0.0002875563881565	-9.9406090483265	0.9997124436118434	129.49495	15.07108752424545	254.60501666666664	9.469147882892573	-1.0	0.5086111487329296	-0.9753650087039643
MMSAD1m	-1.5563467398244435	0.0973057589370022	-1.5563467398244435	0.9026942410629976	4.480503333333334	1.3739305180232204	5.994293333333334	0.0665907943254087	0.0	0.7474614744690505	-0.4199288728004143
MMTSADm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PCC					1.0	0.0	1.0	0.0	0.0	1.0	0.0
MMALH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
MMEm	4.203920894992884	0.9931736523034892	4.203920894992884	0.0068263476965109	6.20029	1.4322461297556368	1.9234866666666663	0.1364524047261739	1.0	3.2234639872731123	1.688611865704097
MMMm	-8.30527621775785	0.0005739240280957	-8.30527621775785	0.999426075971904	4.68933	0.8417128271962275	11.80826	0.8723288135024929	-1.0	0.39712286145460884	-1.3323426789813617
ILEtmi					1.0	0.0	1.0	0.0	0.0	1.0	0.0
LEUt5m					1.0	0.0	1.0	0.0	0.0	1.0	0.0
VALt5m					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PGCD	1.1342992153739395	0.8399818084372241	1.1342992153739395	0.1600181915627758	4.939163333333333	0.7653924697100757	4.252056666666667	0.3847739538424548	0.0	1.1615939580610792	0.21610585440189028
PSERT	-15.164547099536655	5.512098752786142e-05	-15.164547099536655	0.9999448790124722	23.251583333333333	1.126548711813604	53.57004666666666	2.593314618287226	-1.0	0.434040751877884	-1.2040975919133625
PSP_L	-71.34399173978842	1.1564397881704365e-07	-71.34399173978842	0.9999998843560212	3.62735	0.1042314926817547	12.248833333333332	0.135433647304583	-1.0	0.2961384077395126	-1.7556564815690507
GHMT2r_f	-12.682704935796083	0.0001112973671648	-12.682704935796083	0.9998887026328352	10.781836666666669	0.502611614956209	17.77935	0.5968318532607533	-1.0	0.6064246818172019	-0.7215996217038391
GHMT2r_b	-12.682704935796083	0.0001112973671648	-12.682704935796083	0.9998887026328352	10.781836666666669	0.502611614956209	17.77935	0.5968318532607533	-1.0	0.6064246818172019	-0.7215996217038391
SERD_L	-3.4038434595037232	0.0135904714014076	-3.4038434595037232	0.9864095285985924	6.459733333333333	1.3690380353209897	10.135736666666666	0.6770136858455835	-1.0	0.6373225297552785	-0.6499044330519532
ALATA_L_f	7.558549078822929	0.9991790513262352	7.558549078822929	0.0008209486737647	25.26673666666667	2.4747911069062427	11.384949999999998	0.7882705070384574	1.0	2.2193102882899507	1.1501113890680348
ALATA_L_b	7.558549078822929	0.9991790513262352	7.558549078822929	0.0008209486737647	25.26673666666667	2.4747911069062427	11.384949999999998	0.7882705070384574	1.0	2.2193102882899507	1.1501113890680348
r1435					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLYtm_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GHMT2rm	-12.07590901748207	0.0001348478551675	-12.07590901748207	0.9998651521448324	277.7466933333333	27.744341664808378	751.1217066666667	47.99503571422802	-1.0	0.3697758843449214	-1.435276955246562
MLTHFtm_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0962	-12.980587961585227	0.0001016138871079	-12.980587961585227	0.999898386112892	15.600716666666663	0.8726652826574206	46.52138666666667	3.2537625738041926	-1.0	0.33534504847089674	-1.5762817947557235
FORtm_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0514	-7.333072074131279	0.0009203775760787	-7.333072074131279	0.9990796224239212	13.756266666666669	1.2901068674424698	35.69065666666666	4.028609874190129	-1.0	0.38543047260641616	-1.37545745750323
DHFRim	-7.333072074131279	0.0009203775760787	-7.333072074131279	0.9990796224239212	13.756266666666669	1.2901068674424698	35.69065666666666	4.028609874190129	-1.0	0.38543047260641616	-1.37545745750323
FTHFLmi	-4.11061684188438	0.0073623651153334	-4.11061684188438	0.9926376348846664	19.192826666666665	2.901272642150145	29.077373333333338	1.7740314817261715	-1.0	0.6600605373341837	-0.5993297478304404
MTHFCm	10.375339203523296	0.9997563964862488	10.375339203523296	0.0002436035137512	47.91413666666667	2.484293730906679	28.82698	0.7726740251015741	1.0	1.6621282099847667	0.73303167017997
MTHFDm	3.34318875814664	0.9856248312224332	3.34318875814664	0.0143751687775668	66.29366	4.81318086137085	53.78257666666667	2.200526696442368	1.0	1.2326233533003532	0.3017320297997576
FOLR2	-7.333072074131279	0.0009203775760787	-7.333072074131279	0.9990796224239212	13.756266666666669	1.2901068674424698	35.69065666666666	4.028609874190129	-1.0	0.38543047260641616	-1.37545745750323
DHFR	-7.333072074131279	0.0009203775760787	-7.333072074131279	0.9990796224239212	13.756266666666669	1.2901068674424698	35.69065666666666	4.028609874190129	-1.0	0.38543047260641616	-1.37545745750323
FTHFLi	-2.856375185005446	0.0230489417208551	-2.856375185005446	0.9769510582791447	18.379526666666667	2.826618959821473	24.955593333333336	1.6158158609885664	-1.0	0.7364892680037795	-0.44126359217957584
FTHFDH	3.46930262826694	0.987200067785206	3.46930262826694	0.0127999322147939	2.089296666666667	0.2987960118356483	1.26108	0.1571694323545983	1.0	1.656751884627991	0.7283575605442126
MTHFC_f	-2.856375185005446	0.0230489417208551	-2.856375185005446	0.9769510582791447	18.379526666666667	2.826618959821473	24.955593333333336	1.6158158609885664	-1.0	0.7364892680037795	-0.44126359217957584
MTHFC_b	-2.856375185005446	0.0230489417208551	-2.856375185005446	0.9769510582791447	18.379526666666667	2.826618959821473	24.955593333333336	1.6158158609885664	-1.0	0.7364892680037795	-0.44126359217957584
MTHFD	-4.519705755906362	0.005330359186551	-4.519705755906362	0.9946696408134488	22.440303333333333	2.618664411748011	31.510936666666662	1.094511578904287	-1.0	0.7121433288611648	-0.4897604618036285
MTHFD2i_f	10.37417624153493	0.9997562905023196	10.37417624153493	0.0002437094976804	48.28363333333333	2.474091022743955	29.25710666666667	0.7785813207080917	1.0	1.6503215401112798	0.722747139095724
MTHFD2i_b	10.37417624153493	0.9997562905023196	10.37417624153493	0.0002437094976804	48.28363333333333	2.474091022743955	29.25710666666667	0.7785813207080917	1.0	1.6503215401112798	0.722747139095724
ACACT1r	-13.923052031050409	7.716023279693379e-05	-13.923052031050409	0.9999228397672032	13.219896666666664	1.3468237552190052	39.92897	2.3550120031541235	-1.0	0.3310853414617673	-1.594724956905573
HMGCOAS	-14.194126295533872	7.15238574270631e-05	-14.194126295533872	0.999928476142573	11.096076666666669	1.3363635333828727	33.66494	1.8084311577349748	-1.0	0.32960334005248987	-1.6011972326673591
HMGCOAR	-12.07039651300609	0.0001350888642177	-12.07039651300609	0.9998649111357822	16.586033333333333	1.9060276536002545	41.42709666666666	2.1995259328217887	-1.0	0.40036678087264793	-1.320605818661637
MEVK1	6.697209219253854	0.9987069898938338	6.697209219253854	0.0012930101061661	34.85680333333333	4.618649544418322	12.603676666666669	0.8656566108002771	1.0	2.7656059620697975	1.4675956188659933
PMEVK	3.441501539605188	0.9868711750710444	3.441501539605188	0.0131288249289555	24.77162333333333	3.429010333807053	16.34098	0.4939026244109252	1.0	1.5159203018015648	0.6001939070590776
IPDDI	1.100516144386486	0.8335581153363643	1.100516144386486	0.1664418846636358	83.19012666666667	8.644587675632014	73.80409333333333	8.411328748270924	0.0	1.1271749696990612	0.17271148030527328
DPMVD	0.6716236115621619	0.7306908790975712	0.6716236115621619	0.2693091209024287	32.27788	5.495232415909874	29.38508	2.627912222316416	0.0	1.0984445167411492	0.13546199998973776
DMATT	5.716779868321594	0.997684001141838	5.716779868321594	0.0023159988581619	16.95703333333333	3.5591160031702	2.564686666666667	0.094489151523101	1.0	6.6117368463464015	2.725029305086039
GRTT	5.716779868321594	0.997684001141838	5.716779868321594	0.0023159988581619	16.95703333333333	3.5591160031702	2.564686666666667	0.094489151523101	1.0	6.6117368463464015	2.725029305086039
HMR_1465					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HMR_1467					1.0	0.0	1.0	0.0	0.0	1.0	0.0
SMO	10.357204928908258	0.999754737322302	10.357204928908258	0.000245262677698	94.49092	11.41584256522779	10.492703333333331	1.1075930520527637	1.0	9.005393271705323	3.170789280989971
LNSTLS	-3.991122677413157	0.0081248610686183	-3.991122677413157	0.9918751389313816	15.79989	2.000076863239677	25.70873	2.8857389876540576	-1.0	0.6145729485664986	-0.7023438291407805
HMR_1477	-9.677862613250534	0.0003189380999732	-9.677862613250534	0.9996810619000268	0.2065799999999999	0.0379390809939654	2.5475233333333334	0.3399686540779245	-1.0	0.08109052321404968	-3.624322868562394
HMR_1478	-9.677862613250534	0.0003189380999732	-9.677862613250534	0.9996810619000268	0.2065799999999999	0.0379390809939654	2.5475233333333334	0.3399686540779245	-1.0	0.08109052321404968	-3.624322868562394
HMR_1479	-9.677862613250534	0.0003189380999732	-9.677862613250534	0.9996810619000268	0.2065799999999999	0.0379390809939654	2.5475233333333334	0.3399686540779245	-1.0	0.08109052321404968	-3.624322868562394
C14STR	0.1097791537955779	0.5410641492738175	0.1097791537955779	0.4589358507261825	89.07240333333333	10.33600932618688	88.13767333333334	6.177791507620037	0.0	1.0106053400849926	0.015219708355444048
HMR_1490	-2.9291616330680945	0.0214248210382811	-2.9291616330680945	0.9785751789617188	37.71102333333334	5.819719759217126	52.19532333333333	3.877393709235912	-1.0	0.7224981267478818	-0.46893424780697973
HMR_1493	-2.9291616330680945	0.0214248210382811	-2.9291616330680945	0.9785751789617188	37.71102333333334	5.819719759217126	52.19532333333333	3.877393709235912	-1.0	0.7224981267478818	-0.46893424780697973
HMR_1494	-2.9291616330680945	0.0214248210382811	-2.9291616330680945	0.9785751789617188	37.71102333333334	5.819719759217126	52.19532333333333	3.877393709235912	-1.0	0.7224981267478818	-0.46893424780697973
C3STDH1	-3.484233844748536	0.0126273356246642	-3.484233844748536	0.9873726643753358	7.692369999999999	0.4687643407939645	10.63288	1.097613014408995	-1.0	0.7234512192369329	-0.467032352681237
HMR_1495	-2.0735547479238443	0.0533996466583897	-2.0735547479238443	0.9466003533416102	9.87765	1.1225258582619226	12.49888	1.391385599561339	0.0	0.7902828093397168	-0.33955906866251045
HMR_1500	-27.0254914801708	5.572795496153001e-06	-27.0254914801708	0.9999944272045038	2.4723666666666664	0.2972573771816083	9.710583333333334	0.2347403848699424	-1.0	0.25460537042917086	-1.9736652443448002
HMR_1502	-2.9291616330680945	0.0214248210382811	-2.9291616330680945	0.9785751789617188	37.71102333333334	5.819719759217126	52.19532333333333	3.877393709235912	-1.0	0.7224981267478818	-0.46893424780697973
HMR_1503	-2.9291616330680945	0.0214248210382811	-2.9291616330680945	0.9785751789617188	37.71102333333334	5.819719759217126	52.19532333333333	3.877393709235912	-1.0	0.7224981267478818	-0.46893424780697973
HMR_1504	-2.9291616330680945	0.0214248210382811	-2.9291616330680945	0.9785751789617188	37.71102333333334	5.819719759217126	52.19532333333333	3.877393709235912	-1.0	0.7224981267478818	-0.46893424780697973
HMR_1505	-3.484233844748536	0.0126273356246642	-3.484233844748536	0.9873726643753358	7.692369999999999	0.4687643407939645	10.63288	1.097613014408995	-1.0	0.7234512192369329	-0.467032352681237
HMR_1509	-27.0254914801708	5.572795496153001e-06	-27.0254914801708	0.9999944272045038	2.4723666666666664	0.2972573771816083	9.710583333333334	0.2347403848699424	-1.0	0.25460537042917086	-1.9736652443448002
CHLSTI_1	10.093009456674798	0.9997288946191576	10.093009456674798	0.0002711053808424	189.55276	20.589228213667138	42.38049	1.153277481528186	1.0	4.472642010510024	2.1611272899028964
HMR_1516	-3.2605708519083514	0.0155320397442623	-3.2605708519083514	0.9844679602557376	7.46162	1.5699652734376008	11.298836666666668	0.5524318010598436	-1.0	0.6603883408645904	-0.5986134451469711
RE2410C					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DSMSTOLR					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ACCOAC	-17.94639193063556	2.833193014984173e-05	-17.94639193063556	0.9999716680698502	1.4645466666666664	0.0401064968413957	7.661743333333334	0.4867024943661395	-1.0	0.1911505780016123	-2.387218532283208
FASN	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
MCAT	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
AcetoacetylACPsynthesis	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0691	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0681	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0682	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0760	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
r0761	4.467742034062566	0.9944530294670588	4.467742034062566	0.005546970532941	1888.0455	442.9604224536907	460.3711533333333	89.51301825676917	1.0	4.101137715361922	2.0360241898816187
