	MCF102A_score	SKBR3_score	MCF7_score	MDAMB231_score	MDAMB361_score	totalScore
CYOR_u10mi	0.0	0.05592111184222369	0.24122119732500583	0.9999999999999999	0.0	1.2971423091672294
ExCystineSer	0.01856327922253325	0.03356650059489949	0.4277078297800657	0.8057031367648496	0.0	1.285540746362348
HCO3Em	0.13631507392139133	0.0	0.14023742744082177	0.9949773059004662	0.0	1.2715298072626793
PCm	0.13585195712704326	0.0	0.13909890311286505	0.9949733069401956	0.0	1.269924167180104
CO2tm	0.000730926178618463	0.16100454389284352	0.5314270051159544	0.4684569999999999	0.10786007658988096	1.2694795517772972
THD1m	0.4748414257947374	0.0851884090942812	0.16798741176665077	0.2248777549791239	0.310435092408829	1.2633300940436223
HMR_1495	0.16943735943030458	0.6682890146011313	0.41332206538246785	0.000559912353513652	0.0	1.2516083517674175
EX_lys__L_e_r	0.05540976653876994	0.10983560176624534	0.671095	0.384952219114778	0.029725683124751375	1.2510182705445447
LYSt5r_r	0.05540976653876994	0.10983560176624534	0.671095	0.384952219114778	0.029725683124751375	1.2510182705445447
MTHFD	0.0938239937866935	0.12075851898679751	0.4133232605028847	0.5900967144193202	0.011306942913467165	1.2293094306091632
carnitineAcylTransferaseII	3.053661045972867e-05	0.041698801308311155	0.021228999999999998	0.337288	0.826978	1.2272243379187708
betaOxidation	3.053661045972867e-05	0.041698801308311155	0.021228999999999998	0.337288	0.826978	1.2272243379187708
palmitateActivation	3.053661045972867e-05	0.041698801308311155	0.021228999999999998	0.337288	0.826978	1.2272243379187708
CARN160t_m	3.053661045972867e-05	0.041698801308311155	0.021228999999999998	0.337288	0.826978	1.2272243379187708
carnitineAcylTransferaseI	3.053661045972867e-05	0.041698801308311155	0.021228999999999998	0.337288	0.826978	1.2272243379187708
AKGMALtm	0.03697673855330208	0.12304653037500395	0.6313365765813229	0.4229540000000001	0.0	1.214313845509629
FADH2ETC	0.0	0.13386110258353318	0.0	1.0000000000000002	1.1839391549989463e-06	1.1338622865226884
r2420	0.11312386627535731	0.0	0.0	0.9274491346520719	0.0865165824288677	1.1270895833562968
OIVD1m	0.0	0.18070544668784672	0.6465539675782156	0.0	0.28961933544143786	1.1168787497075001
MCCCrm	0.0	0.18070544668784672	0.6465539675782156	0.0	0.28961933544143786	1.1168787497075001
ACOAD8m	0.0	0.18070544668784672	0.6465539675782156	0.0	0.28961933544143786	1.1168787497075001
MGCHrm	0.0	0.18070544668784672	0.6465539675782156	0.0	0.28961933544143786	1.1168787497075001
SPRMti	0.21400837357542007	0.10038012405357816	0.029124417467602828	0.6594187497429007	0.10174730890507772	1.1046789737445795
SPRMS	0.21400837357542007	0.10038012405357816	0.029124417467602828	0.6594187497429007	0.10174730890507772	1.1046789737445795
EX_sprm_e	0.21400837357542007	0.10038012405357816	0.029124417467602828	0.6594187497429007	0.10174730890507772	1.1046789737445795
FUMm	0.0028132537705500846	0.0	0.31226915206084704	0.7770787781785256	0.0	1.0921611840099228
PGI	0.1586343587374365	0.0	0.12402191446204393	0.0	0.8076492589281868	1.0903055321276673
MTHFD2i	0.00028288854521538604	0.020461449036225904	0.5729717336543843	0.4835352859587174	0.00975226363191621	1.0870036208264593
FTHFLi	0.0	0.12077537950084333	0.10185340741362968	0.8621875619026603	0.0	1.0848163488171334
r1616_r	0.22310519745178603	0.15104329056842872	0.10388700000000002	0.005445177576112539	0.582619688639612	1.0661003542359393
EX_trp__L_e_r	0.22310519745178603	0.15104329056842872	0.10388700000000002	0.005445177576112539	0.582619688639612	1.0661003542359393
DmAsp	0.8181397891825393	0.012975213382546643	0.0	0.18944372012622276	0.01601541181060382	1.0365741345019124
NBAHH_ir	0.5900681322953216	0.0	0.22633335103020863	0.12522432038738085	0.09420203469282604	1.0358278384057371
ASPte_r	0.8176294362374511	0.010930912641952235	0.0	0.19145749771560241	0.010792580457867691	1.0308104270528735
HMR_4964	0.07210102514223742	0.2672870719791322	0.3973937260042301	0.2392918638379538	0.053988769220956245	1.0300624561845098
GTHPm	0.0	0.0	0.025454021546616853	0.9984240651386408	0.0	1.0238780866852577
TRPO2	0.3039619753139285	0.1384676023512073	0.08088459446989421	0.00027196201633289017	0.4722541405359508	0.9958402746873136
FKYNH	0.3039619753139285	0.1384676023512073	0.08088459446989421	0.00027196201633289017	0.4722541405359508	0.9958402746873136
UREAt	0.966857	0.0	0.0015807376160169107	0.009946610273107242	0.0	0.9783843478891242
ARGN	0.966857	0.0	0.0015807376160169107	0.009946610273107242	0.0	0.9783843478891242
EX_urea_e	0.966857	0.0	0.0015807376160169107	0.009946610273107242	0.0	0.9783843478891242
ICDHym	0.1828380129805791	0.1945260698725253	0.0	0.20924500000000001	0.3762248799163169	0.9628339627694213
GLNS	0.0	0.0	0.04104676184085703	0.9122550270626641	0.0	0.9533017889035211
CE2705t	0.35309117782060045	0.05862926781841931	0.5393016375114189	0.0	0.0	0.9510220831504387
THBPTt_r	0.35309117782060045	0.05862926781841931	0.5393016375114189	0.0	0.0	0.9510220831504387
PHETHPTOX2	0.35309117782060045	0.05862926781841931	0.5393016375114189	0.0	0.0	0.9510220831504387
EX_CE2705_e	0.35309117782060045	0.05862926781841931	0.5393016375114189	0.0	0.0	0.9510220831504387
EX_thbpt_e_r	0.35309117782060045	0.05862926781841931	0.5393016375114189	0.0	0.0	0.9510220831504387
ANTHte	0.2944814430574613	0.058447933611861576	0.16152736902265552	0.0	0.4312177867730505	0.9456745324650289
EX_anth_e	0.2944814430574613	0.058447933611861576	0.16152736902265552	0.0	0.4312177867730505	0.9456745324650289
KYN	0.2944814430574613	0.058447933611861576	0.16152736902265552	0.0	0.4312177867730505	0.9456745324650289
HDCAt	0.3995000000000001	0.0	0.0	0.0	0.5457150000000005	0.9452150000000006
NDPK1	0.18325730826988962	0.024318541867415774	0.17488850929184774	0.43904727544227556	0.09718190774656199	0.9186935426179906
r0408	0.0	0.0	0.0	0.05771657816340163	0.8579335430722602	0.9156501212356618
r0407	0.0	0.0	0.0	0.05771657816340163	0.8579335430722602	0.9156501212356618
LEUTA	0.0	0.0	0.0	0.0	0.9077300763549457	0.9077300763549457
4MOPt2im	0.0	0.0	0.0	0.0	0.9077300763549457	0.9077300763549457
MMEm	0.5209047300859091	0.002997996314021282	0.35123532690886883	0.0	0.015615476808920555	0.8907535301177197
r0465_1	0.0	0.0	0.0	0.8751999192352855	0.0	0.8751999192352855
FBA	0.0	0.0	0.0	0.021255576190385022	0.8505017580748331	0.8717573342652181
CTPS1	0.0	0.19131504331900087	0.6791641321264221	0.0	0.0	0.870479175445423
G6PDH2r	0.006364047899864194	0.0	0.015835442744716065	0.01447699545031172	0.8106008180297052	0.8472773041245971
GND	0.006364047899864194	0.0	0.015835442744716065	0.01447699545031172	0.8106008180297052	0.8472773041245971
PGL	0.006364047899864194	0.0	0.015835442744716065	0.01447699545031172	0.8106008180297052	0.8472773041245971
TKT2	0.005518	0.0	0.017832840348119543	0.022158777664015118	0.7983800036549179	0.8438896216670526
TKT1	0.005518	0.0	0.017832840348119543	0.022158777664015118	0.7983800036549179	0.8438896216670526
RPE	0.005518	0.0	0.017832840348119543	0.022158777664015118	0.7983800036549179	0.8438896216670526
PPCOAtm	0.0	0.1865346287992028	0.6478928917929448	0.0	0.00737586328636071	0.8418033838785084
HMGCOAtm	0.0	0.1865346287992028	0.6478928917929448	0.0	0.00737586328636071	0.8418033838785084
OBDHc	0.0	0.1865346287992028	0.6478928917929448	0.0	0.00737586328636071	0.8418033838785084
ASPTA	0.0	0.035610747255960744	0.13437288712092615	0.19852499999999998	0.46990463244423497	0.8384132668211218
PCC	0.19162150815699408	0.013413656075188213	0.18120964139487802	0.4383269818578416	0.0097532568547681	0.83432504433967
AMCOXO	0.002422	0.7202240000000004	0.0	0.0	0.09024499999999999	0.8128910000000005
KYN3OX	0.002422	0.7202240000000004	0.0	0.0	0.09024499999999999	0.8128910000000005
HKYNH	0.002422	0.7202240000000004	0.0	0.0	0.09024499999999999	0.8128910000000005
3HAO	0.002422	0.7202240000000004	0.0	0.0	0.09024499999999999	0.8128910000000005
PCLAD	0.002422	0.7202240000000004	0.0	0.0	0.09024499999999999	0.8128910000000005
AM6SAD	0.002422	0.7202240000000004	0.0	0.0	0.09024499999999999	0.8128910000000005
2OXOADPTm	0.002422	0.7202240000000004	0.0	0.0	0.09024499999999999	0.8128910000000005
TALA	8.242902749342238e-05	0.0	0.0	0.0004965930355413188	0.7997420000000001	0.8003210220630348
P5CR	0.0	0.06738448733900526	0.7039567443500453	0.0	0.0	0.7713412316890506
PRO1x	0.0	0.31265144424282665	0.445727160185506	0.0	0.0013314718879440643	0.7597100763162767
RPI	3.078722945722114e-05	0.0	0.012167113693633014	0.004704796565590015	0.730624705010186	0.7475274024988662
HMGCOAS	0.0	0.12292714531377406	0.6034256098418657	0.006504469144478057	0.0	0.7328572243001178
r2526_r	0.0	0.17786574870912214	0.0003562856930100413	0.0	0.5504480322949081	0.7286700666970403
GLUDym	0.5111822593055235	0.0	0.0	0.20926455198214786	0.0	0.7204468112876714
r0885	0.0	0.0	0.0	0.7201532046170538	0.0	0.7201532046170538
EX_gthox_e	0.0	0.0	0.0	0.7201532046170538	0.0	0.7201532046170538
DmGSSG	0.0	0.0	0.0	0.7201532046170538	0.0	0.7201532046170538
METAT	0.0	0.0	0.0	0.7167826849491905	0.0	0.7167826849491905
PEPCK_re	0.0	0.41635317131893756	0.0	0.0	0.2957273708527099	0.7120805421716474
HMR_3915	0.0	0.0	0.0	0.7110121738043074	0.0	0.7110121738043074
AHCi	0.0	0.0	0.0	0.708399652112501	0.0	0.708399652112501
ADNK1	0.0	0.0	0.0	0.708399652112501	0.0	0.708399652112501
GMPS2	0.0	0.12602845783853328	0.5796898293994239	0.0	0.0	0.7057182872379573
NH4t	0.4356229924414825	0.0	0.15309005060828118	0.0	0.11675703322097139	0.7054700762707351
EX_nh4_e	0.4356229924414825	0.0	0.15309005060828118	0.0	0.11675703322097139	0.7054700762707351
GDHm	0.5161695829091891	0.0	0.0	0.18887336020307324	0.0	0.7050429431122623
ABUTH	0.0	0.0	0.0	0.7044478920531463	0.0	0.7044478920531463
METS	0.0	0.0	0.0	0.7043223435596874	0.0	0.7043223435596874
EX_h2o2_e	0.0	0.0	0.013683845015036437	0.6877260116218872	0.0	0.7014098566369236
DmH2O2	0.0	0.0	0.013683845015036437	0.6877260116218872	0.0	0.7014098566369236
FBP	0.27207796984947535	0.0036066260765688514	0.0	0.42124575197823	0.0	0.6969303479042742
G6PP	0.0	0.0	0.0	0.6940264649792068	0.0	0.6940264649792068
ATPM	0.0	0.0	0.0	0.6931665620447157	0.0	0.6931665620447157
ACACT1r	0.0	0.06222053527620141	0.6296214762145744	0.0	0.0	0.6918420114907758
r0283	0.0	0.0	0.0	0.6911424910395663	0.0	0.6911424910395663
EX_thymd	0.4371440000000002	0.0	0.0	0.0	0.2531893333333334	0.6903333333333336
TMDK1	0.4371440000000002	0.0	0.0	0.0	0.2531893333333334	0.6903333333333336
THYMDt1_r	0.4371440000000002	0.0	0.0	0.0	0.2531893333333334	0.6903333333333336
EX_so3_e	0.3627929255450306	0.0	0.027592089506704498	0.28380773668395226	0.0	0.6741927517356874
CYSO	0.3627929255450306	0.0	0.027592089506704498	0.28380773668395226	0.0	0.6741927517356874
EX_gthrd_e_r	0.0	0.0	0.0	0.6667771122393464	0.0	0.6667771122393464
GTHRDt2_r	0.0	0.0	0.0	0.6667771122393464	0.0	0.6667771122393464
LEUt5m	0.0	0.020445971540914196	0.6388495195146828	0.0	0.0	0.659295491055597
LEUTAm	0.0	0.020445971540914196	0.6388495195146828	0.0	0.0	0.659295491055597
GLUN	0.0	0.0	0.0	0.6482550684158007	0.0	0.6482550684158007
HEX1	0.0	0.0	0.0	0.6395632791265582	0.0	0.6395632791265582
CYTK1_r	0.0	0.08066543621970215	0.5514546872362149	0.0	0.0	0.6321201234559171
CMPuptake_r	0.0	0.08066543621970215	0.5514546872362149	0.0	0.0	0.6321201234559171
EX_cmp_e_r	0.0	0.08066543621970215	0.5514546872362149	0.0	0.0	0.6321201234559171
GMPS	0.0	0.12787566441156858	0.5009180638182803	0.0	0.0	0.6287937282298489
MMTSADm	0.11726599047039382	0.0	0.002157462106767865	0.5035117351820279	0.0	0.6229351877591895
GTHOm	0.0	0.0	0.0	0.6225451135429022	0.0	0.6225451135429022
GDRm	0.0	0.0	0.0	0.6156547795423966	0.0	0.6156547795423966
UMPuptake_r	0.0	0.0999281115047452	0.5108791523947125	0.0	0.0	0.6108072638994577
EX_ump_e_r	0.0	0.0999281115047452	0.5108791523947125	0.0	0.0	0.6108072638994577
DHORD9	0.0	0.07311012822972462	0.524530167749466	0.0	0.0	0.5976402959791907
ASPCT	0.0	0.07311012822972462	0.524530167749466	0.0	0.0	0.5976402959791907
ORPT	0.0	0.07311012822972462	0.524530167749466	0.0	0.0	0.5976402959791907
OMPDC	0.0	0.07311012822972462	0.524530167749466	0.0	0.0	0.5976402959791907
CBPS	0.0	0.07311012822972462	0.524530167749466	0.0	0.0	0.5976402959791907
DHORTS	0.0	0.07311012822972462	0.524530167749466	0.0	0.0	0.5976402959791907
PSP_L	0.0	0.004575287845526635	0.035225023413826086	0.5504496980598741	0.0	0.5902500093192268
PSERT	0.0	0.004575287845526635	0.035225023413826086	0.5504496980598741	0.0	0.5902500093192268
PGCD	0.0	0.004575287845526635	0.035225023413826086	0.5504496980598741	0.0	0.5902500093192268
ASPTAm	0.0	0.0017976578109037105	0.0	0.09837060289311025	0.47976946459606273	0.5799377253000767
MDHm	0.0	0.09890872878340472	0.0	0.39332400000000006	0.08404422766755407	0.5762769564509589
ASPGLUm	0.0	0.001577214084682716	0.0	0.08794261923409868	0.47991992242985565	0.569439755748637
ME2m	0.11787357294168775	0.0	0.0	0.17392622223070825	0.2640122865098094	0.5558120816822054
EX_ala_B	0.2906182978369934	0.0	0.020035977917002665	0.0	0.21667339292397728	0.5273276686779733
Transport_ala_B_c_e	0.2906182978369934	0.0	0.020035977917002665	0.0	0.21667339292397728	0.5273276686779733
DPGase	0.032265861642133	0.0	0.0	0.08198844986618749	0.3758761506437344	0.4901304621520549
DPGM	0.032265861642133	0.0	0.0	0.08198844986618749	0.3758761506437344	0.4901304621520549
GLYAMDTRc	0.2651915072440566	0.20326104565270475	0.0062266010337068125	0.009436229195034788	0.001502289252837599	0.4856176723783405
ME1m	0.05269968361909462	0.029006329359686243	0.00805048570812064	0.39248760375520936	0.0	0.48224410244211086
PTRCtex2	0.0	0.014207740673980201	0.3947033267394125	0.062430835656448996	0.0	0.4713419030698417
DHAPtm	0.0	0.0	0.007429942865625973	0.45832150117986464	0.001965533358828207	0.46771697740431883
G3PDm	0.0	0.0	0.007429942865625973	0.45832150117986464	0.001965533358828207	0.46771697740431883
GLYC3Ptm	0.0	0.0	0.007429942865625973	0.45832150117986464	0.001965533358828207	0.46771697740431883
G3PD1ir	0.0	0.0	0.007429942865625973	0.45832150117986464	0.001965533358828207	0.46771697740431883
EX_ptrcOUT_e	0.0	0.011431634094900892	0.3947285857103353	0.06131766328623312	0.0	0.4674778830914693
MetSynthesis	0.0	0.06405561804280352	0.024210585201873542	0.33770149373780556	0.039978212785515256	0.4659459097679979
NDPK3	0.0	0.06512157856247389	0.3842377627623954	0.0	0.0	0.4493593413248693
ASNS1	0.0	0.0007809563048546153	0.0	0.42957116180969174	0.0	0.4303521181145464
EX_h_e	0.08976229554983865	0.0	0.0	0.0	0.32822369588804523	0.4179859914378839
EX_asp__L_e	0.18139775167987088	0.0	0.0	0.0	0.23018022162193927	0.4115779733018101
EX_HC00576	0.1729504075650928	0.0	0.0	0.23364016287256859	0.0	0.4065905704376614
Transport_HC00576_c_e	0.1729504075650928	0.0	0.0	0.23364016287256859	0.0	0.4065905704376614
EX_csn_e_r	0.0	0.0	0.0	0.0	0.3994474801438176	0.3994474801438176
CSNt_r	0.0	0.0	0.0	0.0	0.3994474801438176	0.3994474801438176
bAlaSynthesis	0.0	0.0	0.0	0.0	0.3994474801438176	0.3994474801438176
ASNN	0.0	0.00080107276119403	0.0	0.3984086718815927	0.0	0.3992097446427867
SPMDtex2	0.0	0.037523971599667326	0.3061067954174532	0.0	0.03810965503524786	0.3817404220523684
EX_spmd_e	0.0	0.037523971599667326	0.3061067954174532	0.0	0.03810965503524786	0.3817404220523684
ABUTD	0.03363487452503958	0.05680352155606279	0.0	0.263253098311093	0.0	0.3536914943921954
GTHPi	0.03363487452503958	0.05680352155606279	0.0	0.263253098311093	0.0	0.3536914943921954
PTRCOX1	0.03363487452503958	0.05680352155606279	0.0	0.263253098311093	0.0	0.3536914943921954
EX_ser__L_e_r	0.0013976893453145059	0.0	0.0	0.0	0.33769486441470764	0.3390925537600221
MLTHFtm_r	0.0	0.0	0.0	0.1292222596193536	0.18395770800660557	0.3131799676259592
r0962	0.0	0.0	0.0	0.1292222596193536	0.18395770800660557	0.3131799676259592
r0514	0.0	0.0	0.0	0.1292222596193536	0.18395770800660557	0.3131799676259592
DHFRim	0.0	0.0	0.0	0.1292222596193536	0.18395770800660557	0.3131799676259592
ARGSS	1.539954109367541e-05	0.0	0.0	0.2920983555315449	0.0	0.2921137550726386
ARGSL	1.539954109367541e-05	0.0	0.0	0.2920983555315449	0.0	0.2921137550726386
ARGDr	1.539954109367541e-05	0.0	0.0	0.2920983555315449	0.0	0.2921137550726386
FOLR2	0.0	0.05865071709581827	0.0	0.0	0.22405504385296368	0.28270576094878197
ExSulfitem	0.0	0.0	0.0	0.25332652435379666	0.0	0.25332652435379666
3SPYRSPm	0.0	0.0	0.0	0.25332652435379666	0.0	0.25332652435379666
3SALATAim	0.0	0.0	0.0	0.25332652435379666	0.0	0.25332652435379666
3SALAASPm	0.0	0.0	0.0	0.25332652435379666	0.0	0.25332652435379666
UNK3	0.0	0.008789431981664434	0.0	0.2275849034288358	0.01654672618842269	0.2529210615989229
PROPAT4te_r	0.05962566646277591	0.0	0.0	0.0	0.19240580743608193	0.2520314738988578
EX_pro__L_e	0.05962566646277591	0.0	0.0	0.0	0.19240580743608193	0.2520314738988578
GDR	0.0	0.0	0.0	0.17982170388925087	0.0	0.17982170388925087
GLUDC	0.17253117623442588	0.0	0.0	0.00018030545865937585	0.0	0.17271148169308526
EX_4abut	0.024001419329601863	0.0	0.0	0.11147533213339966	0.0	0.13547675146300153
Transport_4abut_c_e	0.024001419329601863	0.0	0.0	0.11147533213339966	0.0	0.13547675146300153
DM_asp__L_e	0.02529825009579767	0.0	0.0	0.10574220795334328	0.0	0.13104045804914094
ALATA_L	0.07979297073956312	0.0	0.0	0.035258365822919	0.0	0.11505133656248212
ASPT	0.006770153411341262	0.0	0.0	0.10646527577064845	0.0	0.11323542918198971
GLUt2m	0.0036259657352887835	0.0	0.0	0.1021800014240619	0.0	0.10580596715935069
CystineGSH	0.0	0.0	0.0	0.08746466328466869	0.0	0.08746466328466869
DmAla	0.08539222142142347	0.0	0.0	0.0	0.0	0.08539222142142347
ASP1DC	0.0666616797404432	0.0	0.0	0.018357715304864047	0.0	0.08501939504530724
r0643	0.022844710050114233	0.0	0.0	0.06119559362634913	0.0	0.08404030367646337
MMALH	0.022844710050114233	0.0	0.0	0.06119559362634913	0.0	0.08404030367646337
EX_ala__L_e	0.08242560756878091	0.0	0.0	0.0	0.0	0.08242560756878091
ICDHxm	0.0	0.0	0.0	0.055691164921852394	0.022103014338622114	0.07779417926047451
EX_ptrcIN_e	0.010196766553200065	0.0	0.0	0.0	0.057312411720209136	0.0675091782734092
EX_gudac_e	0.0	0.0	0.0	0.06550496842018638	0.0	0.06550496842018638
GUDACtr2	0.0	0.0	0.0	0.06550496842018638	0.0	0.06550496842018638
NH4tm	0.040342804613492475	0.0	0.0	0.025004474673348848	0.0	0.06534727928684132
EX_cyan_e_r	0.0	0.0	0.05673370811697448	0.0	0.0	0.05673370811697448
CYSTA	0.0	0.0	0.05673370811697448	0.0	0.0	0.05673370811697448
CYANt_r	0.0	0.0	0.05673370811697448	0.0	0.0	0.05673370811697448
MCPST	0.0	0.0	0.05673370811697448	0.0	0.0	0.05673370811697448
FTHFLmi	0.0	0.00024276745281658318	0.0	0.0	0.04012323735039696	0.04036600480321354
MTHFCm	0.0	0.00024276745281658318	0.0	0.0	0.04012323735039696	0.04036600480321354
MTHFDm	0.0	0.00024276745281658318	0.0	0.0	0.04012323735039696	0.04036600480321354
FORtm_r	0.0	0.00024276745281658318	0.0	0.0	0.04012323735039696	0.04036600480321354
r1435	0.0	0.003557934278705258	0.0	0.0	0.03086880618288513	0.03442674046159039
GLYtm_r	0.0	0.003557934278705258	0.0	0.0	0.03086880618288513	0.03442674046159039
GHMT2rm	0.0	0.003557934278705258	0.0	0.0	0.03086880618288513	0.03442674046159039
GACMTRc	0.0	0.0	0.033675878611693744	0.0	0.0	0.033675878611693744
EX_crtn_e	0.0	0.0	0.033675878611693744	0.0	0.0	0.033675878611693744
CRTNtr	0.0	0.0	0.033675878611693744	0.0	0.0	0.033675878611693744
CKc_cho	0.0	0.0	0.033675878611693744	0.0	0.0	0.033675878611693744
CRTNsyn_cho	0.0	0.0	0.033675878611693744	0.0	0.0	0.033675878611693744
CystineReductaseNADH	0.0	0.0002656203399940352	0.000835131673596856	0.013126203962428338	0.0	0.014226955976019228
EX_tcyntc	0.0	0.0	0.013423930855425313	0.0	0.0	0.013423930855425313
GLNtm_1	0.011871840970693178	0.0	0.0	0.0	0.0	0.011871840970693178
GLUNm	0.011871840970693178	0.0	0.0	0.0	0.0	0.011871840970693178
PFK	0.0	0.005806973476946656	0.0	0.0015065825257481737	0.0	0.007313556002694829
GTHOr	0.0	0.0	0.0	0.00606085759902881	0.0	0.00606085759902881
MTHFR3	0.0	0.0	0.0014258854207305869	0.0	0.0	0.0014258854207305869
CystineReductaseNADPH	0.0	0.0	0.0	0.0007883934555882049	0.0	0.0007883934555882049
EX_gly_e_r	0.0	0.0	0.0003924329689862533	0.0	0.0003547990332263919	0.0007472320022126452
GLYt4_r	0.0	0.0	0.0003924329689862533	0.0	0.0003547990332263919	0.0007472320022126452
RBFK	0.0	0.0	0.0	0.0	0.0	0.0
ILETA	0.0	0.0	0.0	0.0	0.0	0.0
3MOPt2im	0.0	0.0	0.0	0.0	0.0	0.0
HIStiDF_r	0.0	0.0	0.0	0.0	0.0	0.0
FMNAT	0.0	0.0	0.0	0.0	0.0	0.0
CystinePyruvate	0.0	0.0	0.0	0.0	0.0	0.0
ILETAm	0.0	0.0	0.0	0.0	0.0	0.0
TCYNTt	0.0	0.0	0.0	0.0	0.0	0.0
EX_tcynt_e	0.0	0.0	0.0	0.0	0.0	0.0
EXRiboflavin	0.0	0.0	0.0	0.0	0.0	0.0
3SPYRSP	0.0	0.0	0.0	0.0	0.0	0.0
HMR_3951	0.0	0.0	0.0	0.0	0.0	0.0
EX_octanoyl_ACP	0.0	0.0	0.0	0.0	0.0	0.0
GLUCYS	0.0	0.0	0.0	0.0	0.0	0.0
Transport_octanoyl_ACP_c_e	0.0	0.0	0.0	0.0	0.0	0.0
PROD2	0.0	0.0	0.0	0.0	0.0	0.0
TransportFAD	0.0	0.0	0.0	0.0	0.0	0.0
3SALATAi	0.0	0.0	0.0	0.0	0.0	0.0
EX_his__L_e_r	0.0	0.0	0.0	0.0	0.0	0.0
EX_ribflv_e	0.0	0.0	0.0	0.0	0.0	0.0
ORNt4m	0.0	0.0	0.0	0.0	0.0	0.0
OCBTm	0.0	0.0	0.0	0.0	0.0	0.0
CBPSam	0.0	0.0	0.0	0.0	0.0	0.0
ILEtmi	0.0	0.0	0.0	0.0	0.0	0.0
GTHS	0.0	0.0	0.0	0.0	0.0	0.0
