Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB361	std_MDAMB361	mean_SKBR3	std_SKBR3	result	meanRatio	meanRatio_log
CBPS	-0.1496071684815547	0.4441573896759708	-0.1496071684815547	0.555842610324029	19.57739666666667	2.1523938014736577	20.18209	5.295346328787192	0.0	0.970038121258337	-0.04388665040236168
ASPCT	-0.1496071684815547	0.4441573896759708	-0.1496071684815547	0.555842610324029	19.57739666666667	2.1523938014736577	20.18209	5.295346328787192	0.0	0.970038121258337	-0.04388665040236168
DHORTS	-0.1496071684815547	0.4441573896759708	-0.1496071684815547	0.555842610324029	19.57739666666667	2.1523938014736577	20.18209	5.295346328787192	0.0	0.970038121258337	-0.04388665040236168
DHORD9	-7.393216766417457	0.0008924646335628	-7.393216766417457	0.9991075353664371	9.993496666666667	0.5256407153391208	13.813253333333334	0.5075141397263943	-1.0	0.7234716127699581	-0.4669916847916817
ORPT	0.2003788059382317	0.574520048581113	0.2003788059382317	0.4254799514188869	17.90504	0.9969209254833936	17.597763333333333	1.925944862092948	0.0	1.0174611205325526	0.024973666937172824
OMPDC	0.2003788059382317	0.574520048581113	0.2003788059382317	0.4254799514188869	17.90504	0.9969209254833936	17.597763333333333	1.925944862092948	0.0	1.0174611205325526	0.024973666937172824
UMPK	-3.440696799784793	0.0131384936507174	-3.440696799784793	0.9868615063492826	13.86648	1.4474452083585063	25.24871333333333	4.448842623104975	-1.0	0.5491955101606498	-0.8646082638223095
RNDR4	-1.7758846300267053	0.0752020090064284	-1.7758846300267053	0.9247979909935716	7.457783333333331	0.7412106565762676	10.058383333333332	1.9337847602449336	0.0	0.7414495039792676	-0.4315796528336957
TMDS	4.536825514932692	0.9947387505089113	4.536825514932692	0.0052612494910889	29.161976666666664	4.184715201829417	14.164636666666668	2.0840669649563144	1.0	2.0587874827239947	1.041794916204338
URIDK2r	4.770645909138485	0.9955820550935904	4.770645909138485	0.0044179449064095	60.62049	4.421995502605883	37.585366666666665	5.203366353495484	1.0	1.612874780167104	0.6896344353661301
NDPK2	11.915125662652828	0.999857896945931	11.915125662652828	0.000142103054069	1307.3455633333333	75.4379947535442	469.45688	64.80213093265837	1.0	2.7848043537743727	1.4775759746912493
NDPK3_f	11.915125662652828	0.999857896945931	11.915125662652828	0.000142103054069	1307.3455633333333	75.4379947535442	469.45688	64.80213093265837	1.0	2.7848043537743727	1.4775759746912493
NDPK3_b	11.915125662652828	0.999857896945931	11.915125662652828	0.000142103054069	1307.3455633333333	75.4379947535442	469.45688	64.80213093265837	1.0	2.7848043537743727	1.4775759746912493
CYTK1_r	-3.440696799784793	0.0131384936507174	-3.440696799784793	0.9868615063492826	13.86648	1.4474452083585063	25.24871333333333	4.448842623104975	-1.0	0.5491955101606498	-0.8646082638223095
CTPS1	-27.206490911645734	5.426623423073835e-06	-27.206490911645734	0.9999945733765768	19.2575	0.2325906201892063	25.827736666666667	0.2500828984334762	-1.0	0.7456131463835842	-0.42350079758937675
RNDR3	-1.7758846300267053	0.0752020090064284	-1.7758846300267053	0.9247979909935716	7.457783333333331	0.7412106565762676	10.058383333333332	1.9337847602449336	0.0	0.7414495039792676	-0.4315796528336957
GDHm	8.203463819666071	0.9993984259525336	8.203463819666071	0.0006015740474662	70.15091666666666	5.53921626788684	31.73535	3.629765399205115	1.0	2.210497652197523	1.1443712019849042
GLUDym_f	8.203463819666071	0.9993984259525336	8.203463819666071	0.0006015740474662	70.15091666666666	5.53921626788684	31.73535	3.629765399205115	1.0	2.210497652197523	1.1443712019849042
GLUDym_b	8.203463819666071	0.9993984259525336	8.203463819666071	0.0006015740474662	70.15091666666666	5.53921626788684	31.73535	3.629765399205115	1.0	2.210497652197523	1.1443712019849042
ASPTA_f	-4.881591451615314	0.004075627733448	-4.881591451615314	0.995924372266552	14.606333333333334	0.8032524992941026	23.68499333333333	2.504457799422638	-1.0	0.6166914690567784	-0.6973792058190516
ASPTA_b	-4.881591451615314	0.004075627733448	-4.881591451615314	0.995924372266552	14.606333333333334	0.8032524992941026	23.68499333333333	2.504457799422638	-1.0	0.6166914690567784	-0.6973792058190516
ASPTAm	-14.995959930373282	5.760467418772564e-05	-14.995959930373282	0.9999423953258124	56.17623	1.529886073405466	134.01264999999998	7.179267147910477	-1.0	0.41918602460290133	-1.2543374757509855
ASPGLUm	-4.890803114815457	0.0040486822210214	-4.890803114815457	0.9959513177789784	2.4613066666666668	0.1461656871118829	4.364313333333333	0.5305013443484905	-1.0	0.5639619520138335	-0.8263302611508168
ASPT	-4.288844461454661	0.0063789164952884	-4.288844461454661	0.9936210835047116	47.10685	5.45672980216173	77.67360333333333	8.47427954402549	-1.0	0.606471799664588	-0.7214875318662753
CBPSam	-6.341964965550698	0.001582934154723	-6.341964965550698	0.9984170658452768	0.0132033333333333	0.005502365148027	13.616013333333331	3.0333259238920496	-1.0	0.0009696915690446813	-10.010186439021385
OCBTm					0.0	0.0	0.0	0.0	0.0		
ORNt4m	-0.2879505061848202	0.3938441219312832	-0.2879505061848202	0.6061558780687167	3.02807	0.4142532807353491	3.11287	0.0429987627728984	0.0	0.9727582584560229	-0.03984677154430788
ARGSS	-8.57256840428948	0.0005084778743198	-8.57256840428948	0.9994915221256802	18.17737	1.250047638318904	65.43996	7.696032499883731	-1.0	0.27777171624188035	-1.8480283887104514
ARGSL	-7.580346025559062	0.0008120568476478	-7.580346025559062	0.9991879431523524	3.8409366666666656	0.7546620953483455	8.601516666666667	0.468288139669964	-1.0	0.4465417920483014	-1.1631328907406133
ARGN	0.9782162060494716	0.8083222758169047	0.9782162060494716	0.1916777241830952	0.2742633333333333	0.1018976847408985	0.1829933333333333	0.0838305920028932	0.0	1.4987613392109003	0.5837706687096902
ORNDC	-29.9531170049676	3.699414225054308e-06	-29.9531170049676	0.9999963005857748	36.5912	2.2650925151230927	111.08134	2.6904666049342927	-1.0	0.32940906186403585	-1.6020478515216934
SPMS	-7.943240167640068	0.0006801134663382	-7.943240167640068	0.9993198865336615	123.93990333333332	7.127484553624481	540.0183699999999	73.73487869909238	-1.0	0.2295105318978933	-2.123367736593664
SPRMS	-7.902982670290874	0.0006933719616363	-7.902982670290874	0.9993066280383636	158.00000333333332	7.327418448363809	570.49806	73.45062664108637	-1.0	0.2769509914430442	-1.8522973917448469
ADMDC	-4.683831001434701	0.004710416935474	-4.683831001434701	0.995289583064526	19.11405333333333	3.162676043230198	36.918053333333326	4.346854494016973	-1.0	0.5177427195511212	-0.9496927333393869
MTAP	-6.026170147163906	0.0019105367765587	-6.026170147163906	0.9980894632234412	0.8097966666666666	0.0629956196008015	3.131686666666667	0.5412443354797247	-1.0	0.2585816375840069	-1.951308264855487
ADPT	7.792066244643395	0.9992684087227972	7.792066244643395	0.0007315912772026	1704.6421166666669	163.9843604657071	775.4159566666667	39.39057285191669	1.0	2.198358315960543	1.1364265539524432
MTRI					1.0	0.0	1.0	0.0	0.0	1.0	0.0
MDRPD	-3.0717497344670965	0.0186147201270402	-3.0717497344670965	0.9813852798729598	1.2280633333333333	0.5233328954775238	2.38121	0.0893239993879957	-1.0	0.5157307979276643	-0.9553098932695462
DKMPPD					1.0	0.0	1.0	0.0	0.0	1.0	0.0
SPMDtex2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
SPRMti					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLYAMDTRc	6.195822590039299	0.9982748326628926	6.195822590039299	0.0017251673371073	0.2643066666666666	0.0417378783467594	0.04536	0.0274857793534523	1.0	5.82686654908877	2.5427202694680506
ARGDr					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0074_f	0.4057342428799064	0.6471481761215141	0.4057342428799064	0.3528518238784859	22.26680333333333	0.5430291589674437	21.04892	4.210137115518528	0.0	1.0578596589912133	0.08114824493103612
r0074_b	0.4057342428799064	0.6471481761215141	0.4057342428799064	0.3528518238784859	22.26680333333333	0.5430291589674437	21.04892	4.210137115518528	0.0	1.0578596589912133	0.08114824493103612
GLU5SAtmc_f					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLU5SAtmc_b					1.0	0.0	1.0	0.0	0.0	1.0	0.0
G5SADs_f	0.4057342428799064	0.6471481761215141	0.4057342428799064	0.3528518238784859	22.26680333333333	0.5430291589674437	21.04892	4.210137115518528	0.0	1.0578596589912133	0.08114824493103612
G5SADs_b	0.4057342428799064	0.6471481761215141	0.4057342428799064	0.3528518238784859	22.26680333333333	0.5430291589674437	21.04892	4.210137115518528	0.0	1.0578596589912133	0.08114824493103612
PRO1x	2.834210301788372	0.9764283209134542	2.834210301788372	0.0235716790865458	109.10531	8.397493871900114	81.88203666666668	10.677237967577984	1.0	1.3324694211522419	0.41410242494826244
P5CR	2.834210301788372	0.9764283209134542	2.834210301788372	0.0235716790865458	109.10531	8.397493871900114	81.88203666666668	10.677237967577984	1.0	1.3324694211522419	0.41410242494826244
PROD2					0.0	0.0	0.0	0.0	0.0		
EXRiboflavin					1.0	0.0	1.0	0.0	0.0	1.0	0.0
RBFK	-8.418536395428804	0.0005449892501811	-8.418536395428804	0.9994550107498188	8.31679	0.3273060744929734	23.92574	2.601608955857893	-1.0	0.34760847522375476	-1.524464837205067
FMNAT	-12.358050783094455	0.0001231961833429	-12.358050783094455	0.9998768038166572	48.2999	2.264323867603748	92.38609	4.508393826770981	-1.0	0.5228048941133887	-0.9356554482450897
TransportFAD					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ASNS1	-1.6632583743034763	0.0857970608652638	-1.6632583743034763	0.9142029391347362	0.1275066666666666	0.0543067622144997	0.2424966666666666	0.0813029959814246	0.0	0.5258079148854279	-0.9273922361569392
ASNN	5.537407776405639	0.9974003522893988	5.537407776405639	0.002599647710601	3.65447	0.1709089946921069	2.03485	0.3766795064773235	1.0	1.7959407327321424	0.8447397409452823
METS	2.510842042659054	0.9670009791611271	2.510842042659054	0.0329990208388728	3.1145666666666667	0.3158964683070845	2.441073333333333	0.2100200797278413	1.0	1.2759004918601382	0.3515158169570797
METAT	-2.5888041593140727	0.0303802290449416	-2.5888041593140727	0.9696197709550582	12.002113333333334	1.568625045282935	19.567556666666665	3.823598703719952	-1.0	0.6133680120512407	-0.7051751647649602
HMR_3915					1.0	0.0	1.0	0.0	0.0	1.0	0.0
AHCi	-3.0717497344670965	0.0186147201270402	-3.0717497344670965	0.9813852798729598	1.2280633333333333	0.5233328954775238	2.38121	0.0893239993879957	-1.0	0.5157307979276643	-0.9553098932695462
ADNK1	-4.466460663115086	0.0055524453039923	-4.466460663115086	0.9944475546960077	0.9276933333333334	0.0702441287384378	2.9345733333333333	0.6315430854836606	-1.0	0.3161254560572122	-1.6614308816987178
CYSTS	7.788951664227071	0.9992672983880634	7.788951664227071	0.0007327016119366	0.52658	0.0563101701885784	0.1431133333333333	0.040948377528569	1.0	3.6794614990450474	1.8794946386994584
CYSTGL	-6.942114613304475	0.0011306913033173	-6.942114613304475	0.9988693086966828	0.8438233333333334	0.0743878181484635	2.34971	0.2976162308521944	-1.0	0.3591180755639349	-1.4774698245911226
MTHFR3	17.52296838401434	0.9999688599256576	17.52296838401434	3.114007434253087e-05	10.373846666666669	0.4646242800610213	4.06078	0.2090902237472298	1.0	2.5546438533155373	1.3531221769282902
MetSynthesis					1.0	0.0	1.0	0.0	0.0	1.0	0.0
UNK3					1.0	0.0	1.0	0.0	0.0	1.0	0.0
5MTHFt	16.469049414112522	0.9999602032936457	16.469049414112522	3.979670635431714e-05	20.25159333333333	1.241727344316062	2.8286333333333338	0.8345709242612172	1.0	7.159497519414556	2.8398583372538893
ILETA	-1.109977549609286	0.1646195212244528	-1.109977549609286	0.8353804787755472	0.0073599999999999	0.0031458014347168	0.4689166666666666	0.588057261629814	0.0	0.015695752621289995	-5.993481981054132
3MOPt2im					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ILETAm	-0.361039402540127	0.3681653282321689	-0.361039402540127	0.6318346717678309	34.44029	1.3151157899845427	35.34732666666667	3.30056055740368	0.0	0.9743393135435606	-0.03750381670908094
LEUTA	-1.109977549609286	0.1646195212244528	-1.109977549609286	0.8353804787755472	0.0073599999999999	0.0031458014347168	0.4689166666666666	0.588057261629814	0.0	0.015695752621289995	-5.993481981054132
4MOPt2im					1.0	0.0	1.0	0.0	0.0	1.0	0.0
LEUTAm	-0.361039402540127	0.3681653282321689	-0.361039402540127	0.6318346717678309	34.44029	1.3151157899845427	35.34732666666667	3.30056055740368	0.0	0.9743393135435606	-0.03750381670908094
OIVD1m	1.0850368691037775	0.8305371481974367	1.0850368691037775	0.1694628518025632	0.06818	0.0692940877708913	0.0142499999999999	0.0117975166878457	0.0	4.784561403508806	2.2583866802004904
ACOAD8m	-4.048631102806136	0.0077466043854727	-4.048631102806136	0.9922533956145272	30.55691	1.882620087555284	44.16136	4.363304445608472	-1.0	0.6919377030055233	-0.5312859408559125
MCCCrm	-0.5341042932746655	0.310786141473708	-0.5341042932746655	0.6892138585262919	4.191590000000001	0.1201241768615572	4.61974	1.1272831649885786	0.0	0.9073216241606672	-0.14031405203612607
MGCHrm	-4.123344152380716	0.0072863350226531	-4.123344152380716	0.9927136649773468	0.4434666666666667	0.0426382811827848	0.8870533333333332	0.1460431726883831	-1.0	0.49993236032406924	-1.0001951800522784
HMGCOAtm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
VALTA	-1.109977549609286	0.1646195212244528	-1.109977549609286	0.8353804787755472	0.0073599999999999	0.0031458014347168	0.4689166666666666	0.588057261629814	0.0	0.015695752621289995	-5.993481981054132
3MOBt2im					1.0	0.0	1.0	0.0	0.0	1.0	0.0
VALTAim	-0.361039402540127	0.3681653282321689	-0.361039402540127	0.6318346717678309	34.44029	1.3151157899845427	35.34732666666667	3.30056055740368	0.0	0.9743393135435606	-0.03750381670908094
OIVD2m	1.0850368691037775	0.8305371481974367	1.0850368691037775	0.1694628518025632	0.06818	0.0692940877708913	0.0142499999999999	0.0117975166878457	0.0	4.784561403508806	2.2583866802004904
ACOAD9m	-2.1531198377231697	0.0488196480598417	-2.1531198377231697	0.9511803519401584	24.61045	2.0675552210924537	28.90717	1.9209070206719192	-1.0	0.851361444236845	-0.23215633888544715
ECOAH12m	-4.591389216037082	0.0050481172882562	-4.591389216037082	0.9949518827117436	152.53068666666667	8.326676934489255	254.65992666666665	30.33522863478075	-1.0	0.5989583389235773	-0.7394724363117087
3HBCOAHLm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HIBDm	-1.9644388073349583	0.060468836545925	-1.9644388073349583	0.939531163454075	4.678043333333334	0.0946792875389801	6.69028	1.4455262430224731	0.0	0.6992298279494034	-0.5161613658314286
r0643	1.8452780551233807	0.9306266378709052	1.8452780551233807	0.0693733621290946	151.26054	7.14982926742078	129.49495	15.07108752424545	0.0	1.1680806085488276	0.22413983718101232
MMSAD1m	3.251711172339162	0.9843374824610184	3.251711172339162	0.0156625175389817	7.9334	0.606179428882241	4.480503333333334	1.3739305180232204	1.0	1.7706492797312203	0.8242784794527435
MMTSADm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PCC					1.0	0.0	1.0	0.0	0.0	1.0	0.0
MMALH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
MMEm	2.270116161479676	0.9571416779689256	2.270116161479676	0.0428583220310743	8.61377	0.4574473893975855	6.20029	1.4322461297556368	1.0	1.3892527607579648	0.4743091072510559
MMMm	2.8980580650238017	0.9778980241080326	2.8980580650238017	0.0221019758919674	6.72343	0.5261190424862673	4.68933	0.8417128271962275	1.0	1.4337719887489258	0.5198156120062422
ILEtmi					1.0	0.0	1.0	0.0	0.0	1.0	0.0
LEUt5m					1.0	0.0	1.0	0.0	0.0	1.0	0.0
VALt5m					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PGCD	14.863549189919391	0.9999403461891296	14.863549189919391	5.965381087026714e-05	22.622163333333333	1.4982969964225683	4.939163333333333	0.7653924697100757	1.0	4.580161012425181	2.1953983161703094
PSERT	-16.69260725104719	3.773155164493157e-05	-16.69260725104719	0.999962268448355	7.75958	0.6734515932616583	23.251583333333333	1.126548711813604	-1.0	0.33372264971202675	-1.5832784895229157
PSP_L	12.964664032706793	0.9998978956702564	12.964664032706793	0.0001021043297436	5.966206666666667	0.2328644599093833	3.62735	0.1042314926817547	1.0	1.644783841279906	0.7178979963590093
GHMT2r_f	8.830410743036602	0.9995461103631018	8.830410743036602	0.0004538896368982	15.76138	0.6191664312606112	10.781836666666669	0.502611614956209	1.0	1.4618455544525344	0.547790897066361
GHMT2r_b	8.830410743036602	0.9995461103631018	8.830410743036602	0.0004538896368982	15.76138	0.6191664312606112	10.781836666666669	0.502611614956209	1.0	1.4618455544525344	0.547790897066361
SERD_L	3.098416507314937	0.9818616125283014	3.098416507314937	0.0181383874716986	10.968213333333331	1.5363327439573615	6.459733333333333	1.3690380353209897	1.0	1.6979359313077935	0.763782022301803
ALATA_L_f	-4.871202456093412	0.0041062794906553	-4.871202456093412	0.9958937205093448	16.404633333333333	0.7035634105671568	25.26673666666667	2.4747911069062427	-1.0	0.6492580957229537	-0.6231359966320594
ALATA_L_b	-4.871202456093412	0.0041062794906553	-4.871202456093412	0.9958937205093448	16.404633333333333	0.7035634105671568	25.26673666666667	2.4747911069062427	-1.0	0.6492580957229537	-0.6231359966320594
r1435					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLYtm_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GHMT2rm	-0.7117369120651906	0.2579681821014822	-0.7117369120651906	0.7420318178985178	261.64768	15.92230646913526	277.7466933333333	27.744341664808378	0.0	0.9420370657158018	-0.0861442691550927
MLTHFtm_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0962	-10.833489270380586	0.0002059551534606	-10.833489270380586	0.9997940448465392	7.353593333333333	0.630471937643188	15.600716666666663	0.8726652826574206	-1.0	0.47136253355882163	-1.0850910049395646
FORtm_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0514	-0.4063122202741517	0.3526558977242994	-0.4063122202741517	0.6473441022757005	13.338333333333331	0.672061083401072	13.756266666666669	1.2901068674424698	0.0	0.9696186949947657	-0.044510579537488826
DHFRim	-0.4063122202741517	0.3526558977242994	-0.4063122202741517	0.6473441022757005	13.338333333333331	0.672061083401072	13.756266666666669	1.2901068674424698	0.0	0.9696186949947657	-0.044510579537488826
FTHFLmi	-5.426120637570773	0.0027971227253377	-5.426120637570773	0.9972028772746624	7.894629999999999	0.5036076274905563	19.192826666666665	2.901272642150145	-1.0	0.41133232415999865	-1.2816236457747119
MTHFCm	-2.139622571645097	0.0495649190967091	-2.139622571645097	0.9504350809032908	40.245763333333336	4.41793719914874	47.91413666666667	2.484293730906679	-1.0	0.8399559322819201	-0.25161445502697766
MTHFDm	-4.318381189561084	0.0062316557112666	-4.318381189561084	0.9937683442887334	47.30989333333334	3.934918746813232	66.29366	4.81318086137085	-1.0	0.713641294406333	-0.4867289965692261
FOLR2	-0.4063122202741517	0.3526558977242994	-0.4063122202741517	0.6473441022757005	13.338333333333331	0.672061083401072	13.756266666666669	1.2901068674424698	0.0	0.9696186949947657	-0.044510579537488826
DHFR	-0.4063122202741517	0.3526558977242994	-0.4063122202741517	0.6473441022757005	13.338333333333331	0.672061083401072	13.756266666666669	1.2901068674424698	0.0	0.9696186949947657	-0.044510579537488826
FTHFLi	-5.579833933880249	0.0025288809060129	-5.579833933880249	0.997471119093987	7.064130000000001	0.4848266131996743	18.379526666666667	2.826618959821473	-1.0	0.38434776521266967	-1.3795158149391624
FTHFDH	-8.688859204997298	0.0004829044115429	-8.688859204997298	0.999517095588457	0.2491033333333333	0.0207119809664733	2.089296666666667	0.2987960118356483	-1.0	0.11922832085438638	-3.068201128356117
MTHFC_f	-5.579833933880249	0.0025288809060129	-5.579833933880249	0.997471119093987	7.064130000000001	0.4848266131996743	18.379526666666667	2.826618959821473	-1.0	0.38434776521266967	-1.3795158149391624
MTHFC_b	-5.579833933880249	0.0025288809060129	-5.579833933880249	0.997471119093987	7.064130000000001	0.4848266131996743	18.379526666666667	2.826618959821473	-1.0	0.38434776521266967	-1.3795158149391624
MTHFD	-2.6686424838154035	0.0279424534150965	-2.6686424838154035	0.9720575465849034	17.437976666666668	0.4122796418559726	22.440303333333333	2.618664411748011	-1.0	0.7770829301029948	-0.3638595239712677
MTHFD2i_f	-2.133756094057123	0.0498927767274937	-2.133756094057123	0.9501072232725064	40.65549666666666	4.409064113999201	48.28363333333333	2.474091022743955	-1.0	0.8420140295987114	-0.2480838232775638
MTHFD2i_b	-2.133756094057123	0.0498927767274937	-2.133756094057123	0.9501072232725064	40.65549666666666	4.409064113999201	48.28363333333333	2.474091022743955	-1.0	0.8420140295987114	-0.2480838232775638
ACACT1r	1.2236276919295492	0.8558788430730366	1.2236276919295492	0.1441211569269634	15.10471	1.712137275979937	13.219896666666664	1.3468237552190052	0.0	1.1425739838107665	0.1922875855206698
HMGCOAS	5.047191129528345	0.9963773187089966	5.047191129528345	0.0036226812910033	30.846353333333337	5.37021287691238	11.096076666666669	1.3363635333828727	1.0	2.7799333277858267	1.4750502826515897
HMGCOAR	3.0653844449101744	0.981269419628498	3.0653844449101744	0.0187305803715018	22.414910000000003	1.896993026713594	16.586033333333333	1.9060276536002545	1.0	1.3514328320414166	0.43448980984610813
MEVK1	1.9947114664264176	0.941589993330964	1.9947114664264176	0.0584100066690358	42.33616666666666	2.605192069238317	34.85680333333333	4.618649544418322	0.0	1.2145739889515588	0.28045037819292074
PMEVK	-2.8984974969939623	0.0220922368227083	-2.8984974969939623	0.9779077631772916	17.671120000000002	0.4940960603634352	24.77162333333333	3.429010333807053	-1.0	0.71336140398281	-0.48729493317417116
IPDDI	-4.645655287623097	0.0048464473867507	-4.645655287623097	0.9951535526132492	50.79752666666667	4.744178556233125	83.19012666666667	8.644587675632014	-1.0	0.6106196576693116	-0.7116540599356443
DPMVD	5.745968508179878	0.9977264975387692	5.745968508179878	0.0022735024612309	81.35238333333332	10.755882071977588	32.27788	5.495232415909874	1.0	2.520375666968627	1.3336387862964592
DMATT	-2.035956980954325	0.055727400831754	-2.035956980954325	0.944272599168246	11.762	0.5953545337583868	16.95703333333333	3.5591160031702	0.0	0.6936354826217638	-0.527750394001897
GRTT	-2.035956980954325	0.055727400831754	-2.035956980954325	0.944272599168246	11.762	0.5953545337583868	16.95703333333333	3.5591160031702	0.0	0.6936354826217638	-0.527750394001897
HMR_1465					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HMR_1467					1.0	0.0	1.0	0.0	0.0	1.0	0.0
SMO	-7.668145457443263	0.0007774232833257	-7.668145457443263	0.9992225767166742	31.043756666666667	2.5691817868773352	94.49092	11.41584256522779	-1.0	0.32853692890985364	-1.6058725503345435
LNSTLS	1.8566075649739648	0.9315313492615692	1.8566075649739648	0.0684686507384306	19.106753333333334	1.5311941957468644	15.79989	2.000076863239677	0.0	1.2092966048075862	0.2741681385521551
HMR_1477	-1.3702348757627807	0.1212417972799957	-1.3702348757627807	0.8787582027200043	0.1283566666666666	0.0712642950961809	0.2065799999999999	0.0379390809939654	0.0	0.6213412076031883	-0.6865423573092961
HMR_1478	-1.3702348757627807	0.1212417972799957	-1.3702348757627807	0.8787582027200043	0.1283566666666666	0.0712642950961809	0.2065799999999999	0.0379390809939654	0.0	0.6213412076031883	-0.6865423573092961
HMR_1479	-1.3702348757627807	0.1212417972799957	-1.3702348757627807	0.8787582027200043	0.1283566666666666	0.0712642950961809	0.2065799999999999	0.0379390809939654	0.0	0.6213412076031883	-0.6865423573092961
C14STR	11.118174943672336	0.9998138252457532	11.118174943672336	0.0001861747542469	260.6775166666667	19.225597793439057	89.07240333333333	10.33600932618688	1.0	2.9265800282848553	1.5492157301736758
HMR_1490	-1.5764003894357528	0.0950312306076607	-1.5764003894357528	0.9049687693923392	30.53758666666667	2.7468656055260907	37.71102333333334	5.819719759217126	0.0	0.8097787852835603	-0.30440024733744375
HMR_1493	-1.5764003894357528	0.0950312306076607	-1.5764003894357528	0.9049687693923392	30.53758666666667	2.7468656055260907	37.71102333333334	5.819719759217126	0.0	0.8097787852835603	-0.30440024733744375
HMR_1494	-1.5764003894357528	0.0950312306076607	-1.5764003894357528	0.9049687693923392	30.53758666666667	2.7468656055260907	37.71102333333334	5.819719759217126	0.0	0.8097787852835603	-0.30440024733744375
C3STDH1	4.6135715446055725	0.995035526920009	4.6135715446055725	0.004964473079991	9.376876666666666	0.2165295346033779	7.692369999999999	0.4687643407939645	1.0	1.2189840928955145	0.2856792996656784
HMR_1495	-0.6194793227113731	0.284571256419653	-0.6194793227113731	0.715428743580347	9.376876666666666	0.2165295346033779	9.87765	1.1225258582619226	0.0	0.9493023813018954	-0.0750603927632968
HMR_1500	5.822331976682306	0.9978332372359356	5.822331976682306	0.0021667627640642	3.7332866666666655	0.0737552937459784	2.4723666666666664	0.2972573771816083	1.0	1.51000525811975	0.5945535732921292
HMR_1502	-1.5764003894357528	0.0950312306076607	-1.5764003894357528	0.9049687693923392	30.53758666666667	2.7468656055260907	37.71102333333334	5.819719759217126	0.0	0.8097787852835603	-0.30440024733744375
HMR_1503	-1.5764003894357528	0.0950312306076607	-1.5764003894357528	0.9049687693923392	30.53758666666667	2.7468656055260907	37.71102333333334	5.819719759217126	0.0	0.8097787852835603	-0.30440024733744375
HMR_1504	-1.5764003894357528	0.0950312306076607	-1.5764003894357528	0.9049687693923392	30.53758666666667	2.7468656055260907	37.71102333333334	5.819719759217126	0.0	0.8097787852835603	-0.30440024733744375
HMR_1505	4.6135715446055725	0.995035526920009	4.6135715446055725	0.004964473079991	9.376876666666666	0.2165295346033779	7.692369999999999	0.4687643407939645	1.0	1.2189840928955145	0.2856792996656784
HMR_1509	5.822331976682306	0.9978332372359356	5.822331976682306	0.0021667627640642	3.7332866666666655	0.0737552937459784	2.4723666666666664	0.2972573771816083	1.0	1.51000525811975	0.5945535732921292
CHLSTI_1	0.7994551412672927	0.7655954149844855	0.7994551412672927	0.2344045850155144	208.6410833333333	26.76329638412196	189.55276	20.589228213667138	0.0	1.1007019013246406	0.13842380249734695
HMR_1516	5.700475608229223	0.9976598395064432	5.700475608229223	0.0023401604935569	15.138113333333331	1.0780038089089583	7.46162	1.5699652734376008	1.0	2.028797142354252	1.0206246184949987
RE2410C					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DSMSTOLR					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ACCOAC	-1.936377084245165	0.0624481372003664	-1.936377084245165	0.9375518627996337	1.3814233333333332	0.0455737382954505	1.4645466666666664	0.0401064968413957	0.0	0.9432429602789487	-0.08429866710196336
FASN	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
MCAT	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
AcetoacetylACPsynthesis	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0691	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0681	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
r0682	-3.840850528062072	0.0092230650808544	-3.840850528062072	0.9907769349191456	666.22373	78.59342551872939	1888.0455	442.9604224536907	-1.0	0.35286423446892573	-1.502814885708219
