Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_SKBR3	std_SKBR3	mean_MDAMB361	std_MDAMB361	result	meanRatio	meanRatio_log
ASPCT	0.1496071684815547	0.555842610324029	0.1496071684815547	0.4441573896759708	20.18209	5.295346328787192	19.57739666666667	2.1523938014736577	0.0	1.030887320905282	0.04388665040236184
DHORTS	0.1496071684815547	0.555842610324029	0.1496071684815547	0.4441573896759708	20.18209	5.295346328787192	19.57739666666667	2.1523938014736577	0.0	1.030887320905282	0.04388665040236184
DHORD9	7.393216766417457	0.9991075353664371	7.393216766417457	0.0008924646335628	13.813253333333334	0.5075141397263943	9.993496666666667	0.5256407153391208	1.0	1.3822242398306366	0.4669916847916816
ORPT	-0.2003788059382317	0.4254799514188869	-0.2003788059382317	0.574520048581113	17.597763333333333	1.925944862092948	17.90504	0.9969209254833936	0.0	0.9828385378269656	-0.024973666937172852
OMPDC	-0.2003788059382317	0.4254799514188869	-0.2003788059382317	0.574520048581113	17.597763333333333	1.925944862092948	17.90504	0.9969209254833936	0.0	0.9828385378269656	-0.024973666937172852
UMPK	3.440696799784793	0.9868615063492826	3.440696799784793	0.0131384936507174	25.24871333333333	4.448842623104975	13.86648	1.4474452083585063	1.0	1.820845184454406	0.8646082638223096
RNDR4	1.7758846300267053	0.9247979909935716	1.7758846300267053	0.0752020090064284	10.058383333333332	1.9337847602449336	7.457783333333331	0.7412106565762676	0.0	1.3487095137742005	0.43157965283369576
TMDS	-4.536825514932692	0.0052612494910889	-4.536825514932692	0.994738750508911	14.164636666666668	2.0840669649563144	29.161976666666664	4.184715201829417	-1.0	0.485722789938908	-1.0417949162043378
URIDK2r	-4.770645909138485	0.0044179449064095	-4.770645909138485	0.9955820550935904	37.585366666666665	5.203366353495484	60.62049	4.421995502605883	-1.0	0.6200109346966127	-0.6896344353661303
NDPK2	-11.915125662652828	0.000142103054069	-11.915125662652828	0.9998578969459307	469.45688	64.80213093265837	1307.3455633333333	75.4379947535442	-1.0	0.3590916534745625	-1.4775759746912493
NDPK3_f	-11.915125662652828	0.000142103054069	-11.915125662652828	0.9998578969459307	469.45688	64.80213093265837	1307.3455633333333	75.4379947535442	-1.0	0.3590916534745625	-1.4775759746912493
NDPK3_b	-11.915125662652828	0.000142103054069	-11.915125662652828	0.9998578969459307	469.45688	64.80213093265837	1307.3455633333333	75.4379947535442	-1.0	0.3590916534745625	-1.4775759746912493
CYTK1_r	3.440696799784793	0.9868615063492826	3.440696799784793	0.0131384936507174	25.24871333333333	4.448842623104975	13.86648	1.4474452083585063	1.0	1.820845184454406	0.8646082638223096
CTPS1	27.206490911645734	0.9999945733765768	27.206490911645734	5.426623423073835e-06	25.827736666666667	0.2500828984334762	19.2575	0.2325906201892063	1.0	1.3411780691505475	0.4235007975893768
RNDR3	1.7758846300267053	0.9247979909935716	1.7758846300267053	0.0752020090064284	10.058383333333332	1.9337847602449336	7.457783333333331	0.7412106565762676	0.0	1.3487095137742005	0.43157965283369576
GDHm	-8.203463819666071	0.0006015740474662	-8.203463819666071	0.9993984259525336	31.73535	3.629765399205115	70.15091666666666	5.53921626788684	-1.0	0.4523868184188613	-1.1443712019849042
GLUDym_f	-8.203463819666071	0.0006015740474662	-8.203463819666071	0.9993984259525336	31.73535	3.629765399205115	70.15091666666666	5.53921626788684	-1.0	0.4523868184188613	-1.1443712019849042
GLUDym_b	-8.203463819666071	0.0006015740474662	-8.203463819666071	0.9993984259525336	31.73535	3.629765399205115	70.15091666666666	5.53921626788684	-1.0	0.4523868184188613	-1.1443712019849042
ASPTA_f	4.881591451615314	0.995924372266552	4.881591451615314	0.004075627733448	23.68499333333333	2.504457799422638	14.606333333333334	0.8032524992941026	1.0	1.6215564024738125	0.6973792058190516
ASPTA_b	4.881591451615314	0.995924372266552	4.881591451615314	0.004075627733448	23.68499333333333	2.504457799422638	14.606333333333334	0.8032524992941026	1.0	1.6215564024738125	0.6973792058190516
ASPTAm	14.995959930373282	0.9999423953258122	14.995959930373282	5.760467418772564e-05	134.01264999999998	7.179267147910477	56.17623	1.529886073405466	1.0	2.3855757141410163	1.2543374757509855
ASPGLUm	4.890803114815457	0.9959513177789784	4.890803114815457	0.0040486822210214	4.364313333333333	0.5305013443484905	2.4613066666666668	0.1461656871118829	1.0	1.773169265105797	0.8263302611508166
ASPT	4.288844461454661	0.9936210835047116	4.288844461454661	0.0063789164952884	77.67360333333333	8.47427954402549	47.10685	5.45672980216173	1.0	1.6488812844274947	0.7214875318662755
CBPSam	6.341964965550698	0.9984170658452768	6.341964965550698	0.001582934154723	13.616013333333331	3.0333259238920496	0.0132033333333333	0.005502365148027	1.0	1031.2557434991188	10.010186439021385
OCBTm					0.0	0.0	0.0	0.0	0.0		
ORNt4m	0.2879505061848202	0.6061558780687167	0.2879505061848202	0.3938441219312832	3.11287	0.0429987627728984	3.02807	0.4142532807353491	0.0	1.0280046366167228	0.039846771544307845
ARGSS	8.57256840428948	0.9994915221256804	8.57256840428948	0.0005084778743198	65.43996	7.696032499883731	18.17737	1.250047638318904	1.0	3.6000785592195133	1.8480283887104516
ARGSL	7.580346025559062	0.9991879431523524	7.580346025559062	0.0008120568476478	8.601516666666667	0.468288139669964	3.8409366666666656	0.7546620953483455	1.0	2.2394320482590624	1.1631328907406133
ARGN	-0.9782162060494716	0.1916777241830952	-0.9782162060494716	0.8083222758169047	0.1829933333333333	0.0838305920028932	0.2742633333333333	0.1018976847408985	0.0	0.6672176375502862	-0.5837706687096903
ORNDC	29.9531170049676	0.9999963005857748	29.9531170049676	3.699414225054308e-06	111.08134	2.6904666049342927	36.5912	2.2650925151230927	1.0	3.035739194123177	1.6020478515216934
SPMS	7.943240167640068	0.9993198865336615	7.943240167640068	0.0006801134663382	540.0183699999999	73.73487869909238	123.93990333333332	7.127484553624481	1.0	4.357098524981367	2.123367736593664
SPRMS	7.902982670290874	0.9993066280383636	7.902982670290874	0.0006933719616363	570.49806	73.45062664108637	158.00000333333332	7.327418448363809	1.0	3.6107471390137738	1.8522973917448469
ADMDC	4.683831001434701	0.995289583064526	4.683831001434701	0.004710416935474	36.918053333333326	4.346854494016973	19.11405333333333	3.162676043230198	1.0	1.9314612494541537	0.9496927333393868
MTAP	6.026170147163906	0.9980894632234412	6.026170147163906	0.0019105367765587	3.131686666666667	0.5412443354797247	0.8097966666666666	0.0629956196008015	1.0	3.8672506267005304	1.951308264855487
ADPT	-7.792066244643395	0.0007315912772026	-7.792066244643395	0.9992684087227972	775.4159566666667	39.39057285191669	1704.6421166666669	163.9843604657071	-1.0	0.45488489876276766	-1.1364265539524432
MTRI					1.0	0.0	1.0	0.0	0.0	1.0	0.0
MDRPD	3.0717497344670965	0.9813852798729596	3.0717497344670965	0.0186147201270402	2.38121	0.0893239993879957	1.2280633333333333	0.5233328954775238	1.0	1.9389960886924942	0.9553098932695464
DKMPPD					1.0	0.0	1.0	0.0	0.0	1.0	0.0
SPMDtex2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
SPRMti					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLYAMDTRc	-6.195822590039299	0.0017251673371073	-6.195822590039299	0.9982748326628926	0.04536	0.0274857793534523	0.2643066666666666	0.0417378783467594	-1.0	0.17161882661554764	-2.5427202694680506
ARGDr					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0074_f	-0.4057342428799064	0.3528518238784859	-0.4057342428799064	0.6471481761215141	21.04892	4.210137115518528	22.26680333333333	0.5430291589674437	0.0	0.9453049764215521	-0.08114824493103615
r0074_b	-0.4057342428799064	0.3528518238784859	-0.4057342428799064	0.6471481761215141	21.04892	4.210137115518528	22.26680333333333	0.5430291589674437	0.0	0.9453049764215521	-0.08114824493103615
GLU5SAtmc_f					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLU5SAtmc_b					1.0	0.0	1.0	0.0	0.0	1.0	0.0
G5SADs_f	-0.4057342428799064	0.3528518238784859	-0.4057342428799064	0.6471481761215141	21.04892	4.210137115518528	22.26680333333333	0.5430291589674437	0.0	0.9453049764215521	-0.08114824493103615
G5SADs_b	-0.4057342428799064	0.3528518238784859	-0.4057342428799064	0.6471481761215141	21.04892	4.210137115518528	22.26680333333333	0.5430291589674437	0.0	0.9453049764215521	-0.08114824493103615
PRO1x	-2.834210301788372	0.0235716790865458	-2.834210301788372	0.9764283209134542	81.88203666666668	10.677237967577984	109.10531	8.397493871900114	-1.0	0.7504862656699905	-0.41410242494826255
P5CR	-2.834210301788372	0.0235716790865458	-2.834210301788372	0.9764283209134542	81.88203666666668	10.677237967577984	109.10531	8.397493871900114	-1.0	0.7504862656699905	-0.41410242494826255
PROD2					0.0	0.0	0.0	0.0	0.0		
EXRiboflavin					1.0	0.0	1.0	0.0	0.0	1.0	0.0
RBFK	8.418536395428804	0.9994550107498188	8.418536395428804	0.0005449892501811	23.92574	2.601608955857893	8.31679	0.3273060744929734	1.0	2.8767998230086373	1.524464837205067
FMNAT	12.358050783094455	0.9998768038166572	12.358050783094455	0.0001231961833429	92.38609	4.508393826770981	48.2999	2.264323867603748	1.0	1.9127594467069289	0.9356554482450896
TransportFAD					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ASNS1	1.6632583743034763	0.9142029391347362	1.6632583743034763	0.0857970608652638	0.2424966666666666	0.0813029959814246	0.1275066666666666	0.0543067622144997	0.0	1.9018351981595738	0.9273922361569393
ASNN	-5.537407776405639	0.002599647710601	-5.537407776405639	0.9974003522893988	2.03485	0.3766795064773235	3.65447	0.1709089946921069	-1.0	0.5568112475954106	-0.8447397409452823
METS	-2.510842042659054	0.0329990208388728	-2.510842042659054	0.9670009791611271	2.441073333333333	0.2100200797278413	3.1145666666666667	0.3158964683070845	-1.0	0.7837601806564851	-0.35151581695707945
METAT	2.5888041593140727	0.9696197709550582	2.5888041593140727	0.0303802290449416	19.567556666666665	3.823598703719952	12.002113333333334	1.568625045282935	1.0	1.6303426007753077	0.7051751647649602
HMR_3915					1.0	0.0	1.0	0.0	0.0	1.0	0.0
AHCi	3.0717497344670965	0.9813852798729596	3.0717497344670965	0.0186147201270402	2.38121	0.0893239993879957	1.2280633333333333	0.5233328954775238	1.0	1.9389960886924942	0.9553098932695464
ADNK1	4.466460663115086	0.9944475546960077	4.466460663115086	0.0055524453039923	2.9345733333333333	0.6315430854836606	0.9276933333333334	0.0702441287384378	1.0	3.1633010908777326	1.661430881698718
CYSTS	-7.788951664227071	0.0007327016119366	-7.788951664227071	0.9992672983880634	0.1431133333333333	0.040948377528569	0.52658	0.0563101701885784	-1.0	0.2717789003253699	-1.8794946386994584
CYSTGL	6.942114613304475	0.9988693086966828	6.942114613304475	0.0011306913033173	2.34971	0.2976162308521944	0.8438233333333334	0.0743878181484635	1.0	2.7845994619726877	1.4774698245911229
MTHFR3	-17.52296838401434	3.114007434253087e-05	-17.52296838401434	0.9999688599256576	4.06078	0.2090902237472298	10.373846666666669	0.4646242800610213	-1.0	0.3914439966659747	-1.3531221769282904
MetSynthesis					1.0	0.0	1.0	0.0	0.0	1.0	0.0
UNK3					1.0	0.0	1.0	0.0	0.0	1.0	0.0
5MTHFt	-16.469049414112522	3.979670635431714e-05	-16.469049414112522	0.9999602032936457	2.8286333333333338	0.8345709242612172	20.25159333333333	1.241727344316062	-1.0	0.13967460667292356	-2.8398583372538893
ILETA	1.109977549609286	0.8353804787755472	1.109977549609286	0.1646195212244528	0.4689166666666666	0.588057261629814	0.0073599999999999	0.0031458014347168	0.0	63.711503623189266	5.993481981054132
3MOPt2im					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ILETAm	0.361039402540127	0.6318346717678309	0.361039402540127	0.3681653282321689	35.34732666666667	3.30056055740368	34.44029	1.3151157899845427	0.0	1.0263364991022628	0.037503816709080845
LEUTA	1.109977549609286	0.8353804787755472	1.109977549609286	0.1646195212244528	0.4689166666666666	0.588057261629814	0.0073599999999999	0.0031458014347168	0.0	63.711503623189266	5.993481981054132
4MOPt2im					1.0	0.0	1.0	0.0	0.0	1.0	0.0
LEUTAm	0.361039402540127	0.6318346717678309	0.361039402540127	0.3681653282321689	35.34732666666667	3.30056055740368	34.44029	1.3151157899845427	0.0	1.0263364991022628	0.037503816709080845
OIVD1m	-1.0850368691037775	0.1694628518025632	-1.0850368691037775	0.8305371481974367	0.0142499999999999	0.0117975166878457	0.06818	0.0692940877708913	0.0	0.20900557348195803	-2.2583866802004904
ACOAD8m	4.048631102806136	0.9922533956145272	4.048631102806136	0.0077466043854727	44.16136	4.363304445608472	30.55691	1.882620087555284	1.0	1.4452168102075769	0.5312859408559126
MCCCrm	0.5341042932746655	0.6892138585262919	0.5341042932746655	0.310786141473708	4.61974	1.1272831649885786	4.191590000000001	0.1201241768615572	0.0	1.102145009411703	0.1403140520361262
MGCHrm	4.123344152380716	0.9927136649773468	4.123344152380716	0.0072863350226531	0.8870533333333332	0.1460431726883831	0.4434666666666667	0.0426382811827848	1.0	2.000270595309681	1.0001951800522784
HMGCOAtm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
VALTA	1.109977549609286	0.8353804787755472	1.109977549609286	0.1646195212244528	0.4689166666666666	0.588057261629814	0.0073599999999999	0.0031458014347168	0.0	63.711503623189266	5.993481981054132
3MOBt2im					1.0	0.0	1.0	0.0	0.0	1.0	0.0
VALTAim	0.361039402540127	0.6318346717678309	0.361039402540127	0.3681653282321689	35.34732666666667	3.30056055740368	34.44029	1.3151157899845427	0.0	1.0263364991022628	0.037503816709080845
OIVD2m	-1.0850368691037775	0.1694628518025632	-1.0850368691037775	0.8305371481974367	0.0142499999999999	0.0117975166878457	0.06818	0.0692940877708913	0.0	0.20900557348195803	-2.2583866802004904
ACOAD9m	2.1531198377231697	0.9511803519401584	2.1531198377231697	0.0488196480598417	28.90717	1.9209070206719192	24.61045	2.0675552210924537	1.0	1.1745892496886485	0.23215633888544707
ECOAH12m	4.591389216037082	0.9949518827117436	4.591389216037082	0.0050481172882562	254.65992666666665	30.33522863478075	152.53068666666667	8.326676934489255	1.0	1.66956520180879	0.7394724363117088
3HBCOAHLm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HIBDm	1.9644388073349583	0.939531163454075	1.9644388073349583	0.060468836545925	6.69028	1.4455262430224731	4.678043333333334	0.0946792875389801	0.0	1.4301449395153099	0.5161613658314286
r0643	-1.8452780551233807	0.0693733621290946	-1.8452780551233807	0.9306266378709052	129.49495	15.07108752424545	151.26054	7.14982926742078	0.0	0.85610530016619	-0.22413983718101244
MMSAD1m	-3.251711172339162	0.0156625175389817	-3.251711172339162	0.9843374824610184	4.480503333333334	1.3739305180232204	7.9334	0.606179428882241	-1.0	0.564764581810237	-0.8242784794527434
MMTSADm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PCC					1.0	0.0	1.0	0.0	0.0	1.0	0.0
MMALH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
MMEm	-2.270116161479676	0.0428583220310743	-2.270116161479676	0.9571416779689256	6.20029	1.4322461297556368	8.61377	0.4574473893975855	-1.0	0.7198114182291842	-0.4743091072510558
MMMm	-2.8980580650238017	0.0221019758919674	-2.8980580650238017	0.9778980241080326	4.68933	0.8417128271962275	6.72343	0.5261190424862673	-1.0	0.6974609685830001	-0.519815612006242
ILEtmi					1.0	0.0	1.0	0.0	0.0	1.0	0.0
LEUt5m					1.0	0.0	1.0	0.0	0.0	1.0	0.0
VALt5m					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PGCD	-14.863549189919391	5.965381087026714e-05	-14.863549189919391	0.9999403461891296	4.939163333333333	0.7653924697100757	22.622163333333333	1.4982969964225683	-1.0	0.2183329357389781	-2.1953983161703094
PSERT	16.69260725104719	0.999962268448355	16.69260725104719	3.773155164493157e-05	23.251583333333333	1.126548711813604	7.75958	0.6734515932616583	1.0	2.9965002401332717	1.5832784895229155
PSP_L	-12.964664032706793	0.0001021043297436	-12.964664032706793	0.9998978956702564	3.62735	0.1042314926817547	5.966206666666667	0.2328644599093833	-1.0	0.6079826265935585	-0.7178979963590094
GHMT2r_f	-8.830410743036602	0.0004538896368982	-8.830410743036602	0.9995461103631018	10.781836666666669	0.502611614956209	15.76138	0.6191664312606112	-1.0	0.6840667927977543	-0.5477908970663609
GHMT2r_b	-8.830410743036602	0.0004538896368982	-8.830410743036602	0.9995461103631018	10.781836666666669	0.502611614956209	15.76138	0.6191664312606112	-1.0	0.6840667927977543	-0.5477908970663609
SERD_L	-3.098416507314937	0.0181383874716986	-3.098416507314937	0.9818616125283014	6.459733333333333	1.3690380353209897	10.968213333333331	1.5363327439573615	-1.0	0.5889503729565193	-0.7637820223018031
ALATA_L_f	4.871202456093412	0.9958937205093448	4.871202456093412	0.0041062794906553	25.26673666666667	2.4747911069062427	16.404633333333333	0.7035634105671568	1.0	1.5402195314738318	0.6231359966320594
ALATA_L_b	4.871202456093412	0.9958937205093448	4.871202456093412	0.0041062794906553	25.26673666666667	2.4747911069062427	16.404633333333333	0.7035634105671568	1.0	1.5402195314738318	0.6231359966320594
r1435					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLYtm_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GHMT2rm	0.7117369120651906	0.7420318178985178	0.7117369120651906	0.2579681821014822	277.7466933333333	27.744341664808378	261.64768	15.92230646913526	0.0	1.0615293563211925	0.08614426915509271
MLTHFtm_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0962	10.833489270380586	0.9997940448465392	10.833489270380586	0.0002059551534606	15.600716666666663	0.8726652826574206	7.353593333333333	0.630471937643188	1.0	2.121509302934891	1.0850910049395643
FORtm_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0514	0.4063122202741517	0.6473441022757005	0.4063122202741517	0.3526558977242994	13.756266666666669	1.2901068674424698	13.338333333333331	0.672061083401072	0.0	1.0313332500312387	0.04451057953748889
DHFRim	0.4063122202741517	0.6473441022757005	0.4063122202741517	0.3526558977242994	13.756266666666669	1.2901068674424698	13.338333333333331	0.672061083401072	0.0	1.0313332500312387	0.04451057953748889
FTHFLmi	5.426120637570773	0.9972028772746624	5.426120637570773	0.0027971227253377	19.192826666666665	2.901272642150145	7.894629999999999	0.5036076274905563	1.0	2.4311242789930203	1.2816236457747119
MTHFCm	2.139622571645097	0.9504350809032908	2.139622571645097	0.0495649190967091	47.91413666666667	2.484293730906679	40.245763333333336	4.41793719914874	1.0	1.1905386480017897	0.2516144550269776
MTHFDm	4.318381189561084	0.9937683442887332	4.318381189561084	0.0062316557112666	66.29366	4.81318086137085	47.30989333333334	3.934918746813232	1.0	1.4012642035126126	0.4867289965692261
FOLR2	0.4063122202741517	0.6473441022757005	0.4063122202741517	0.3526558977242994	13.756266666666669	1.2901068674424698	13.338333333333331	0.672061083401072	0.0	1.0313332500312387	0.04451057953748889
DHFR	0.4063122202741517	0.6473441022757005	0.4063122202741517	0.3526558977242994	13.756266666666669	1.2901068674424698	13.338333333333331	0.672061083401072	0.0	1.0313332500312387	0.04451057953748889
FTHFLi	5.579833933880249	0.997471119093987	5.579833933880249	0.0025288809060129	18.379526666666667	2.826618959821473	7.064130000000001	0.4848266131996743	1.0	2.6018103668345094	1.3795158149391624
FTHFDH	8.688859204997298	0.999517095588457	8.688859204997298	0.0004829044115429	2.089296666666667	0.2987960118356483	0.2491033333333333	0.0207119809664733	1.0	8.387269004830662	3.068201128356117
MTHFC_f	5.579833933880249	0.997471119093987	5.579833933880249	0.0025288809060129	18.379526666666667	2.826618959821473	7.064130000000001	0.4848266131996743	1.0	2.6018103668345094	1.3795158149391624
MTHFC_b	5.579833933880249	0.997471119093987	5.579833933880249	0.0025288809060129	18.379526666666667	2.826618959821473	7.064130000000001	0.4848266131996743	1.0	2.6018103668345094	1.3795158149391624
MTHFD	2.6686424838154035	0.9720575465849034	2.6686424838154035	0.0279424534150965	22.440303333333333	2.618664411748011	17.437976666666668	0.4122796418559726	1.0	1.2868639385341532	0.3638595239712676
MTHFD2i_f	2.133756094057123	0.9501072232725064	2.133756094057123	0.0498927767274937	48.28363333333333	2.474091022743955	40.65549666666666	4.409064113999201	1.0	1.1876286675135115	0.24808382327756384
MTHFD2i_b	2.133756094057123	0.9501072232725064	2.133756094057123	0.0498927767274937	48.28363333333333	2.474091022743955	40.65549666666666	4.409064113999201	1.0	1.1876286675135115	0.24808382327756384
ACACT1r	-1.2236276919295492	0.1441211569269634	-1.2236276919295492	0.8558788430730366	13.219896666666664	1.3468237552190052	15.10471	1.712137275979937	0.0	0.8752168473718902	-0.19228758552066957
HMGCOAS	-5.047191129528345	0.0036226812910033	-5.047191129528345	0.9963773187089968	11.096076666666669	1.3363635333828727	30.846353333333337	5.37021287691238	-1.0	0.3597208573331089	-1.4750502826515897
HMGCOAR	-3.0653844449101744	0.0187305803715018	-3.0653844449101744	0.981269419628498	16.586033333333333	1.9060276536002545	22.414910000000003	1.896993026713594	-1.0	0.739955383864282	-0.43448980984610797
MEVK1	-1.9947114664264176	0.0584100066690358	-1.9947114664264176	0.941589993330964	34.85680333333333	4.618649544418322	42.33616666666666	2.605192069238317	0.0	0.8233339500899548	-0.2804503781929207
PMEVK	2.8984974969939623	0.9779077631772916	2.8984974969939623	0.0220922368227083	24.77162333333333	3.429010333807053	17.671120000000002	0.4940960603634352	1.0	1.4018139955664004	0.48729493317417116
IPDDI	4.645655287623097	0.9951535526132492	4.645655287623097	0.0048464473867507	83.19012666666667	8.644587675632014	50.79752666666667	4.744178556233125	1.0	1.6376806534806354	0.7116540599356445
DPMVD	-5.745968508179878	0.0022735024612309	-5.745968508179878	0.9977264975387692	32.27788	5.495232415909874	81.35238333333332	10.755882071977588	-1.0	0.39676624921662823	-1.3336387862964594
DMATT	2.035956980954325	0.944272599168246	2.035956980954325	0.055727400831754	16.95703333333333	3.5591160031702	11.762	0.5953545337583868	0.0	1.441679419599841	0.5277503940018972
GRTT	2.035956980954325	0.944272599168246	2.035956980954325	0.055727400831754	16.95703333333333	3.5591160031702	11.762	0.5953545337583868	0.0	1.441679419599841	0.5277503940018972
HMR_1465					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HMR_1467					1.0	0.0	1.0	0.0	0.0	1.0	0.0
SMO	7.668145457443263	0.9992225767166742	7.668145457443263	0.0007774232833257	94.49092	11.41584256522779	31.043756666666667	2.5691817868773352	1.0	3.0437978565094195	1.6058725503345437
LNSTLS	-1.8566075649739648	0.0684686507384306	-1.8566075649739648	0.9315313492615692	15.79989	2.000076863239677	19.106753333333334	1.5311941957468644	0.0	0.8269269888168685	-0.2741681385521552
HMR_1477	1.3702348757627807	0.8787582027200043	1.3702348757627807	0.1212417972799957	0.2065799999999999	0.0379390809939654	0.1283566666666666	0.0712642950961809	0.0	1.6094216635936325	0.6865423573092961
HMR_1478	1.3702348757627807	0.8787582027200043	1.3702348757627807	0.1212417972799957	0.2065799999999999	0.0379390809939654	0.1283566666666666	0.0712642950961809	0.0	1.6094216635936325	0.6865423573092961
HMR_1479	1.3702348757627807	0.8787582027200043	1.3702348757627807	0.1212417972799957	0.2065799999999999	0.0379390809939654	0.1283566666666666	0.0712642950961809	0.0	1.6094216635936325	0.6865423573092961
C14STR	-11.118174943672336	0.0001861747542469	-11.118174943672336	0.9998138252457532	89.07240333333333	10.33600932618688	260.6775166666667	19.225597793439057	-1.0	0.34169576445379407	-1.549215730173676
HMR_1490	1.5764003894357528	0.9049687693923392	1.5764003894357528	0.0950312306076607	37.71102333333334	5.819719759217126	30.53758666666667	2.7468656055260907	0.0	1.2349051594996157	0.3044002473374438
HMR_1493	1.5764003894357528	0.9049687693923392	1.5764003894357528	0.0950312306076607	37.71102333333334	5.819719759217126	30.53758666666667	2.7468656055260907	0.0	1.2349051594996157	0.3044002473374438
HMR_1494	1.5764003894357528	0.9049687693923392	1.5764003894357528	0.0950312306076607	37.71102333333334	5.819719759217126	30.53758666666667	2.7468656055260907	0.0	1.2349051594996157	0.3044002473374438
C3STDH1	-4.6135715446055725	0.004964473079991	-4.6135715446055725	0.995035526920009	7.692369999999999	0.4687643407939645	9.376876666666666	0.2165295346033779	-1.0	0.8203552497757781	-0.2856792996656783
HMR_1495	0.6194793227113731	0.715428743580347	0.6194793227113731	0.284571256419653	9.87765	1.1225258582619226	9.376876666666666	0.2165295346033779	0.0	1.0534051317016362	0.07506039276329673
HMR_1500	-5.822331976682306	0.0021667627640642	-5.822331976682306	0.9978332372359356	2.4723666666666664	0.2972573771816083	3.7332866666666655	0.0737552937459784	-1.0	0.6622493495454409	-0.594553573292129
HMR_1502	1.5764003894357528	0.9049687693923392	1.5764003894357528	0.0950312306076607	37.71102333333334	5.819719759217126	30.53758666666667	2.7468656055260907	0.0	1.2349051594996157	0.3044002473374438
HMR_1503	1.5764003894357528	0.9049687693923392	1.5764003894357528	0.0950312306076607	37.71102333333334	5.819719759217126	30.53758666666667	2.7468656055260907	0.0	1.2349051594996157	0.3044002473374438
HMR_1504	1.5764003894357528	0.9049687693923392	1.5764003894357528	0.0950312306076607	37.71102333333334	5.819719759217126	30.53758666666667	2.7468656055260907	0.0	1.2349051594996157	0.3044002473374438
HMR_1505	-4.6135715446055725	0.004964473079991	-4.6135715446055725	0.995035526920009	7.692369999999999	0.4687643407939645	9.376876666666666	0.2165295346033779	-1.0	0.8203552497757781	-0.2856792996656783
HMR_1509	-5.822331976682306	0.0021667627640642	-5.822331976682306	0.9978332372359356	2.4723666666666664	0.2972573771816083	3.7332866666666655	0.0737552937459784	-1.0	0.6622493495454409	-0.594553573292129
CHLSTI_1	-0.7994551412672927	0.2344045850155144	-0.7994551412672927	0.7655954149844855	189.55276	20.589228213667138	208.6410833333333	26.76329638412196	0.0	0.9085111952623586	-0.13842380249734706
HMR_1516	-5.700475608229223	0.0023401604935569	-5.700475608229223	0.9976598395064432	7.46162	1.5699652734376008	15.138113333333331	1.0780038089089583	-1.0	0.4929029024752975	-1.0206246184949987
RE2410C					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DSMSTOLR					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ACCOAC	1.936377084245165	0.9375518627996337	1.936377084245165	0.0624481372003664	1.4645466666666664	0.0401064968413957	1.3814233333333332	0.0455737382954505	0.0	1.0601722378126908	0.08429866710196343
FASN	3.840850528062072	0.9907769349191456	3.840850528062072	0.0092230650808544	1888.0455	442.9604224536907	666.22373	78.59342551872939	1.0	2.8339511413080407	1.5028148857082195
MCAT	3.840850528062072	0.9907769349191456	3.840850528062072	0.0092230650808544	1888.0455	442.9604224536907	666.22373	78.59342551872939	1.0	2.8339511413080407	1.5028148857082195
AcetoacetylACPsynthesis	3.840850528062072	0.9907769349191456	3.840850528062072	0.0092230650808544	1888.0455	442.9604224536907	666.22373	78.59342551872939	1.0	2.8339511413080407	1.5028148857082195
r0691	3.840850528062072	0.9907769349191456	3.840850528062072	0.0092230650808544	1888.0455	442.9604224536907	666.22373	78.59342551872939	1.0	2.8339511413080407	1.5028148857082195
r0681	3.840850528062072	0.9907769349191456	3.840850528062072	0.0092230650808544	1888.0455	442.9604224536907	666.22373	78.59342551872939	1.0	2.8339511413080407	1.5028148857082195
r0682	3.840850528062072	0.9907769349191456	3.840850528062072	0.0092230650808544	1888.0455	442.9604224536907	666.22373	78.59342551872939	1.0	2.8339511413080407	1.5028148857082195
r0760	3.840850528062072	0.9907769349191456	3.840850528062072	0.0092230650808544	1888.0455	442.9604224536907	666.22373	78.59342551872939	1.0	2.8339511413080407	1.5028148857082195
r0761	3.840850528062072	0.9907769349191456	3.840850528062072	0.0092230650808544	1888.0455	442.9604224536907	666.22373	78.59342551872939	1.0	2.8339511413080407	1.5028148857082195
