Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MCF7	median_MCF7	std_MCF7
ASPGLUm	8799.0	1.0	8799.0	8.378022521392686e-21	18.878297699999997	19.878255	10.062381695344584	4.1490198	4.659685	2.0285351219746746
ASPT	9828.0	1.0	9828.0	2.0591800286665136e-32	2.4088453000000003	2.1500500000000002	1.3869035450199116	0.0923828	0.08781	0.057774028523885954
CBPSam	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
OCBTm	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ORNt4m	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ARGSS	8924.5	1.0	8924.5	4.496474343300404e-22	2.427262	2.49017	1.4825941351086567	0.3424497	0.08924	0.5913927279188192
ARGSL	8924.5	1.0	8924.5	4.496474343300404e-22	2.427262	2.49017	1.4825941351086567	0.3424497	0.08924	0.5913927279188192
ARGN	0.0	2.8200076051853168e-39	0.0	1.0	0.0	0.0	0.0	0.1719982	0.17602	0.029140309454621635
ORNDC	0.0	1.2809275156652627e-34	0.0	1.0	0.0923366	0.09508	0.014738423035581438	0.2374899	0.23674499999999998	0.01373102713020789
SPMS	4320.0	0.04841489540085703	4320.0	0.9518302270868932	0.0023105	0.0024	0.0005028451877350352	0.0026087000000000003	0.002495	0.0007043295472370239
SPRMS	6847.0	0.9999968274380514	6847.0	3.2093429575586646e-06	0.0023105	0.0024	0.0005028451877350352	0.0023032	0.00214	0.0007676711206597193
ADMDC	5711.0	0.9589420577613814	5711.0	0.04127347363466852	0.004621899999999999	0.0048	0.0010054414528710834	0.0049121	0.004645	0.001462456971654002
MTAP	5711.0	0.9589420577613814	5711.0	0.04127347363466852	0.004621899999999999	0.0048	0.0010054414528710834	0.0049121	0.004645	0.001462456971654002
ADPT	5711.0	0.9589420577613814	5711.0	0.04127347363466852	0.004621899999999999	0.0048	0.0010054414528710834	0.0049121	0.004645	0.001462456971654002
MTRI	5711.0	0.9589420577613814	5711.0	0.04127347363466852	0.004621899999999999	0.0048	0.0010054414528710834	0.0049121	0.004645	0.001462456971654002
MDRPD	5711.0	0.9589420577613814	5711.0	0.04127347363466852	0.004621899999999999	0.0048	0.0010054414528710834	0.0049121	0.004645	0.001462456971654002
DKMPPD	5711.0	0.9589420577613814	5711.0	0.04127347363466852	0.004621899999999999	0.0048	0.0010054414528710834	0.0049121	0.004645	0.001462456971654002
SPMDtex2	900.0	1.3107856548925504e-29	900.0	1.0	0.0	0.0	0.0	0.00030539999999999994	0.0003	0.0001794009110029458
SPRMti	6847.0	0.9999968274380514	6847.0	3.2093429575586646e-06	0.0023105	0.0024	0.0005028451877350352	0.0023032	0.00214	0.0007676711206597193
GLYAMDTRc	8153.0	0.9999999999999934	8153.0	6.655789529611796e-15	0.0923366	0.09508	0.014738423035581438	0.06549179999999999	0.058565	0.027674359586907414
ARGDr	8924.5	1.0	8924.5	4.496474343300404e-22	2.427262	2.49017	1.4825941351086567	0.3424497	0.08924	0.5913927279188192
r0074_f	842.0	1.5199333803811963e-24	842.0	1.0	0.012616100000000002	0.0119	0.004479048170666567	0.0569485	0.06375	0.02022715023966999
GLU5SAtmc_f	8670.0	1.0	8670.0	1.5369857655160423e-19	0.0935397	0.09149	0.028674893831934705	0.0569485	0.06375	0.02022715023966999
G5SADs_f	836.0	1.307477850505282e-24	836.0	1.0	0.0116391	0.010624999999999999	0.0044023348017921925	0.0569485	0.06375	0.02022715023966999
PRO1x	817.0	8.103562153237004e-25	817.0	1.0	0.0018108	0.001395	0.0014330081942712277	0.051799599999999994	0.055995	0.020202972224578012
P5CR	4522.5	0.1219021422073654	4522.5	0.8785913842949128	0.0034917000000000004	0.003	0.002229033425074871	0.0051489	0.00312	0.0042851927092670584
PROD2	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EXRiboflavin	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
RBFK	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
FMNAT	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
TransportFAD	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ASNS1	3007.5	5.658541123792383e-07	3007.5	0.9999994410979087	0.5020770999999999	0.5274749999999999	0.25266656525261816	1.2429813	0.7676799999999999	1.1965865573031043
ASNN	3561.0	0.0002200302868739995	3561.0	0.9997819853774285	0.5308096	0.552475	0.2503543338159826	1.2044035999999998	0.72112	1.1932919575699195
METS	5164.0	0.6561349778136121	5164.0	0.34476459134284787	4.3810729	3.468605	3.2914852168843582	3.9918271	3.1639999999999997	2.735114646600961
METAT	5152.0	0.6452831683013871	5152.0	0.35562664128420407	4.3880093	3.476565	3.2919372153340842	4.012340200000001	3.18086	2.7400377599587857
HMR_3915	5173.0	0.6641908281564766	5173.0	0.3367006333043808	4.3599065999999995	3.4467	3.2838711889347296	3.9635632	3.1286899999999997	2.7356321649739685
AHCi	5153.0	0.6461921499302528	5153.0	0.3547168316986129	4.3833879	3.4711049999999997	3.2917656766290215	4.007428	3.17654	2.7390201426149656
ADNK1	5153.0	0.6461921499302528	5153.0	0.3547168316986129	4.3833879	3.4711049999999997	3.2917656766290215	4.007428	3.17654	2.7390201426149656
CYSTS	0.0	1.2785485372700738e-34	0.0	1.0	0.0023157	0.00221	0.0007684698886078554	0.015599999999999998	0.01531	0.006082850541240571
CYSTGL	0.0	1.2785485372700738e-34	0.0	1.0	0.0023157	0.00221	0.0007684698886078554	0.015599999999999998	0.01531	0.006082850541240571
MTHFR3	3707.5	0.0007973645968216242	3707.5	0.9992092908765585	0.021265999999999997	0.01869	0.012574163425794411	0.028404	0.028655	0.017165385359654894
MetSynthesis	5168.5	0.6601779470079197	5168.5	0.34071764226672174	0.0039314	0.003985	0.001030096612120936	0.004303	0.003875	0.0016114235503385998
UNK3	5294.5	0.7645607550926227	5294.5	0.236191799805488	0.0006897999999999997	0.0007650000000000001	0.00034808851771010225	0.0006081999999999999	0.00038	0.00040998492211743147
5MTHFt	1623.0	6.146994952741563e-17	1623.0	0.9999999999999999	0.00010040000000000001	0.0001	2.8494904736805065e-05	0.000141	0.00015	4.5604802157206875e-05
ILETA	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
3MOPt2im	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ILETAm	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
LEUTA	3482.0	0.00010435339263743481	3482.0	0.9998966488777439	0.0009511999999999999	0.001075	0.0006630832176547326	0.0012756999999999998	0.001575	0.0006262043023509406
4MOPt2im	3482.0	0.00010435339263743481	3482.0	0.9998966488777439	0.0009511999999999999	0.001075	0.0006630832176547326	0.0012756999999999998	0.001575	0.0006262043023509406
LEUTAm	470.0	7.953277349636932e-29	470.0	1.0	0.00012630000000000003	9e-05	8.956296808684522e-05	0.0066668000000000005	0.007634999999999999	0.002747508285297385
OIVD1m	805.5	6.045947403282553e-25	805.5	1.0	0.0010772	0.00114	0.0007253547790947237	0.0079423	0.009065	0.003256322786658148
ACOAD8m	805.5	6.045947403282553e-25	805.5	1.0	0.0010772	0.00114	0.0007253547790947237	0.0079423	0.009065	0.003256322786658148
MCCCrm	805.5	6.045947403282553e-25	805.5	1.0	0.0010772	0.00114	0.0007253547790947237	0.0079423	0.009065	0.003256322786658148
MGCHrm	805.5	6.045947403282553e-25	805.5	1.0	0.0010772	0.00114	0.0007253547790947237	0.0079423	0.009065	0.003256322786658148
HMGCOAtm	806.5	6.198714588278392e-25	806.5	1.0	0.0010801	0.001145	0.0007268758317260759	0.0079423	0.009065	0.003256322786658148
VALTA	897.5	6.045716612922014e-24	897.5	1.0	0.011977399999999997	0.01183	0.00599781014246454	0.020467299999999997	0.020595000000000002	0.0016809087579417428
3MOBt2im	897.5	6.045716612922014e-24	897.5	1.0	0.011977399999999997	0.01183	0.00599781014246454	0.020467299999999997	0.020595000000000002	0.0016809087579417428
VALTAim	937.0	1.597848236499949e-23	937.0	1.0	0.002617800000000001	0.0027	0.00055999924242373	0.04617879999999999	0.038610000000000005	0.04158458825530964
OIVD2m	99.0	2.4357361787578482e-33	99.0	1.0	0.014595400000000003	0.014435	0.005796992152849788	0.06664619999999999	0.06089	0.04102663866762224
ACOAD9m	99.0	2.4357361787578482e-33	99.0	1.0	0.014595400000000003	0.014435	0.005796992152849788	0.06664619999999999	0.06089	0.04102663866762224
ECOAH12m	99.0	2.4357361787578482e-33	99.0	1.0	0.014595400000000003	0.014435	0.005796992152849788	0.06664619999999999	0.06089	0.04102663866762224
3HBCOAHLm	99.0	2.4357361787578482e-33	99.0	1.0	0.014595400000000003	0.014435	0.005796992152849788	0.06664619999999999	0.06089	0.04102663866762224
HIBDm	99.0	2.4357361787578482e-33	99.0	1.0	0.014595400000000003	0.014435	0.005796992152849788	0.06664619999999999	0.06089	0.04102663866762224
r0643	6592.0	0.9999501210502617	6592.0	5.0383715887594046e-05	0.006730400000000001	0.00774	0.004422927162736086	0.008826699999999998	0.0017599999999999998	0.015300332607132726
MMSAD1m	4862.5	0.3689011378290745	4862.5	0.6320201948165562	0.0011698999999999998	0.0011250000000000001	0.0008755586903240813	0.0012383999999999997	0.001015	0.0009205528861296433
MMTSADm	0.0	1.2804946538696245e-34	0.0	1.0	0.006695399999999999	0.006465	0.0022072655142744042	0.056581	0.052360000000000004	0.030855314572594095
PCC	833.5	1.2255966571489307e-24	833.5	1.0	0.00225	0.002235	0.0012491451622464206	0.0091813	0.01045	0.0036704277280816618
MMALH	6592.0	0.9999501210502617	6592.0	5.0383715887594046e-05	0.006730400000000001	0.00774	0.004422927162736086	0.008826699999999998	0.0017599999999999998	0.015300332607132726
MMEm	2849.0	7.420009976917252e-08	2849.0	0.9999999267786185	0.0089798	0.00933	0.005078364283701967	0.0180076	0.014180000000000002	0.015550714759629332
MMMm	101.0	2.583521659046992e-33	101.0	1.0	0.0156757	0.015415000000000002	0.005937891891160626	0.0745885	0.0698	0.04195948195593102
ILEtmi	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
LEUt5m	470.0	7.953277349636932e-29	470.0	1.0	0.00012630000000000003	9e-05	8.956296808684522e-05	0.0066668000000000005	0.007634999999999999	0.002747508285297385
VALt5m	937.0	1.597848236499949e-23	937.0	1.0	0.002617800000000001	0.0027	0.00055999924242373	0.04617879999999999	0.038610000000000005	0.04158458825530964
PGCD	9099.0	1.0	9099.0	6.5990749598418106e-24	0.9202432	0.907025	0.6223323517754997	0.1476511	0.17292	0.08872121258991134
PSERT	9099.0	1.0	9099.0	6.5990749598418106e-24	0.9202432	0.907025	0.6223323517754997	0.1476511	0.17292	0.08872121258991134
PSP_L	9099.0	1.0	9099.0	6.5990749598418106e-24	0.9202432	0.907025	0.6223323517754997	0.1476511	0.17292	0.08872121258991134
GHMT2r_f	1891.0	1.5357049749317982e-14	1891.0	0.9999999999999849	49.52563839999998	47.82996	13.5186226351975	67.3707914	70.52087499999999	21.353401855810972
SERD_L	10000.0	1.0	10000.0	1.2810718345817004e-34	17.7958626	18.534660000000002	3.2109568491029665	0.152264	0.1509	0.07341033226207523
ALATA_L_f	8359.0	0.9999999999999999	8359.0	1.1422112001005808e-16	1.253637	1.31554	0.7975137439067757	0.34788539999999996	0.37075	0.17612946621600645
r1435	8717.0	1.0	8717.0	7.772830039266846e-21	4.0999999999999994e-05	4e-05	1.772403492835122e-05	1.8000000000000004e-05	2e-05	9.847319278346619e-06
GLYtm_r	8717.0	1.0	8717.0	7.772830039266846e-21	4.0999999999999994e-05	4e-05	1.772403492835122e-05	1.8000000000000004e-05	2e-05	9.847319278346619e-06
GHMT2rm	8717.0	1.0	8717.0	7.772830039266846e-21	4.0999999999999994e-05	4e-05	1.772403492835122e-05	1.8000000000000004e-05	2e-05	9.847319278346619e-06
MLTHFtm_r	3222.5	6.288281520315784e-06	3222.5	0.9999937820755986	8.510000000000001e-05	9e-05	2.622725084465939e-05	0.00010070000000000001	0.000105	3.565420342992145e-05
r0962	3222.5	6.288281520315784e-06	3222.5	0.9999937820755986	8.510000000000001e-05	9e-05	2.622725084465939e-05	0.00010070000000000001	0.000105	3.565420342992145e-05
FORtm_r	1594.0	3.256250218696739e-17	1594.0	1.0	4.4399999999999995e-05	4e-05	2.2711186226130504e-05	8.409999999999998e-05	8.5e-05	3.470205070643986e-05
r0514	3222.5	6.288281520315784e-06	3222.5	0.9999937820755986	8.510000000000001e-05	9e-05	2.622725084465939e-05	0.00010070000000000001	0.000105	3.565420342992145e-05
DHFRim	3222.5	6.288281520315784e-06	3222.5	0.9999937820755986	8.510000000000001e-05	9e-05	2.622725084465939e-05	0.00010070000000000001	0.000105	3.565420342992145e-05
FTHFLmi	1594.0	3.256250218696739e-17	1594.0	1.0	4.4399999999999995e-05	4e-05	2.2711186226130504e-05	8.409999999999998e-05	8.5e-05	3.470205070643986e-05
MTHFCm	1594.0	3.256250218696739e-17	1594.0	1.0	4.4399999999999995e-05	4e-05	2.2711186226130504e-05	8.409999999999998e-05	8.5e-05	3.470205070643986e-05
MTHFDm	1594.0	3.256250218696739e-17	1594.0	1.0	4.4399999999999995e-05	4e-05	2.2711186226130504e-05	8.409999999999998e-05	8.5e-05	3.470205070643986e-05
FOLR2	1943.0	2.107046530090413e-14	1943.0	0.9999999999999793	1.5000000000000005e-05	1e-05	1.3371158468430431e-05	3.9699999999999996e-05	5e-05	2.2268109189347147e-05
DHFR	798.0	4.870315456913559e-25	798.0	1.0	0.0002211	0.00024	9.273504126697675e-05	0.0018469000000000003	0.00208	0.0006573249968738078
FTHFLi	2303.5	2.2375868076761027e-11	2303.5	0.9999999999779893	0.0338902	0.03382	0.006795752532637462	0.0390388	0.038965	0.002075903736504254
FTHFDH	1173.0	4.3978441359043595e-21	1173.0	1.0	2.1069752	1.8542450000000001	1.5503015072816506	4.4142175	4.37582	0.4345741772983007
MTHFC_f	873.0	3.2963799016302966e-24	873.0	1.0	0.2833274	0.292685	0.06784066815559808	0.4799101	0.504505	0.14930052522788803
MTHFD	835.0	1.2755241059305055e-24	835.0	1.0	41.467457700000004	41.514675	10.291041806766987	56.726414000000005	55.696925	6.006556895184031
MTHFD2i_f	3129.0	2.4344481048005515e-06	3129.0	0.999997593779159	79.881975	79.58112	21.663444836900602	91.96373790000001	93.996145	28.904255752035258
ACACT1r	929.5	1.3292113483748692e-23	929.5	1.0	0.0016367	0.001765	0.0006496215759341679	0.008909799999999999	0.00964	0.003518509492740506
HMGCOAS	941.5	1.7840148018396294e-23	941.5	1.0	0.0017984000000000003	0.00193	0.0006819353326964353	0.008956800000000001	0.009695	0.0035333721781741234
HMGCOAR	811.0	6.964368043321728e-25	811.0	1.0	0.0028778	0.0031850000000000003	0.001196473420709648	0.0168992	0.01892	0.0060029127071528346
MEVK1	811.0	6.964368043321728e-25	811.0	1.0	0.0028778	0.0031850000000000003	0.001196473420709648	0.0168992	0.01892	0.0060029127071528346
PMEVK	811.0	6.964368043321728e-25	811.0	1.0	0.0028778	0.0031850000000000003	0.001196473420709648	0.0168992	0.01892	0.0060029127071528346
IPDDI	811.0	6.951953372547244e-25	811.0	1.0	0.0009592	0.00106	0.0003988637396759485	0.0056328	0.006305	0.0020010714705634655
DPMVD	811.0	6.964368043321728e-25	811.0	1.0	0.0028778	0.0031850000000000003	0.001196473420709648	0.0168992	0.01892	0.0060029127071528346
DMATT	811.0	6.951953372547244e-25	811.0	1.0	0.0009592	0.00106	0.0003988637396759485	0.0056328	0.006305	0.0020010714705634655
GRTT	811.0	6.951953372547244e-25	811.0	1.0	0.0009592	0.00106	0.0003988637396759485	0.0056328	0.006305	0.0020010714705634655
HMR_1465	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1467	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
SMO	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
LNSTLS	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1477	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1478	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1479	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
C14STR	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1490	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1493	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1494	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
C3STDH1	9700.0	1.0	9700.0	7.062447444067517e-36	0.00019950000000000002	0.00021500000000000002	9.113620620153156e-05	0.0	0.0	0.0
HMR_1495	800.5	5.295216837304107e-25	800.5	1.0	0.0002806	0.000265	0.00014478699087719423	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1500	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1502	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1503	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1504	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1505	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1509	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
CHLSTI_1	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
HMR_1516	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
RE2410C	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
DSMSTOLR	811.0	6.906340956142989e-25	811.0	1.0	0.00047959999999999995	0.00053	0.00019926592556407903	0.0028161999999999996	0.00315	0.0010008186346156527
ACCOAC	0.0	1.2810718345817004e-34	0.0	1.0	20.536470999999995	20.599215	6.1151560480019755	46.2545588	45.17116	4.4737312458015595
FASN	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
MCAT	0.0	1.2810718345817004e-34	0.0	1.0	20.536470999999995	20.599215	6.1151560480019755	46.2545588	45.17116	4.4737312458015595
AcetoacetylACPsynthesis	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0691	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0681	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0682	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0760	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0761	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0762	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0763	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0764	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0694	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0695	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0765	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0766	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0692	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0693	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0767	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0768	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0769	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0770	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0712	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0713	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0701	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0702	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0771	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0772	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0696	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0697	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
r0773	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
FA160ACPH	0.0	1.2810718345817004e-34	0.0	1.0	2.9337815000000003	2.942745	0.8735935069010915	6.607793700000001	6.453025	0.6391042080117241
TMLYStd_r	10000.0	1.0	10000.0	2.8200076051853168e-39	16.834628300000002	17.76819	2.953199150426005	0.0	0.0	0.0
TMLYSOX	10000.0	1.0	10000.0	2.8200076051853168e-39	16.834628300000002	17.76819	2.953199150426005	0.0	0.0	0.0
GHMT3	10000.0	1.0	10000.0	2.8200076051853168e-39	16.834628300000002	17.76819	2.953199150426005	0.0	0.0	0.0
TMABADH	10000.0	1.0	10000.0	2.8200076051853168e-39	16.834628300000002	17.76819	2.953199150426005	0.0	0.0	0.0
BBHOX	10000.0	1.0	10000.0	2.8200076051853168e-39	16.834628300000002	17.76819	2.953199150426005	0.0	0.0	0.0
SUCFUMtm_r	10000.0	1.0	10000.0	2.8200076051853168e-39	33.669257300000005	35.53638	5.906397283188653	0.0	0.0	0.0
palmitateActivation	9868.0	1.0	9868.0	6.40040285812374e-33	0.8007853999999999	0.8290200000000001	0.5203308963474856	0.0211136	0.021905	0.016779613684287827
carnitineAcylTransferaseI	9868.0	1.0	9868.0	6.40040285812374e-33	0.8007853999999999	0.8290200000000001	0.5203308963474856	0.0211136	0.021905	0.016779613684287827
CARN160t_m	9868.0	1.0	9868.0	6.40040285812374e-33	0.8007853999999999	0.8290200000000001	0.5203308963474856	0.0211136	0.021905	0.016779613684287827
carnitineAcylTransferaseII	9868.0	1.0	9868.0	6.40040285812374e-33	0.8007853999999999	0.8290200000000001	0.5203308963474856	0.0211136	0.021905	0.016779613684287827
betaOxidation	9868.0	1.0	9868.0	6.40040285812374e-33	0.8007853999999999	0.8290200000000001	0.5203308963474856	0.0211136	0.021905	0.016779613684287827
Biomass	811.0	6.970721555691401e-25	811.0	1.0	0.0235129	0.026025	0.009773942712719119	0.1380619	0.154555	0.04903743617746126
GLCt1_r	9009.0	1.0	9009.0	5.954546295343969e-23	3.3034875000000006	3.438485	0.6124454906231215	2.4785441	2.381415	0.3172309394743645
O2t_r	9033.0	1.0	9033.0	3.3275346954846685e-23	99.1387012	100.51867	14.56038574963959	77.409233	74.82208499999999	10.75098190524738
GLNt_r	5.0	1.4886190571435146e-34	5.0	1.0	0.7494245	0.78347	0.13705481800407934	1.0760665	1.033475	0.13946176878368038
r0963_r	1623.0	6.146994952741563e-17	1623.0	0.9999999999999999	0.00010040000000000001	0.0001	2.8494904736805065e-05	0.000141	0.00015	4.5604802157206875e-05
THBPTt_r	1000.0	7.381416933677761e-23	1000.0	1.0	0.003915299999999999	0.00434	0.001586374084941423	0.014254	0.01482	0.005681341248669929
ARGt5r_r	0.0	1.2804946538696245e-34	0.0	1.0	0.1007833	0.104025	0.01691814231838267	0.2870898	0.28865	0.018972381999830035
PHEtec_r	891.0	5.151295486338744e-24	891.0	1.0	0.0100167	0.011065	0.004121812893042639	0.0500763	0.05532	0.0179696131645294
ILEtec_r	811.0	6.967682223730264e-25	811.0	1.0	0.0067265	0.007445	0.00279603990340162	0.03949630000000001	0.044215000000000004	0.014028763860891183
LEUtec_r	810.0	6.7969592679876685e-25	810.0	1.0	0.0139052	0.015179999999999999	0.00596723012067838	0.0832615	0.09323000000000001	0.02963906064484991
VALtec_r	334.0	2.098860147397413e-30	334.0	1.0	0.022885600000000002	0.02237	0.006610716020449698	0.1153275	0.114745	0.05068490252720152
METtec_r	0.0	1.2803503982500373e-34	0.0	1.0	0.0059139	0.0057599999999999995	0.0019982228948177273	0.0367268	0.03690499999999999	0.0046979838529765386
r2526_r	2260.0	1.0882553268685984e-11	2260.0	0.9999999999892978	0.1593035	0.16240500000000002	0.02723026767266992	0.19891709999999999	0.18655500000000003	0.04715839452667291
