Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_SKBR3	std_SKBR3	mean_MCF7	std_MCF7	result	meanRatio	meanRatio_log
CBPS	-3.1007042038692783	0.0180981943308801	-3.1007042038692783	0.98190180566912	20.18209	5.295346328787192	45.29455000000001	10.156052952740382	-1.0	0.4455743571798372	-1.1662618869715093
ASPCT	-3.1007042038692783	0.0180981943308801	-3.1007042038692783	0.98190180566912	20.18209	5.295346328787192	45.29455000000001	10.156052952740382	-1.0	0.4455743571798372	-1.1662618869715093
DHORTS	-3.1007042038692783	0.0180981943308801	-3.1007042038692783	0.98190180566912	20.18209	5.295346328787192	45.29455000000001	10.156052952740382	-1.0	0.4455743571798372	-1.1662618869715093
DHORD9	-9.277643886635689	0.0003753707525855	-9.277643886635689	0.9996246292474144	13.813253333333334	0.5075141397263943	20.57174	0.8965304942945334	-1.0	0.671467427321818	-0.5746106782295184
ORPT	-6.533216627298721	0.0014179199917966	-6.533216627298721	0.9985820800082034	17.597763333333333	1.925944862092948	53.247816666666665	7.472798802342324	-1.0	0.3304879793193399	-1.5973302966544316
OMPDC	-6.533216627298721	0.0014179199917966	-6.533216627298721	0.9985820800082034	17.597763333333333	1.925944862092948	53.247816666666665	7.472798802342324	-1.0	0.3304879793193399	-1.5973302966544316
UMPK	0.1253964754713115	0.5468702670348842	0.1253964754713115	0.4531297329651158	25.24871333333333	4.448842623104975	24.65074333333333	5.068289210751713	0.0	1.0242576863469837	0.0345787192893567
RNDR4	-4.464418692922691	0.0055611833330282	-4.464418692922691	0.994438816666972	10.058383333333332	1.9337847602449336	41.32658666666666	9.714362368364116	-1.0	0.24338771102638046	-2.038671768614183
TMDS	-4.31555350832318	0.0062455745403593	-4.31555350832318	0.9937544254596404	14.164636666666668	2.0840669649563144	28.423806666666668	4.182257383442051	-1.0	0.49833707471975963	-1.0048061848742689
URIDK2r	-5.868761578221723	0.0021048634482988	-5.868761578221723	0.9978951365517011	37.585366666666665	5.203366353495484	65.30329666666667	4.187802908457951	-1.0	0.5755508310478863	-0.7969847460914566
NDPK2	2.0031749090890947	0.942151789882934	2.0031749090890947	0.057848210117066	469.45688	64.80213093265837	340.2984633333333	64.14992826657999	0.0	1.3795445192479516	0.46419201461933923
NDPK3_f	2.0031749090890947	0.942151789882934	2.0031749090890947	0.057848210117066	469.45688	64.80213093265837	340.2984633333333	64.14992826657999	0.0	1.3795445192479516	0.46419201461933923
NDPK3_b	2.0031749090890947	0.942151789882934	2.0031749090890947	0.057848210117066	469.45688	64.80213093265837	340.2984633333333	64.14992826657999	0.0	1.3795445192479516	0.46419201461933923
CYTK1_r	0.1253964754713115	0.5468702670348842	0.1253964754713115	0.4531297329651158	25.24871333333333	4.448842623104975	24.65074333333333	5.068289210751713	0.0	1.0242576863469837	0.0345787192893567
CTPS1	-0.8604122784853558	0.2190387601839295	-0.8604122784853558	0.7809612398160705	25.827736666666667	0.2500828984334762	28.54911	4.465979033590135	0.0	0.904677472140696	-0.1445245483018629
RNDR3	-4.464418692922691	0.0055611833330282	-4.464418692922691	0.994438816666972	10.058383333333332	1.9337847602449336	41.32658666666666	9.714362368364116	-1.0	0.24338771102638046	-2.038671768614183
GDHm	-12.166593456991857	0.0001309588219326	-12.166593456991857	0.9998690411780672	31.73535	3.629765399205115	69.22726	2.411772615498126	-1.0	0.45842273693917684	-1.1252494939515534
GLUDym_f	-12.166593456991857	0.0001309588219326	-12.166593456991857	0.9998690411780672	31.73535	3.629765399205115	69.22726	2.411772615498126	-1.0	0.45842273693917684	-1.1252494939515534
GLUDym_b	-12.166593456991857	0.0001309588219326	-12.166593456991857	0.9998690411780672	31.73535	3.629765399205115	69.22726	2.411772615498126	-1.0	0.45842273693917684	-1.1252494939515534
ASPTA_f	-3.4992555330953734	0.0124564776317266	-3.4992555330953734	0.9875435223682734	23.68499333333333	2.504457799422638	30.23361333333333	0.8556922345615211	-1.0	0.7833993599177251	-0.352180145362937
ASPTA_b	-3.4992555330953734	0.0124564776317266	-3.4992555330953734	0.9875435223682734	23.68499333333333	2.504457799422638	30.23361333333333	0.8556922345615211	-1.0	0.7833993599177251	-0.352180145362937
ASPTAm	8.53095628056431	0.9994819652244346	8.53095628056431	0.0005180347755655	134.01264999999998	7.179267147910477	76.58952666666666	6.250984815559507	1.0	1.749751641412416	0.8071501614117164
ASPGLUm	-2.829520454537834	0.0236840433018082	-2.829520454537834	0.9763159566981916	4.364313333333333	0.5305013443484905	6.065416666666667	0.6644151524126731	-1.0	0.7195405646767877	-0.4748520725383553
ASPT	6.648683400771204	0.9986714928498788	6.648683400771204	0.0013285071501211	77.67360333333333	8.47427954402549	36.53460666666666	2.181260373535346	1.0	2.1260281804046612	1.08816071985143
CBPSam	6.038211273996541	0.9981034024084996	6.038211273996541	0.0018965975915002	13.616013333333331	3.0333259238920496	0.6597066666666667	0.0845975796869443	1.0	20.639496341808478	4.367335860510888
OCBTm					0.0	0.0	0.0	0.0	0.0		
ORNt4m	-3.936106977919855	0.0085076872151156	-3.936106977919855	0.9914923127848844	3.11287	0.0429987627728984	10.396736666666667	2.616685113934974	-1.0	0.299408372050076	-1.7398135323211652
ARGSS	-4.851387603698643	0.0041655229291688	-4.851387603698643	0.9958344770708312	65.43996	7.696032499883731	116.34619	12.687889685239227	-1.0	0.562458985549935	-0.8301801958928791
ARGSL	1.0300713823794228	0.8194080585790149	1.0300713823794228	0.180591941420985	8.601516666666667	0.468288139669964	6.6327533333333335	2.662095376507428	0.0	1.2968244459565812	0.3749831919334799
ARGN	-0.574038522220969	0.2983388800035859	-0.574038522220969	0.701661119996414	0.1829933333333333	0.0838305920028932	0.2460233333333333	0.1307094034702766	0.0	0.7438047881637244	-0.42700405971263544
ORNDC	-2.8819295180959723	0.0224629156795016	-2.8819295180959723	0.9775370843204984	111.08134	2.6904666049342927	184.5859533333333	35.969527020425986	-1.0	0.6017865281406571	-0.732676284663791
SPMS	3.430622331824091	0.9867397462513798	3.430622331824091	0.0132602537486202	540.0183699999999	73.73487869909238	351.1940233333333	24.943066297814223	1.0	1.537663895514091	0.6207401916834874
SPRMS	3.205746767806211	0.9836394262541724	3.205746767806211	0.0163605737458275	570.49806	73.45062664108637	393.1726566666666	26.91599574169523	1.0	1.4510115348221446	0.5370589881603849
ADMDC	-2.650482498773768	0.0284765454528305	-2.650482498773768	0.9715234545471694	36.918053333333326	4.346854494016973	68.73440333333333	16.410244625640278	-1.0	0.537111716156116	-0.8967059031724065
MTAP	8.079763380937235	0.9993625756575664	8.079763380937235	0.0006374243424334	3.131686666666667	0.5412443354797247	0.03868	0.0118376546100427	1.0	80.96397793864186	6.339208269447322
ADPT	-5.875757681185677	0.0020957253984557	-5.875757681185677	0.9979042746015442	775.4159566666667	39.39057285191669	1447.1697133333334	156.8100696795569	-1.0	0.5358154952542609	-0.9001917917898714
MTRI					1.0	0.0	1.0	0.0	0.0	1.0	0.0
MDRPD	24.45284099076561	0.999991701925954	24.45284099076561	8.298074046123468e-06	2.38121	0.0893239993879957	0.2900233333333333	0.0815369856091223	1.0	8.21040835794821	3.0374539785604164
DKMPPD					1.0	0.0	1.0	0.0	0.0	1.0	0.0
SPMDtex2					1.0	0.0	1.0	0.0	0.0	1.0	0.0
SPRMti					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLYAMDTRc	-2.208960500532604	0.0458661164145298	-2.208960500532604	0.95413388358547	0.04536	0.0274857793534523	0.0890466666666666	0.0051762298592272	-1.0	0.5093958224152134	-0.9731409668527345
ARGDr					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0074_f	4.719613267176448	0.9954128970031528	4.719613267176448	0.0045871029968471	21.04892	4.210137115518528	6.89818	0.5041398179738101	1.0	3.051372970841584	1.6094585320296868
r0074_b	4.719613267176448	0.9954128970031528	4.719613267176448	0.0045871029968471	21.04892	4.210137115518528	6.89818	0.5041398179738101	1.0	3.051372970841584	1.6094585320296868
GLU5SAtmc_f					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLU5SAtmc_b					1.0	0.0	1.0	0.0	0.0	1.0	0.0
G5SADs_f	4.719613267176448	0.9954128970031528	4.719613267176448	0.0045871029968471	21.04892	4.210137115518528	6.89818	0.5041398179738101	1.0	3.051372970841584	1.6094585320296868
G5SADs_b	4.719613267176448	0.9954128970031528	4.719613267176448	0.0045871029968471	21.04892	4.210137115518528	6.89818	0.5041398179738101	1.0	3.051372970841584	1.6094585320296868
PRO1x	0.6406382086216347	0.7216917938368383	0.6406382086216347	0.2783082061631616	81.88203666666668	10.677237967577984	74.34441666666666	12.761842054714863	0.0	1.1013878423956969	0.13932258858577395
P5CR	0.6406382086216347	0.7216917938368383	0.6406382086216347	0.2783082061631616	81.88203666666668	10.677237967577984	74.34441666666666	12.761842054714863	0.0	1.1013878423956969	0.13932258858577395
PROD2					0.0	0.0	0.0	0.0	0.0		
EXRiboflavin					1.0	0.0	1.0	0.0	0.0	1.0	0.0
RBFK	-4.101640349559306	0.0074165637788128	-4.101640349559306	0.9925834362211872	23.92574	2.601608955857893	47.37363333333334	7.65461983232058	-1.0	0.5050433820782165	-0.9855207774764264
FMNAT	2.4855150337844605	0.9660953742550878	2.4855150337844605	0.0339046257449121	92.38609	4.508393826770981	80.76898	4.833790281776812	1.0	1.143831332276327	0.1938743300633179
TransportFAD					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ASNS1	-4.21718311624277	0.0067540350597167	-4.21718311624277	0.9932459649402832	0.2424966666666666	0.0813029959814246	0.9751066666666668	0.2318345444971957	-1.0	0.24868732309627656	-2.0075951272290795
ASNN	-0.54410666103279	0.3076385446445416	-0.54410666103279	0.6923614553554585	2.03485	0.3766795064773235	2.2082	0.2472223490436628	0.0	0.9214971469975545	-0.11794839568232503
METS	-5.862790799278555	0.0021127009451712	-5.862790799278555	0.9978872990548288	2.441073333333333	0.2100200797278413	4.35615	0.4114500349576684	-1.0	0.5603740305851114	-0.8355379963888016
METAT	-3.982057209010063	0.008186496153244	-3.982057209010063	0.991813503846756	19.567556666666665	3.823598703719952	34.82417	3.839064817278638	-1.0	0.5618958518370046	-0.8316253451570086
HMR_3915					1.0	0.0	1.0	0.0	0.0	1.0	0.0
AHCi	24.45284099076561	0.999991701925954	24.45284099076561	8.298074046123468e-06	2.38121	0.0893239993879957	0.2900233333333333	0.0815369856091223	1.0	8.21040835794821	3.0374539785604164
ADNK1	2.557315403284797	0.9685917812019588	2.557315403284797	0.0314082187980413	2.9345733333333333	0.6315430854836606	1.7784733333333334	0.09948920254089	1.0	1.6500519171874004	0.7225114181016673
CYSTS	-16.178093801727872	4.27002036270919e-05	-16.178093801727872	0.9999572997963728	0.1431133333333333	0.040948377528569	9.932156666666666	0.8547322344583841	-1.0	0.014409089398844893	-6.116877024371775
CYSTGL	2.3777225758650644	0.961911113525718	2.3777225758650644	0.0380888864742819	2.34971	0.2976162308521944	1.7139266666666668	0.2332836145600934	1.0	1.3709513048010609	0.4551773285426198
MTHFR3	0.3702774585370057	0.6350255586258087	0.3702774585370057	0.3649744413741913	4.06078	0.2090902237472298	3.93746	0.4220457535228459	0.0	1.031319683247576	0.044491601326277976
MetSynthesis					1.0	0.0	1.0	0.0	0.0	1.0	0.0
UNK3					1.0	0.0	1.0	0.0	0.0	1.0	0.0
5MTHFt	3.793823118553047	0.9903972437609306	3.793823118553047	0.0096027562390693	2.8286333333333338	0.8345709242612172	0.5113833333333334	0.2227859981137853	1.0	5.531336570739497	2.4676281298252234
ILETA	0.3260060813921729	0.619618839294682	0.3260060813921729	0.380381160705318	0.4689166666666666	0.588057261629814	0.3303299999999999	0.124965612069881	0.0	1.4195400559036924	0.5054235589166788
3MOPt2im					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ILETAm	-2.4440797748910947	0.0354479740285624	-2.4440797748910947	0.9645520259714376	35.34732666666667	3.30056055740368	41.16323666666667	0.6566625799365233	-1.0	0.8587110618366501	-0.21975531832930809
LEUTA	0.3260060813921729	0.619618839294682	0.3260060813921729	0.380381160705318	0.4689166666666666	0.588057261629814	0.3303299999999999	0.124965612069881	0.0	1.4195400559036924	0.5054235589166788
4MOPt2im					1.0	0.0	1.0	0.0	0.0	1.0	0.0
LEUTAm	-2.4440797748910947	0.0354479740285624	-2.4440797748910947	0.9645520259714376	35.34732666666667	3.30056055740368	41.16323666666667	0.6566625799365233	-1.0	0.8587110618366501	-0.21975531832930809
OIVD1m	-3.062746548893071	0.0187788428374284	-3.062746548893071	0.9812211571625716	0.0142499999999999	0.0117975166878457	0.0740966666666666	0.0249891394187332	-1.0	0.19231634351522667	-2.378446723231645
ACOAD8m	6.909577389477152	0.998849252640902	6.909577389477152	0.0011507473590978	44.16136	4.363304445608472	19.95562333333333	2.3466162988770773	1.0	2.21297822986236	1.1459892587195397
MCCCrm	0.9804080910435514	0.8088025644656736	0.9804080910435514	0.1911974355343264	4.61974	1.1272831649885786	3.755303333333333	0.5329741895147353	0.0	1.2301909033535685	0.2988822130853618
MGCHrm	2.222684722205977	0.9548289015588776	2.222684722205977	0.0451710984411225	0.8870533333333332	0.1460431726883831	0.6539033333333334	0.0260306413460922	1.0	1.3565511721916081	0.439943470380271
HMGCOAtm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
VALTA	0.3260060813921729	0.619618839294682	0.3260060813921729	0.380381160705318	0.4689166666666666	0.588057261629814	0.3303299999999999	0.124965612069881	0.0	1.4195400559036924	0.5054235589166788
3MOBt2im					1.0	0.0	1.0	0.0	0.0	1.0	0.0
VALTAim	-2.4440797748910947	0.0354479740285624	-2.4440797748910947	0.9645520259714376	35.34732666666667	3.30056055740368	41.16323666666667	0.6566625799365233	-1.0	0.8587110618366501	-0.21975531832930809
OIVD2m	-3.062746548893071	0.0187788428374284	-3.062746548893071	0.9812211571625716	0.0142499999999999	0.0117975166878457	0.0740966666666666	0.0249891394187332	-1.0	0.19231634351522667	-2.378446723231645
ACOAD9m	6.541700702952902	0.9985888971562096	6.541700702952902	0.0014111028437904	28.90717	1.9209070206719192	18.95289333333333	0.9700745600668484	1.0	1.5252114540822972	0.6090092706152173
ECOAH12m	-3.065867776261387	0.0187217532085616	-3.065867776261387	0.9812782467914384	254.65992666666665	30.33522863478075	330.89005000000003	17.782672692485427	-1.0	0.7696209863870691	-0.3777799551560396
3HBCOAHLm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HIBDm	2.9043588942124963	0.9780371914724036	2.9043588942124963	0.0219628085275963	6.69028	1.4455262430224731	3.6851033333333336	0.2274073470424578	1.0	1.815493188341168	0.8603615172133873
r0643	-0.4503749366404181	0.3378859270411734	-0.4503749366404181	0.6621140729588266	129.49495	15.07108752424545	135.8015333333333	12.846331634995613	0.0	0.9535602936245688	-0.06860393184690428
MMSAD1m	-6.238416807791943	0.0016821454694765	-6.238416807791943	0.9983178545305236	4.480503333333334	1.3739305180232204	18.685323333333333	2.9123345495362	-1.0	0.2397873054377616	-2.0601728117264235
MMTSADm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PCC					1.0	0.0	1.0	0.0	0.0	1.0	0.0
MMALH					1.0	0.0	1.0	0.0	0.0	1.0	0.0
MMEm	2.556389963662789	0.9685609716175728	2.556389963662789	0.0314390283824272	6.20029	1.4322461297556368	3.46221	0.4930165494855794	1.0	1.7908474644807797	0.8406424609370633
MMMm	-7.531135347438071	0.0008323033062422	-7.531135347438071	0.9991676966937576	4.68933	0.8417128271962275	13.014723333333334	1.317428364892081	-1.0	0.36030961856789373	-1.4726909294535544
ILEtmi					1.0	0.0	1.0	0.0	0.0	1.0	0.0
LEUt5m					1.0	0.0	1.0	0.0	0.0	1.0	0.0
VALt5m					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PGCD	-14.672781128879556	6.276845867030384e-05	-14.672781128879556	0.9999372315413296	4.939163333333333	0.7653924697100757	42.175806666666666	3.506433106708615	-1.0	0.11710892389965748	-3.0940770790376395
PSERT	-5.229501488050945	0.0031929291374771	-5.229501488050945	0.9968070708625228	23.251583333333333	1.126548711813604	41.628166666666665	4.840205510253558	-1.0	0.5585541039920887	-0.8402310616621111
PSP_L	-7.706411467643811	0.0007629011092747	-7.706411467643811	0.9992370988907252	3.62735	0.1042314926817547	8.441506666666667	0.877281863117867	-1.0	0.4297040970569234	-1.2185845621889924
GHMT2r_f	-9.3942123939965	0.0003577374452425	-9.3942123939965	0.9996422625547574	10.781836666666669	0.502611614956209	21.05800333333333	1.4630585781467838	-1.0	0.5120065989162318	-0.965765690594953
GHMT2r_b	-9.3942123939965	0.0003577374452425	-9.3942123939965	0.9996422625547574	10.781836666666669	0.502611614956209	21.05800333333333	1.4630585781467838	-1.0	0.5120065989162318	-0.965765690594953
SERD_L	-8.161089926687769	0.0006135667408144	-8.161089926687769	0.9993864332591856	6.459733333333333	1.3690380353209897	24.310900000000004	2.7739397966190005	-1.0	0.2657134591205316	-1.912056788719971
ALATA_L_f	-3.5143680169738434	0.0122873538009031	-3.5143680169738434	0.9877126461990968	25.26673666666667	2.4747911069062427	32.60111333333333	1.6081937530934778	-1.0	0.7750268037880916	-0.3676818889863371
ALATA_L_b	-3.5143680169738434	0.0122873538009031	-3.5143680169738434	0.9877126461990968	25.26673666666667	2.4747911069062427	32.60111333333333	1.6081937530934778	-1.0	0.7750268037880916	-0.3676818889863371
r1435					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLYtm_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GHMT2rm	-6.433368000021063	0.0015012792676146	-6.433368000021063	0.9984987207323852	277.7466933333333	27.744341664808378	560.8733333333333	55.71221278984609	-1.0	0.49520395573569786	-1.0139052559057005
MLTHFtm_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0962	-2.061370527768874	0.054142053081014	-2.061370527768874	0.945857946918986	15.600716666666663	0.8726652826574206	21.214566666666663	3.751241571980609	0.0	0.735377578613437	-0.4434429049062926
FORtm_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0514	-16.677011451567914	3.787121854869193e-05	-16.677011451567914	0.9999621287814512	13.756266666666669	1.2901068674424698	61.37655	3.8265849931847407	-1.0	0.22412903082148913	-2.1575985655856544
DHFRim	-16.677011451567914	3.787121854869193e-05	-16.677011451567914	0.9999621287814512	13.756266666666669	1.2901068674424698	61.37655	3.8265849931847407	-1.0	0.22412903082148913	-2.1575985655856544
FTHFLmi	-6.277466554028255	0.0016438571028136	-6.277466554028255	0.9983561428971864	19.192826666666665	2.901272642150145	51.49497	6.673805235041453	-1.0	0.3727126487629115	-1.423864314194961
MTHFCm	-4.162415667014699	0.0070587699277148	-4.162415667014699	0.9929412300722852	47.91413666666667	2.484293730906679	82.79544	11.587889316129436	-1.0	0.5787050188593318	-0.7890999388523344
MTHFDm	-6.701049162940249	0.0012902513373454	-6.701049162940249	0.9987097486626546	66.29366	4.81318086137085	128.95966333333334	12.318310347006022	-1.0	0.5140650827278059	-0.9599770728520846
FOLR2	-16.677011451567914	3.787121854869193e-05	-16.677011451567914	0.9999621287814512	13.756266666666669	1.2901068674424698	61.37655	3.8265849931847407	-1.0	0.22412903082148913	-2.1575985655856544
DHFR	-16.677011451567914	3.787121854869193e-05	-16.677011451567914	0.9999621287814512	13.756266666666669	1.2901068674424698	61.37655	3.8265849931847407	-1.0	0.22412903082148913	-2.1575985655856544
FTHFLi	-5.954368754622109	0.0019963190589887	-5.954368754622109	0.9980036809410112	18.379526666666667	2.826618959821473	46.16423	5.963087396933461	-1.0	0.39813350437485184	-1.3286758103419478
FTHFDH	9.375571783838724	0.9996395129209972	9.375571783838724	0.0003604870790026	2.089296666666667	0.2987960118356483	0.10627	0.0139232347774023	1.0	19.660267871145823	4.297211073419413
MTHFC_f	-5.954368754622109	0.0019963190589887	-5.954368754622109	0.9980036809410112	18.379526666666667	2.826618959821473	46.16423	5.963087396933461	-1.0	0.39813350437485184	-1.3286758103419478
MTHFC_b	-5.954368754622109	0.0019963190589887	-5.954368754622109	0.9980036809410112	18.379526666666667	2.826618959821473	46.16423	5.963087396933461	-1.0	0.39813350437485184	-1.3286758103419478
MTHFD	-5.900721491962239	0.002063512778108	-5.900721491962239	0.997936487221892	22.440303333333333	2.618664411748011	50.101686666666666	6.090441231363199	-1.0	0.4478951673350185	-1.1587669948902606
MTHFD2i_f	-4.171024747589029	0.0070097855928646	-4.171024747589029	0.9929902144071352	48.28363333333333	2.474091022743955	83.19528666666666	11.575581536393276	-1.0	0.5803650094600712	-0.7849675537738099
MTHFD2i_b	-4.171024747589029	0.0070097855928646	-4.171024747589029	0.9929902144071352	48.28363333333333	2.474091022743955	83.19528666666666	11.575581536393276	-1.0	0.5803650094600712	-0.7849675537738099
ACACT1r	-4.062914101871381	0.0076559666232741	-4.062914101871381	0.9923440333767258	13.219896666666664	1.3468237552190052	30.429600000000004	5.836961382437497	-1.0	0.4344420126017648	-1.2027644695502837
HMGCOAS	-5.106635493379896	0.0034752074286194	-5.106635493379896	0.9965247925713806	11.096076666666669	1.3363635333828727	31.28397666666667	5.428700796920834	-1.0	0.3546888167350421	-1.495374251773112
HMGCOAR	-4.03570962078441	0.007829716719279	-4.03570962078441	0.9921702832807208	16.586033333333333	1.9060276536002545	46.19466666666667	10.19903169358194	-1.0	0.3590464988743289	-1.477757400278243
MEVK1	6.530341224669322	0.998579760361059	6.530341224669322	0.0014202396389409	34.85680333333333	4.618649544418322	12.669263333333332	1.3249745232603114	1.0	2.7512888805163365	1.4601076280611343
PMEVK	-1.552680577317926	0.0977275968598289	-1.552680577317926	0.9022724031401712	24.77162333333333	3.429010333807053	29.55179	2.682929775351316	0.0	0.8382444289612687	-0.2545571051017157
IPDDI	-1.223076124786239	0.1442145998253784	-1.223076124786239	0.8557854001746216	83.19012666666667	8.644587675632014	91.68752333333332	4.669938662711627	0.0	0.9073222139966193	-0.14031311416238454
DPMVD	-5.389897824206985	0.0028653275232716	-5.389897824206985	0.9971346724767284	32.27788	5.495232415909874	62.993876666666665	5.895359371722436	-1.0	0.5123971044169744	-0.9646657719304316
DMATT	4.04255196529444	0.9922144268715342	4.04255196529444	0.0077855731284657	16.95703333333333	3.5591160031702	6.0367	1.3882501152890283	1.0	2.8089905632768453	1.4900517777798805
GRTT	4.04255196529444	0.9922144268715342	4.04255196529444	0.0077855731284657	16.95703333333333	3.5591160031702	6.0367	1.3882501152890283	1.0	2.8089905632768453	1.4900517777798805
HMR_1465					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HMR_1467					1.0	0.0	1.0	0.0	0.0	1.0	0.0
SMO	-6.053334196709251	0.0018792672981283	-6.053334196709251	0.9981207327018716	94.49092	11.41584256522779	147.75657333333334	4.953493309953655	-1.0	0.6395040022133702	-0.6449747069214756
LNSTLS	4.179032212171141	0.9930354081596148	4.179032212171141	0.0069645918403851	15.79989	2.000076863239677	8.305670000000001	1.5593191768418253	1.0	1.9023016806591158	0.9277460572803964
HMR_1477	-2.031813779933856	0.0559906689981988	-2.031813779933856	0.9440093310018012	0.2065799999999999	0.0379390809939654	1.3597833333333331	0.8017727974238643	0.0	0.1519212619657543	-2.7186043001892775
HMR_1478	-2.031813779933856	0.0559906689981988	-2.031813779933856	0.9440093310018012	0.2065799999999999	0.0379390809939654	1.3597833333333331	0.8017727974238643	0.0	0.1519212619657543	-2.7186043001892775
HMR_1479	-2.031813779933856	0.0559906689981988	-2.031813779933856	0.9440093310018012	0.2065799999999999	0.0379390809939654	1.3597833333333331	0.8017727974238643	0.0	0.1519212619657543	-2.7186043001892775
C14STR	-7.000065725681057	0.0010960263362235	-7.000065725681057	0.9989039736637764	89.07240333333333	10.33600932618688	185.11788	16.421923730897063	-1.0	0.48116585676831064	-1.0553938214894683
HMR_1490	-2.803418633966094	0.0243209007742655	-2.803418633966094	0.9756790992257344	37.71102333333334	5.819719759217126	51.98852333333334	4.243335859205846	-1.0	0.7253720805175142	-0.46320687766586544
HMR_1493	-2.803418633966094	0.0243209007742655	-2.803418633966094	0.9756790992257344	37.71102333333334	5.819719759217126	51.98852333333334	4.243335859205846	-1.0	0.7253720805175142	-0.46320687766586544
HMR_1494	-2.803418633966094	0.0243209007742655	-2.803418633966094	0.9756790992257344	37.71102333333334	5.819719759217126	51.98852333333334	4.243335859205846	-1.0	0.7253720805175142	-0.46320687766586544
C3STDH1	-6.755959942226677	0.0012515833645104	-6.755959942226677	0.9987484166354896	7.692369999999999	0.4687643407939645	13.769233333333334	1.1825376029069388	-1.0	0.5586636389825624	-0.8399481703652976
HMR_1495	-3.375408265900359	0.0139518473861074	-3.375408265900359	0.9860481526138926	9.87765	1.1225258582619226	13.769233333333334	1.1825376029069388	-1.0	0.7173710954616208	-0.4792084779363226
HMR_1500	-12.99974799495571	0.0001010276567787	-12.99974799495571	0.9998989723432212	2.4723666666666664	0.2972573771816083	5.341670000000001	0.0952502892384062	-1.0	0.4628452649951543	-1.111398131931425
HMR_1502	-2.803418633966094	0.0243209007742655	-2.803418633966094	0.9756790992257344	37.71102333333334	5.819719759217126	51.98852333333334	4.243335859205846	-1.0	0.7253720805175142	-0.46320687766586544
HMR_1503	-2.803418633966094	0.0243209007742655	-2.803418633966094	0.9756790992257344	37.71102333333334	5.819719759217126	51.98852333333334	4.243335859205846	-1.0	0.7253720805175142	-0.46320687766586544
HMR_1504	-2.803418633966094	0.0243209007742655	-2.803418633966094	0.9756790992257344	37.71102333333334	5.819719759217126	51.98852333333334	4.243335859205846	-1.0	0.7253720805175142	-0.46320687766586544
HMR_1505	-6.755959942226677	0.0012515833645104	-6.755959942226677	0.9987484166354896	7.692369999999999	0.4687643407939645	13.769233333333334	1.1825376029069388	-1.0	0.5586636389825624	-0.8399481703652976
HMR_1509	-12.99974799495571	0.0001010276567787	-12.99974799495571	0.9998989723432212	2.4723666666666664	0.2972573771816083	5.341670000000001	0.0952502892384062	-1.0	0.4628452649951543	-1.111398131931425
CHLSTI_1	1.130951136113293	0.8393554707984665	1.130951136113293	0.1606445292015334	189.55276	20.589228213667138	168.50833333333335	16.388363889858628	0.0	1.1248865634736165	0.16977952360634968
HMR_1516	-5.967836249034437	0.00197987447294	-5.967836249034437	0.99802012552706	7.46162	1.5699652734376008	20.682876666666665	2.7113410014521504	-1.0	0.36076316269996617	-1.4708760614583893
RE2410C					1.0	0.0	1.0	0.0	0.0	1.0	0.0
DSMSTOLR					1.0	0.0	1.0	0.0	0.0	1.0	0.0
ACCOAC	-3.691369493318282	0.010496757154683	-3.691369493318282	0.989503242845317	1.4645466666666664	0.0401064968413957	3.1845766666666666	0.6577451215748812	-1.0	0.4598873947662326	-1.1206474400211575
FASN	4.866214234182436	0.995878903565236	4.866214234182436	0.0041210964347641	1888.0455	442.9604224536907	345.5619566666667	68.82113279773608	1.0	5.46369605674282	2.4498772293040028
MCAT	4.866214234182436	0.995878903565236	4.866214234182436	0.0041210964347641	1888.0455	442.9604224536907	345.5619566666667	68.82113279773608	1.0	5.46369605674282	2.4498772293040028
AcetoacetylACPsynthesis	4.866214234182436	0.995878903565236	4.866214234182436	0.0041210964347641	1888.0455	442.9604224536907	345.5619566666667	68.82113279773608	1.0	5.46369605674282	2.4498772293040028
r0691	4.866214234182436	0.995878903565236	4.866214234182436	0.0041210964347641	1888.0455	442.9604224536907	345.5619566666667	68.82113279773608	1.0	5.46369605674282	2.4498772293040028
r0681	4.866214234182436	0.995878903565236	4.866214234182436	0.0041210964347641	1888.0455	442.9604224536907	345.5619566666667	68.82113279773608	1.0	5.46369605674282	2.4498772293040028
r0682	4.866214234182436	0.995878903565236	4.866214234182436	0.0041210964347641	1888.0455	442.9604224536907	345.5619566666667	68.82113279773608	1.0	5.46369605674282	2.4498772293040028
