Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF7	median_MCF7	std_MCF7	mean_SKBR3	median_SKBR3	std_SKBR3
ARGSL	293039106821.0	0.0	293039106821.0	1.0	0.3091446450600089	0.21879	0.29980719666057526	0.7057781516799877	0.51769	0.6466508246052081
ARGN	832768241628.5	1.0	832768241628.5	0.0	0.06807535737999902	0.05829	0.04954328938539321	0.01793482646999756	0.01547	0.013065145485321264
ORNDC	999776502138.5	1.0	999776502138.5	0.0	0.20401410992000146	0.2123	0.04699575342975848	0.05231535405000458	0.05309	0.007874751308172225
SPMS	7261654184.5	0.0	7261654184.5	1.0	0.005184253910001222	0.00505	0.0017866023724653758	0.02946203302000079	0.02928	0.011379442136585505
SPRMS	55811919459.5	0.0	55811919459.5	1.0	0.0019468585600020381	0.00183	0.0012369556066464619	0.01679520382999773	0.01514	0.011083568184575407
ADMDC	5724312259.5	0.0	5724312259.5	1.0	0.007131111779997809	0.00748	0.001976798748703437	0.04625723769000171	0.04454	0.020146524977780855
MTAP	5724312259.5	0.0	5724312259.5	1.0	0.007131111779997809	0.00748	0.001976798748703437	0.04625723769000171	0.04454	0.020146524977780855
ADPT	5724312259.5	0.0	5724312259.5	1.0	0.007131111779997809	0.00748	0.001976798748703437	0.04625723769000171	0.04454	0.020146524977780855
MTRI	5724312259.5	0.0	5724312259.5	1.0	0.007131111779997809	0.00748	0.001976798748703437	0.04625723769000171	0.04454	0.020146524977780855
MDRPD	5724312259.5	0.0	5724312259.5	1.0	0.007131111779997809	0.00748	0.001976798748703437	0.04625723769000171	0.04454	0.020146524977780855
DKMPPD	5724312259.5	0.0	5724312259.5	1.0	0.007131111779997809	0.00748	0.001976798748703437	0.04625723769000171	0.04454	0.020146524977780855
SPMDtex2	169508519379.5	0.0	169508519379.5	1.0	0.003237396540003312	0.00278	0.002352928365817923	0.012666830739994849	0.0104	0.009939440887891995
SPRMti	55811919459.5	0.0	55811919459.5	1.0	0.0019468585600020381	0.00183	0.0012369556066464619	0.01679520382999773	0.01514	0.011083568184575407
GLYAMDTRc	978395585302.5	1.0	978395585302.5	0.0	0.13593875483999845	0.13295	0.05466633720467771	0.0343805279800007	0.03543	0.01349371499573737
ARGDr	293039106821.0	0.0	293039106821.0	1.0	0.3091446450600089	0.21879	0.29980719666057526	0.7057781516799877	0.51769	0.6466508246052081
r0074_f	999906204746.5	1.0	999906204746.5	0.0	0.09703336022999888	0.10056	0.014735907934610437	0.02608264536000622	0.02648	0.005255523610753956
r0074_b	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
GLU5SAtmc_f	999906204746.5	1.0	999906204746.5	0.0	0.09703336022999888	0.10056	0.014735907934610437	0.02608264536000622	0.02648	0.005255523610753956
GLU5SAtmc_b	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
G5SADs_f	999906204746.5	1.0	999906204746.5	0.0	0.09703336022999888	0.10056	0.014735907934610437	0.02608264536000622	0.02648	0.005255523610753956
G5SADs_b	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
PRO1x	787628275941.0	1.0	787628275941.0	0.0	0.04353771915000079	0.0402	0.028310948358439704	0.016695416290001867	0.0171	0.008178896472329169
P5CR	920982705421.0	1.0	920982705421.0	0.0	0.05349564103000051	0.05429	0.029272346930797402	0.009387229609993091	0.00831	0.006720870613584228
PROD2	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EXRiboflavin	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
RBFK	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
FMNAT	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
TransportFAD	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ASNS1	282903237345.0	0.0	282903237345.0	1.0	2.0752290796799935	1.51872	1.8615465647868383	4.913859473500069	3.67348	4.480062811888755
ASNN	276431065062.0	0.0	276431065062.0	1.0	2.009496718109987	1.45325	1.861387274648192	4.896190562789712	3.656015	4.480231852295153
METS	281495283166.0	0.0	281495283166.0	1.0	2.219757523720027	1.57993	2.1486119386839992	5.248259456389964	3.909005	4.673532500519405
METAT	278481795921.5	0.0	278481795921.5	1.0	2.2434426853600704	1.60354	2.1486541323594825	5.295981218920093	3.9563249999999996	4.673552761866306
HMR_3915	276108349766.5	0.0	276108349766.5	1.0	2.1622533812500206	1.52122	2.1487935688159	5.233002833329912	3.89396	4.673438859604432
AHCi	283400637388.5	0.0	283400637388.5	1.0	2.236311571169973	1.59637	2.1486746256487583	5.249723982210229	3.910405	4.673564578783076
ADNK1	283400637388.5	0.0	283400637388.5	1.0	2.236311571169973	1.59637	2.1486746256487583	5.249723982210229	3.910405	4.673564578783076
CYSTS	956742052736.5	1.0	956742052736.5	0.0	0.016554051359997116	0.01636	0.009725017433631007	0.0014645303700014701	0.00146	0.0008086710735500656
CYSTGL	956742052736.5	1.0	956742052736.5	0.0	0.016554051359997116	0.01636	0.009725017433631007	0.0014645303700014701	0.00146	0.0008086710735500656
MTHFR3	810077782605.0	1.0	810077782605.0	0.0	0.05767553543999827	0.04714	0.04575172701790193	0.01624059683999574	0.01371	0.012111075881833614
MetSynthesis	104222795686.0	0.0	104222795686.0	1.0	0.004063697380004571	0.00393	0.0023996538901509814	0.024250547169996417	0.02045	0.01819671474150708
UNK3	90459398549.0	0.0	90459398549.0	1.0	0.003067410970003192	0.00254	0.0022438540320847446	0.022006689309997277	0.01819	0.01699331117572585
5MTHFt	1724969910.5	0.0	1724969910.5	1.0	0.0001714492800007591	0.00018	4.396126158417996e-05	0.000983972390001566	0.00104	0.00022998443797471905
ILETA	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
3MOPt2im	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ILETAm	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
LEUTA	491241552913.0	2.104538242037629e-102	491241552913.0	1.0	0.0017708236700018374	0.00174	0.0010364042106253634	0.0018956689200017036	0.00168	0.0013257775566185871
4MOPt2im	491241552913.0	2.104538242037629e-102	491241552913.0	1.0	0.0017708236700018374	0.00174	0.0010364042106253634	0.0018956689200017036	0.00168	0.0013257775566185871
LEUTAm	908926552813.0	1.0	908926552813.0	0.0	0.012894691709996983	0.01222	0.008081107112287671	0.002173541030002175	0.00185	0.0016150810459206893
OIVD1m	895297343389.5	1.0	895297343389.5	0.0	0.014665514149999328	0.01396	0.008212051929720202	0.004069216120004775	0.00408	0.0017118460007102317
ACOAD8m	895297343389.5	1.0	895297343389.5	0.0	0.014665514149999328	0.01396	0.008212051929720202	0.004069216120004775	0.00408	0.0017118460007102317
MCCCrm	895297343389.5	1.0	895297343389.5	0.0	0.014665514149999328	0.01396	0.008212051929720202	0.004069216120004775	0.00408	0.0017118460007102317
MGCHrm	895297343389.5	1.0	895297343389.5	0.0	0.014665514149999328	0.01396	0.008212051929720202	0.004069216120004775	0.00408	0.0017118460007102317
HMGCOAtm	894340228165.0	1.0	894340228165.0	0.0	0.014665514149999328	0.01396	0.008212051929720202	0.004095004850004671	0.00411	0.001711402343598399
VALTA	456598005852.5	0.0	456598005852.5	1.0	0.011601738679994606	0.0118	0.006664871488311425	0.01346706759999472	0.01207	0.009224342179318836
3MOBt2im	456598005852.5	0.0	456598005852.5	1.0	0.011601738679994606	0.0118	0.006664871488311425	0.01346706759999472	0.01207	0.009224342179318836
VALTAim	928013226549.0	1.0	928013226549.0	0.0	0.2211913508700025	0.23297	0.061670679254781584	0.11217808694999322	0.11659	0.02472192652484635
OIVD2m	927199883387.0	1.0	927199883387.0	0.0	0.2327930967899999	0.24464	0.06123005260557998	0.12564514803999927	0.13134	0.02327292496109753
ACOAD9m	927199883387.0	1.0	927199883387.0	0.0	0.2327930967899999	0.24464	0.06123005260557998	0.12564514803999927	0.13134	0.02327292496109753
ECOAH12m	927199883387.0	1.0	927199883387.0	0.0	0.2327930967899999	0.24464	0.06123005260557998	0.12564514803999927	0.13134	0.02327292496109753
3HBCOAHLm	927199883387.0	1.0	927199883387.0	0.0	0.2327930967899999	0.24464	0.06123005260557998	0.12564514803999927	0.13134	0.02327292496109753
HIBDm	927199883387.0	1.0	927199883387.0	0.0	0.2327930967899999	0.24464	0.06123005260557998	0.12564514803999927	0.13134	0.02327292496109753
r0643	720558779257.0	1.0	720558779257.0	0.0	0.07871501891999881	0.06573	0.059972900847198925	0.03528464542999768	0.02856	0.02818190215866356
MMSAD1m	695445377440.5	1.0	695445377440.5	0.0	0.08020156122000104	0.07192	0.05581786066711777	0.04387368834999729	0.03895	0.030663740407330806
MMTSADm	620949771328.0	1.0	620949771328.0	0.0	0.07387651334999897	0.05926	0.059470485191447396	0.046486817889998665	0.04061	0.03330018616847455
PCC	759513656362.5	1.0	759513656362.5	0.0	0.0948670753200036	0.08611	0.05638003348473252	0.0479686985299993	0.04295	0.030647437654748606
MMALH	720558779257.0	1.0	720558779257.0	0.0	0.07871501891999881	0.06573	0.059972900847198925	0.03528464542999768	0.02856	0.02818190215866356
MMEm	876889118271.0	1.0	876889118271.0	0.0	0.17358209264000143	0.17464	0.06591639948736526	0.08325334360999795	0.08463	0.03487983412805339
MMMm	939544678755.0	1.0	939544678755.0	0.0	0.24745861398000585	0.25954	0.062191126357852566	0.1297401609400065	0.13542	0.023335418681071324
ILEtmi	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
LEUt5m	908926552813.0	1.0	908926552813.0	0.0	0.012894691709996983	0.01222	0.008081107112287671	0.002173541030002175	0.00185	0.0016150810459206893
VALt5m	928013226549.0	1.0	928013226549.0	0.0	0.2211913508700025	0.23297	0.061670679254781584	0.11217808694999322	0.11659	0.02472192652484635
PGCD	112318642929.5	0.0	112318642929.5	1.0	0.5746724873499846	0.48427	0.3776048915064018	2.015758833920148	1.95401	1.1174957742207225
PSERT	112318642929.5	0.0	112318642929.5	1.0	0.5746724873499846	0.48427	0.3776048915064018	2.015758833920148	1.95401	1.1174957742207225
PSP_L	112318642929.5	0.0	112318642929.5	1.0	0.5746724873499846	0.48427	0.3776048915064018	2.015758833920148	1.95401	1.1174957742207225
GHMT2r_f	652114332545.5	1.0	652114332545.5	0.0	53.51156292422023	48.693685	34.968621268005734	33.613149847328565	33.962835	17.714159028343424
SERD_L	9325431098.0	0.0	9325431098.0	1.0	0.37784398864998836	0.26948	0.3611733058633184	4.199581624700105	4.03347	1.9479196353172188
ALATA_L_f	418007468209.5	0.0	418007468209.5	1.0	0.5562953843500121	0.44269	0.3874780843611383	0.7926541677500312	0.59888	0.6765823989119389
r1435	124651882440.0	0.0	124651882440.0	1.0	5.725751000012694e-05	5e-05	4.50770881995399e-05	0.000332302930000317	0.00027	0.000257594893910449
GLYtm_r	124651882440.0	0.0	124651882440.0	1.0	5.725751000012694e-05	5e-05	4.50770881995399e-05	0.000332302930000317	0.00027	0.000257594893910449
GHMT2rm	124651882440.0	0.0	124651882440.0	1.0	5.725751000012694e-05	5e-05	4.50770881995399e-05	0.000332302930000317	0.00027	0.000257594893910449
MLTHFtm_r	24858202993.0	0.0	24858202993.0	1.0	0.00011737480000012403	0.00012	5.089098854264373e-05	0.0006588013600007899	0.00067	0.0002883024730738337
r0962	24858202993.0	0.0	24858202993.0	1.0	0.00011737480000012403	0.00012	5.089098854264373e-05	0.0006588013600007899	0.00067	0.0002883024730738337
FORtm_r	130917473372.0	0.0	130917473372.0	1.0	6.001534000009039e-05	5e-05	4.498091581968266e-05	0.0003264806100004061	0.00027	0.0002550547581342442
r0514	24858202993.0	0.0	24858202993.0	1.0	0.00011737480000012403	0.00012	5.089098854264373e-05	0.0006588013600007899	0.00067	0.0002883024730738337
DHFRim	24858202993.0	0.0	24858202993.0	1.0	0.00011737480000012403	0.00012	5.089098854264373e-05	0.0006588013600007899	0.00067	0.0002883024730738337
FTHFLmi	130917473372.0	0.0	130917473372.0	1.0	6.001534000009039e-05	5e-05	4.498091581968266e-05	0.0003264806100004061	0.00027	0.0002550547581342442
MTHFCm	130917473372.0	0.0	130917473372.0	1.0	6.001534000009039e-05	5e-05	4.498091581968266e-05	0.0003264806100004061	0.00027	0.0002550547581342442
MTHFDm	130917473372.0	0.0	130917473372.0	1.0	6.001534000009039e-05	5e-05	4.498091581968266e-05	0.0003264806100004061	0.00027	0.0002550547581342442
FOLR2	122572601418.0	0.0	122572601418.0	1.0	5.396823000021002e-05	4e-05	4.254397090848486e-05	0.0003251619900003551	0.00026	0.0002542425585901857
DHFR	998309444015.5	1.0	998309444015.5	0.0	0.0031335683200044056	0.00324	0.0004671778600780317	0.0011529630400013487	0.00112	0.0003013633985966397
FTHFLi	96142689725.0	0.0	96142689725.0	1.0	0.025708726990001835	0.02427	0.009638415621865326	0.05452187745000165	0.0528	0.020437200080891893
FTHFDH	275381314702.5	0.0	275381314702.5	1.0	4.536344412829823	4.68606	0.5058926084408927	5.608330870670082	5.849105	1.648337854736744
MTHFC_f	893369458311.0	1.0	893369458311.0	0.0	0.46852642511001574	0.481815	0.24219449232582269	0.12761388668000223	0.11372	0.0872443085579536
MTHFD	994460043041.0	1.0	994460043041.0	0.0	61.78951860912014	62.13869	8.409587504470993	14.674648444240445	11.90413	11.751253381878909
MTHFD2i_f	599849158023.5	1.0	599849158023.5	0.0	63.89328613049345	54.93991	45.29887254881624	45.30782142451044	44.22453	26.27274234685729
ACACT1r	898685402848.5	1.0	898685402848.5	0.0	0.014008230659999232	0.01367	0.008325373340905344	0.002803352910003034	0.0025	0.0019195175344974438
HMGCOAS	872499533778.0	1.0	872499533778.0	0.0	0.01412945111999844	0.01379	0.008320657004172161	0.0036451028400041573	0.00338	0.0019033200126748588
HMGCOAR	999906202433.0	1.0	999906202433.0	0.0	0.028794974339999654	0.02984	0.0043729337189230095	0.007740109529997641	0.00786	0.0015595944365243682
MEVK1	999906202433.0	1.0	999906202433.0	0.0	0.028794974339999654	0.02984	0.0043729337189230095	0.007740109529997641	0.00786	0.0015595944365243682
PMEVK	999906202433.0	1.0	999906202433.0	0.0	0.028794974339999654	0.02984	0.0043729337189230095	0.007740109529997641	0.00786	0.0015595944365243682
IPDDI	999906217108.0	1.0	999906217108.0	0.0	0.00959832276999761	0.00995	0.001457647317129247	0.0025800410100031337	0.00262	0.000519877790342237
DPMVD	999906202433.0	1.0	999906202433.0	0.0	0.028794974339999654	0.02984	0.0043729337189230095	0.007740109529997641	0.00786	0.0015595944365243682
DMATT	999906217108.0	1.0	999906217108.0	0.0	0.00959832276999761	0.00995	0.001457647317129247	0.0025800410100031337	0.00262	0.000519877790342237
GRTT	999906217108.0	1.0	999906217108.0	0.0	0.00959832276999761	0.00995	0.001457647317129247	0.0025800410100031337	0.00262	0.000519877790342237
HMR_1465	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1467	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
SMO	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
LNSTLS	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1477	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1478	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1479	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
C14STR	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1490	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1493	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1494	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
C3STDH1	999519332760.0	1.0	999519332760.0	0.0	0.0026403684400028325	0.00268	0.0014455092447818924	2.077840000005145e-06	0.0	4.057215473133137e-06
HMR_1495	671918373313.0	1.0	671918373313.0	0.0	0.0021587903900023566	0.00199	0.0013981408196391291	0.0012869794600014976	0.00131	0.00026010647280194096
HMR_1500	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1502	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1503	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1504	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1505	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1509	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
CHLSTI_1	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
HMR_1516	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
RE2410C	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
DSMSTOLR	999906157199.0	1.0	999906157199.0	0.0	0.00479916704000222	0.00497	0.0007288369689997636	0.001290014820001549	0.00131	0.0002599438407638838
ACCOAC	999999955700.0	1.0	999999955700.0	0.0	49.94154293002062	50.61517	6.1804984196123325	7.427450172910453	6.906915	3.959970597920902
FASN	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
MCAT	999999955700.0	1.0	999999955700.0	0.0	49.94154293002062	50.61517	6.1804984196123325	7.427450172910453	6.906915	3.959970597920902
AcetoacetylACPsynthesis	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0691	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0681	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0682	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0760	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0761	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0762	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0763	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0764	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0694	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0695	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0765	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0766	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0692	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0693	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0767	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0768	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0769	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0770	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0712	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0713	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0701	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0702	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0771	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0772	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0696	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0697	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
r0773	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
FA160ACPH	999999955701.0	1.0	999999955701.0	0.0	7.134506133020017	7.23074	0.8829283416809138	1.0610643108700084	0.9867	0.5657100810893348
TMLYStd_r	500000.0	0.0	500000.0	1.0	0.0	0.0	0.0	2.2450199159800377	1.96926	1.5620938707500804
TMLYSOX	500000.0	0.0	500000.0	1.0	0.0	0.0	0.0	2.2450199159800377	1.96926	1.5620938707500804
GHMT3	500000.0	0.0	500000.0	1.0	0.0	0.0	0.0	2.2450199159800377	1.96926	1.5620938707500804
TMABADH	500000.0	0.0	500000.0	1.0	0.0	0.0	0.0	2.2450199159800377	1.96926	1.5620938707500804
BBHOX	500000.0	0.0	500000.0	1.0	0.0	0.0	0.0	2.2450199159800377	1.96926	1.5620938707500804
SUCFUMtm_r	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.490039821409759	3.9385250000000003	3.1241877362176647
palmitateActivation	155538706024.5	0.0	155538706024.5	1.0	0.12120758400999924	0.08644	0.11506859338092816	0.5289569874300002	0.43228	0.41737357314974943
carnitineAcylTransferaseI	155538706024.5	0.0	155538706024.5	1.0	0.12120758400999924	0.08644	0.11506859338092816	0.5289569874300002	0.43228	0.41737357314974943
CARN160t_m	155538706024.5	0.0	155538706024.5	1.0	0.12120758400999924	0.08644	0.11506859338092816	0.5289569874300002	0.43228	0.41737357314974943
carnitineAcylTransferaseII	155538706024.5	0.0	155538706024.5	1.0	0.12120758400999924	0.08644	0.11506859338092816	0.5289569874300002	0.43228	0.41737357314974943
betaOxidation	155538706024.5	0.0	155538706024.5	1.0	0.12120758400999924	0.08644	0.11506859338092816	0.5289569874300002	0.43228	0.41737357314974943
Biomass	999906209492.5	1.0	999906209492.5	0.0	0.23524151385000938	0.2438	0.03572480083601329	0.06323310698000006	0.06419	0.012741161549790632
GLCt1_r	688619374407.5	1.0	688619374407.5	0.0	2.4405624157700063	2.54206	0.41724887319808257	2.087899746050084	2.11178	0.5714214748972337
O2t_r	884122643862.5	1.0	884122643862.5	0.0	77.66506824137039	78.741585	9.82104654378461	63.279890278136776	63.585665	6.370126201928446
GLNt_r	999302184567.0	1.0	999302184567.0	0.0	1.0703581309499925	1.11556	0.18285318333334644	0.30934404882999256	0.31249	0.08481765041327935
r0963_r	1724969910.5	0.0	1724969910.5	1.0	0.0001714492800007591	0.00018	4.396126158417996e-05	0.000983972390001566	0.00104	0.00022998443797471905
THBPTt_r	854515033354.5	1.0	854515033354.5	0.0	0.019149853499997285	0.01845	0.01174045905103223	0.005235263890001706	0.00486	0.003286687270835626
ARGt5r_r	1000000000000.0	1.0	1000000000000.0	0.0	0.28852697411000644	0.29608	0.047541035086210714	0.07503247945000088	0.07698	0.006920769475908218
PHEtec_r	999752656181.0	1.0	999752656181.0	0.0	0.08018702636999886	0.07965	0.016730979581407405	0.021642107000005763	0.02149	0.0052834904567743
ILEtec_r	999906206087.5	1.0	999906206087.5	0.0	0.06729741815999865	0.06974	0.010220082248984469	0.018089601020002562	0.01836	0.0036449618501921584
LEUtec_r	999909010717.0	1.0	999909010717.0	0.0	0.14300011968000198	0.14701	0.02290196964906755	0.038565659119996966	0.0392	0.0076804050125103855
VALtec_r	985603331659.5	1.0	985603331659.5	0.0	0.31574090031000157	0.32731	0.06238528420817989	0.1479415838999936	0.15341	0.02365048532904825
METtec_r	999987342889.0	1.0	999987342889.0	0.0	0.05255023292999805	0.05226	0.011129311828060711	0.011140329249997997	0.01127	0.002186361619236914
r2526_r	946112332462.0	1.0	946112332462.0	0.0	0.22572183074000762	0.22539	0.07185378351734364	0.10465248605999813	0.11111	0.028079090638899105
GLYt4_r	878072202961.0	1.0	878072202961.0	0.0	0.1358394775000007	0.14601	0.06470995292525349	0.04351758983999689	0.04122	0.026763047051215946
r2532_r	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
PROPAT4te_r	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
HDCAt	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
CRNt	500000.0	0.0	500000.0	1.0	0.0	0.0	0.0	2.2450199159800377	1.96926	1.5620938707500804
GTHRDt2_r	568632214773.5	1.0	568632214773.5	0.0	1.2162040593199361	0.96923	0.9860654337289774	0.9379628029000008	0.769315	0.7337334810489028
DmLact	732673944449.0	1.0	732673944449.0	0.0	4.125009051619845	4.29911	0.70423992556512	3.3977873526800133	3.43646	0.9308277177739893
UREAt	832768241628.5	1.0	832768241628.5	0.0	0.06807535737999902	0.05829	0.04954328938539321	0.01793482646999756	0.01547	0.013065145485321264
DmBiomass	999906209492.5	1.0	999906209492.5	0.0	0.23524151385000938	0.2438	0.03572480083601329	0.06323310698000006	0.06419	0.012741161549790632
NH4t	141772675163.5	0.0	141772675163.5	1.0	24.298148120989918	23.970795000000003	7.238899801838914	41.662299769409955	37.20308	16.79435286179119
PTRCtex2_f	999665080286.0	1.0	999665080286.0	0.0	0.1704473510599993	0.17693	0.0512399199621091	0.01050560507999548	0.00829	0.00875087802353366
