Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF7	median_MCF7	std_MCF7	mean_MDAMB231	median_MDAMB231	std_MDAMB231
ASPTA_f	3388.0	4.116383163368633e-05	3388.0	0.9999592531798823	173.34392770000002	177.58907	54.27755193494925	198.283908	198.163945	32.6122860618647
ASPTAm	9041.0	1.0	9041.0	2.7387470173661944e-23	4.1531157	4.662845000000001	2.0288716588431805	1.1836791999999996	1.0692599999999999	0.751674213213048
ASPGLUm	9303.0	1.0	9303.0	3.775797913382836e-26	4.1490198	4.659685	2.0285351219746746	0.9117700999999999	0.81316	0.7453576664869684
ASPT	6818.0	0.9999955737365944	6818.0	4.4768291590726285e-06	0.0923828	0.08781	0.057774028523885954	0.07083300000000001	0.0141	0.11022450091068728
CBPSam	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
OCBTm	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ORNt4m	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ARGSS	6882.5	0.9999978967531882	6882.5	2.12806059047817e-06	0.3424497	0.08924	0.5913927279188192	0.0595945	0.056885	0.047076035452116076
ARGSL	6882.5	0.9999978967531882	6882.5	2.12806059047817e-06	0.3424497	0.08924	0.5913927279188192	0.0595945	0.056885	0.047076035452116076
ARGN	9995.0	1.0	9995.0	1.4885353713343249e-34	0.1719982	0.17602	0.029140309454621635	0.048523300000000005	0.044785	0.015424190567305816
ORNDC	9925.0	1.0	9925.0	1.199266202851714e-33	0.2374899	0.23674499999999998	0.01373102713020789	0.18586219999999998	0.18775999999999998	0.01408490233899369
SPMS	10000.0	1.0	10000.0	1.230959547195075e-34	0.0026087000000000003	0.002495	0.0007043295472370239	0.0002001	0.00022	7.857949715884783e-05
SPRMS	10000.0	1.0	10000.0	1.2291560698445675e-34	0.0023032	0.00214	0.0007676711206597193	0.00019959999999999995	0.00022	7.822423092003079e-05
ADMDC	10000.0	1.0	10000.0	1.2647922820284091e-34	0.0049121	0.004645	0.001462456971654002	0.00039940000000000006	0.000435	0.00015688778721678043
MTAP	10000.0	1.0	10000.0	1.2647922820284091e-34	0.0049121	0.004645	0.001462456971654002	0.00039940000000000006	0.000435	0.00015688778721678043
ADPT	10000.0	1.0	10000.0	1.2647922820284091e-34	0.0049121	0.004645	0.001462456971654002	0.00039940000000000006	0.000435	0.00015688778721678043
MTRI	10000.0	1.0	10000.0	1.2647922820284091e-34	0.0049121	0.004645	0.001462456971654002	0.00039940000000000006	0.000435	0.00015688778721678043
MDRPD	10000.0	1.0	10000.0	1.2647922820284091e-34	0.0049121	0.004645	0.001462456971654002	0.00039940000000000006	0.000435	0.00015688778721678043
DKMPPD	10000.0	1.0	10000.0	1.2647922820284091e-34	0.0049121	0.004645	0.001462456971654002	0.00039940000000000006	0.000435	0.00015688778721678043
SPMDtex2	9100.0	1.0	9100.0	1.3107856548925504e-29	0.00030539999999999994	0.0003	0.0001794009110029458	0.0	0.0	0.0
SPRMti	10000.0	1.0	10000.0	1.2291560698445675e-34	0.0023032	0.00214	0.0007676711206597193	0.00019959999999999995	0.00022	7.822423092003079e-05
GLYAMDTRc	371.5	5.9880300689629744e-30	371.5	1.0	0.06549179999999999	0.058565	0.027674359586907414	0.1373384	0.136285	0.02134163568182527
ARGDr	6882.5	0.9999978967531882	6882.5	2.12806059047817e-06	0.3424497	0.08924	0.5913927279188192	0.0595945	0.056885	0.047076035452116076
r0074_f	9200.0	1.0	9200.0	5.276366758369607e-25	0.0569485	0.06375	0.02022715023966999	0.0071107	0.0071	0.0014421191302588655
r0074_b	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
GLU5SAtmc_f	9200.0	1.0	9200.0	5.276366758369607e-25	0.0569485	0.06375	0.02022715023966999	0.0071107	0.0071	0.0014421191302588655
GLU5SAtmc_b	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
G5SADs_f	9200.0	1.0	9200.0	5.276366758369607e-25	0.0569485	0.06375	0.02022715023966999	0.0071107	0.0071	0.0014421191302588655
G5SADs_b	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
PRO1x	9092.0	1.0	9092.0	7.834441880270082e-24	0.051799599999999994	0.055995	0.020202972224578012	0.0037436	0.00338	0.0011417862312971714
P5CR	5272.0	0.7472454522840875	5272.0	0.253536172086836	0.0051489	0.00312	0.0042851927092670584	0.003367300000000001	0.0036049999999999997	0.001089622170638738
PROD2	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EXRiboflavin	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
RBFK	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
FMNAT	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
TransportFAD	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ASNS1	9243.0	1.0	9243.0	1.768387194702688e-25	1.2429813	0.7676799999999999	1.1965865573031043	0.0698341	0.079645	0.02831289594795269
ASNN	9087.0	1.0	9087.0	8.871545217281632e-24	1.2044035999999998	0.72112	1.1932919575699195	0.0650171	0.07474	0.02837599829757252
METS	9938.0	1.0	9938.0	8.158811950102253e-34	3.9918271	3.1639999999999997	2.735114646600961	0.10434690000000002	0.056245	0.12113041183827912
METAT	9945.0	1.0	9945.0	6.627390250361464e-34	4.012340200000001	3.18086	2.7400377599587857	0.1047458	0.056554999999999994	0.1211004505424144
HMR_3915	9933.0	1.0	9933.0	9.46321036954362e-34	3.9635632	3.1286899999999997	2.7356321649739685	0.08241440000000001	0.037315	0.11333614897857139
AHCi	9943.0	1.0	9943.0	7.033167488911257e-34	4.007428	3.17654	2.7390201426149656	0.10434690000000002	0.056245	0.12113041183827912
ADNK1	9943.0	1.0	9943.0	7.033167488911257e-34	4.007428	3.17654	2.7390201426149656	0.10434690000000002	0.056245	0.12113041183827912
CYSTS	10000.0	1.0	10000.0	2.8185568152966837e-39	0.015599999999999998	0.01531	0.006082850541240571	0.0	0.0	0.0
CYSTGL	10000.0	1.0	10000.0	2.8185568152966837e-39	0.015599999999999998	0.01531	0.006082850541240571	0.0	0.0	0.0
MTHFR3	6216.5	0.9985284369084314	6216.5	0.0014833223776528246	0.028404	0.028655	0.017165385359654894	0.022086400000000003	0.021475	0.00975291497683921
MetSynthesis	10000.0	1.0	10000.0	1.2533682448888754e-34	0.004303	0.003875	0.0016114235503385998	0.00027340000000000003	0.00026	0.00011192728519765487
UNK3	8607.0	1.0	8607.0	5.272601433844931e-19	0.0006081999999999999	0.00038	0.00040998492211743147	0.0001254	2e-05	0.00013456566869717991
5MTHFt	4736.5	0.259306734761218	4736.5	0.7414876321741694	0.000141	0.00015	4.5604802157206875e-05	0.0001543	0.00016	6.133621534730776e-05
ILETA	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
3MOPt2im	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ILETAm	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
LEUTA	6901.0	0.9999983127948197	6901.0	1.707296237503426e-06	0.0012756999999999998	0.001575	0.0006262043023509406	0.0009912999999999999	0.000665	0.0006029886090352475
4MOPt2im	6901.0	0.9999983127948197	6901.0	1.707296237503426e-06	0.0012756999999999998	0.001575	0.0006262043023509406	0.0009912999999999999	0.000665	0.0006029886090352475
LEUTAm	9207.0	1.0	9207.0	4.344860086422533e-25	0.0066668000000000005	0.007634999999999999	0.002747508285297385	0.0003797	0.00037	0.0001333443556050168
OIVD1m	9179.0	1.0	9179.0	8.936619801920376e-25	0.0079423	0.009065	0.003256322786658148	0.0013703	0.001115	0.0006138625105169574
ACOAD8m	9179.0	1.0	9179.0	8.936619801920376e-25	0.0079423	0.009065	0.003256322786658148	0.0013703	0.001115	0.0006138625105169574
MCCCrm	9179.0	1.0	9179.0	8.936619801920376e-25	0.0079423	0.009065	0.003256322786658148	0.0013703	0.001115	0.0006138625105169574
MGCHrm	9179.0	1.0	9179.0	8.936619801920376e-25	0.0079423	0.009065	0.003256322786658148	0.0013703	0.001115	0.0006138625105169574
HMGCOAtm	9178.0	1.0	9178.0	9.162694109219867e-25	0.0079423	0.009065	0.003256322786658148	0.001375	0.00112	0.0006136255891309975
VALTA	0.0	1.2794131222591335e-34	0.0	1.0	0.020467299999999997	0.020595000000000002	0.0016809087579417428	0.1874081	0.1668	0.06539871184125075
3MOBt2im	0.0	1.2794131222591335e-34	0.0	1.0	0.020467299999999997	0.020595000000000002	0.0016809087579417428	0.1874081	0.1668	0.06539871184125075
VALTAim	6926.0	0.9999987445548897	6926.0	1.2705747350883975e-06	0.04617879999999999	0.038610000000000005	0.04158458825530964	0.021152900000000002	0.012535000000000001	0.018969013024968222
OIVD2m	483.0	1.2871289472190242e-28	483.0	1.0	0.06664619999999999	0.06089	0.04102663866762224	0.20856060000000004	0.17213499999999998	0.08171615316768926
ACOAD9m	483.0	1.2871289472190242e-28	483.0	1.0	0.06664619999999999	0.06089	0.04102663866762224	0.20856060000000004	0.17213499999999998	0.08171615316768926
ECOAH12m	483.0	1.2871289472190242e-28	483.0	1.0	0.06664619999999999	0.06089	0.04102663866762224	0.20856060000000004	0.17213499999999998	0.08171615316768926
3HBCOAHLm	483.0	1.2871289472190242e-28	483.0	1.0	0.06664619999999999	0.06089	0.04102663866762224	0.20856060000000004	0.17213499999999998	0.08171615316768926
HIBDm	483.0	1.2871289472190242e-28	483.0	1.0	0.06664619999999999	0.06089	0.04102663866762224	0.20856060000000004	0.17213499999999998	0.08171615316768926
r0643	6646.5	0.9999715669163376	6646.5	2.8729880295632164e-05	0.008826699999999998	0.0017599999999999998	0.015300332607132726	0.0015742	0.00046	0.0028825886864680393
MMSAD1m	10000.0	1.0	10000.0	2.806563996788191e-39	0.0012383999999999997	0.001015	0.0009205528861296433	0.0	0.0	0.0
MMTSADm	161.0	1.4959728086256666e-32	161.0	1.0	0.056581	0.052360000000000004	0.030855314572594095	0.20698709999999998	0.170425	0.08165726140393088
PCC	9200.0	1.0	9200.0	5.258731624895521e-25	0.0091813	0.01045	0.0036704277280816618	0.0013750999999999998	0.00112	0.0006137045895480359
MMALH	6646.5	0.9999715669163376	6646.5	2.8729880295632164e-05	0.008826699999999998	0.0017599999999999998	0.015300332607132726	0.0015742	0.00046	0.0028825886864680393
MMEm	8943.0	1.0	8943.0	2.894742981828095e-22	0.0180076	0.014180000000000002	0.015550714759629332	0.0029487000000000003	0.00184	0.0029133054762554163
MMMm	542.0	6.3329045874215595e-28	542.0	1.0	0.0745885	0.0698	0.04195948195593102	0.20993519999999996	0.172975	0.0822656313902738
ILEtmi	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
LEUt5m	9207.0	1.0	9207.0	4.344860086422533e-25	0.0066668000000000005	0.007634999999999999	0.002747508285297385	0.0003797	0.00037	0.0001333443556050168
VALt5m	6926.0	0.9999987445548897	6926.0	1.2705747350883975e-06	0.04617879999999999	0.038610000000000005	0.04158458825530964	0.021152900000000002	0.012535000000000001	0.018969013024968222
PGCD	7113.0	0.9999998792085512	7113.0	1.2237908721457836e-07	0.1476511	0.17292	0.08872121258991134	0.08591739999999999	0.0716	0.05876946538687063
PSERT	7113.0	0.9999998792085512	7113.0	1.2237908721457836e-07	0.1476511	0.17292	0.08872121258991134	0.08591739999999999	0.0716	0.05876946538687063
PSP_L	7113.0	0.9999998792085512	7113.0	1.2237908721457836e-07	0.1476511	0.17292	0.08872121258991134	0.08591739999999999	0.0716	0.05876946538687063
GHMT2r_f	4805.0	0.3173082667189121	4805.0	0.6835619089022351	67.3707914	70.52087499999999	21.353401855810972	70.4127208	71.3225	12.944975908645779
SERD_L	4628.0	0.18201335897968457	4628.0	0.8186315544557956	0.152264	0.1509	0.07341033226207523	0.176656	0.143335	0.09939781955009443
ALATA_L_f	6105.0	0.9965451622058304	6105.0	0.003480304030974369	0.34788539999999996	0.37075	0.17612946621600645	0.303218	0.17995	0.29680520887639694
r1435	5279.0	0.7644507758011707	5279.0	0.2363433617329872	1.8000000000000004e-05	2e-05	9.847319278346619e-06	1.95e-05	1e-05	1.6899883449481554e-05
GLYtm_r	5279.0	0.7644507758011707	5279.0	0.2363433617329872	1.8000000000000004e-05	2e-05	9.847319278346619e-06	1.95e-05	1e-05	1.6899883449481554e-05
GHMT2rm	5279.0	0.7644507758011707	5279.0	0.2363433617329872	1.8000000000000004e-05	2e-05	9.847319278346619e-06	1.95e-05	1e-05	1.6899883449481554e-05
MLTHFtm_r	8826.0	1.0	8826.0	3.1713524067443958e-21	0.00010070000000000001	0.000105	3.565420342992145e-05	5.570000000000001e-05	6e-05	2.123723621425825e-05
r0962	8826.0	1.0	8826.0	3.1713524067443958e-21	0.00010070000000000001	0.000105	3.565420342992145e-05	5.570000000000001e-05	6e-05	2.123723621425825e-05
FORtm_r	8821.5	1.0	8821.5	3.584287793704807e-21	8.409999999999998e-05	8.5e-05	3.470205070643986e-05	3.580000000000001e-05	3e-05	1.8432514092157254e-05
r0514	8826.0	1.0	8826.0	3.1713524067443958e-21	0.00010070000000000001	0.000105	3.565420342992145e-05	5.570000000000001e-05	6e-05	2.123723621425825e-05
DHFRim	8826.0	1.0	8826.0	3.1713524067443958e-21	0.00010070000000000001	0.000105	3.565420342992145e-05	5.570000000000001e-05	6e-05	2.123723621425825e-05
FTHFLmi	8821.5	1.0	8821.5	3.584287793704807e-21	8.409999999999998e-05	8.5e-05	3.470205070643986e-05	3.580000000000001e-05	3e-05	1.8432514092157254e-05
MTHFCm	8821.5	1.0	8821.5	3.584287793704807e-21	8.409999999999998e-05	8.5e-05	3.470205070643986e-05	3.580000000000001e-05	3e-05	1.8432514092157254e-05
MTHFDm	8821.5	1.0	8821.5	3.584287793704807e-21	8.409999999999998e-05	8.5e-05	3.470205070643986e-05	3.580000000000001e-05	3e-05	1.8432514092157254e-05
FOLR2	2590.0	1.7193051318944946e-09	2590.0	0.9999999983061038	3.9699999999999996e-05	5e-05	2.2268109189347147e-05	9.860000000000001e-05	9e-05	6.874076613839076e-05
DHFR	9193.0	1.0	9193.0	6.1186385913754235e-25	0.0018469000000000003	0.00208	0.0006573249968738078	0.00032419999999999997	0.00031	7.272724747474309e-05
FTHFLi	10000.0	1.0	10000.0	1.2794131222591335e-34	0.0390388	0.038965	0.002075903736504254	0.005180000000000001	0.004565	0.0021189110029408596
FTHFDH	1430.0	1.3705610782567263e-18	1430.0	1.0	4.4142175	4.37582	0.4345741772983007	6.047222099999999	6.256585	1.6162260936691877
MTHFC_f	9090.0	1.0	9090.0	8.240821414349112e-24	0.4799101	0.504505	0.14930052522788803	0.30292990000000003	0.31339	0.045813356164116616
MTHFD	10000.0	1.0	10000.0	1.2810718345817004e-34	56.726414000000005	55.696925	6.006556895184031	7.758954199999998	7.47171	1.578867625602641
MTHFD2i_f	9209.0	1.0	9209.0	4.203370843995257e-25	91.96373790000001	93.996145	28.904255752035258	35.7852124	35.952	5.574164992209867
ACACT1r	9109.5	1.0	9109.5	5.067154496555353e-24	0.008909799999999999	0.00964	0.003518509492740506	0.0007355	0.000745	0.0003571644077192101
HMGCOAS	9112.5	1.0	9112.5	4.703927730105129e-24	0.008956800000000001	0.009695	0.0035333721781741234	0.0007355	0.000745	0.0003571644077192101
HMGCOAR	9200.0	1.0	9200.0	5.264184047144874e-25	0.0168992	0.01892	0.0060029127071528346	0.0021101	0.00211	0.00042745782472565865
MEVK1	9200.0	1.0	9200.0	5.264184047144874e-25	0.0168992	0.01892	0.0060029127071528346	0.0021101	0.00211	0.00042745782472565865
PMEVK	9200.0	1.0	9200.0	5.264184047144874e-25	0.0168992	0.01892	0.0060029127071528346	0.0021101	0.00211	0.00042745782472565865
IPDDI	9200.0	1.0	9200.0	5.211565919850728e-25	0.0056328	0.006305	0.0020010714705634655	0.0007033999999999999	0.0007	0.00014218511195130824
DPMVD	9200.0	1.0	9200.0	5.264184047144874e-25	0.0168992	0.01892	0.0060029127071528346	0.0021101	0.00211	0.00042745782472565865
DMATT	9200.0	1.0	9200.0	5.211565919850728e-25	0.0056328	0.006305	0.0020010714705634655	0.0007033999999999999	0.0007	0.00014218511195130824
GRTT	9200.0	1.0	9200.0	5.211565919850728e-25	0.0056328	0.006305	0.0020010714705634655	0.0007033999999999999	0.0007	0.00014218511195130824
HMR_1465	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
HMR_1467	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
SMO	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
LNSTLS	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
HMR_1477	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
HMR_1478	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
HMR_1479	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
C14STR	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
HMR_1490	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
HMR_1493	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
HMR_1494	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
C3STDH1	100.0	3.894493545695047e-38	100.0	1.0	0.0	0.0	0.0	0.00016460000000000002	0.00017	7.325643350931745e-05
HMR_1495	9288.0	1.0	9288.0	5.323221040749462e-26	0.0028161999999999996	0.00315	0.0010008186346156527	0.00018710000000000005	0.00018	0.00012504782923329616
HMR_1500	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
HMR_1502	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
HMR_1503	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
HMR_1504	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
HMR_1505	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
HMR_1509	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
CHLSTI_1	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
HMR_1516	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
RE2410C	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
DSMSTOLR	9200.0	1.0	9200.0	5.02313066786063e-25	0.0028161999999999996	0.00315	0.0010008186346156527	0.00035140000000000003	0.00035	7.142163891322088e-05
ACCOAC	10000.0	1.0	10000.0	1.2810718345817004e-34	46.2545588	45.17116	4.4737312458015595	6.2130254	5.94874	1.2921167362775414
FASN	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
MCAT	10000.0	1.0	10000.0	1.2810718345817004e-34	46.2545588	45.17116	4.4737312458015595	6.2130254	5.94874	1.2921167362775414
AcetoacetylACPsynthesis	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0691	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0681	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0682	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0760	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0761	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0762	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0763	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0764	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0694	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0695	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0765	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0766	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0692	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0693	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0767	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0768	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0769	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0770	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0712	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0713	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0701	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0702	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0771	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0772	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0696	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0697	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
r0773	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
FA160ACPH	10000.0	1.0	10000.0	1.2810718345817004e-34	6.607793700000001	6.453025	0.6391042080117241	0.8875748000000001	0.84982	0.18458836630927547
TMLYStd_r	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
TMLYSOX	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
GHMT3	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
TMABADH	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
BBHOX	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
SUCFUMtm_r	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
palmitateActivation	4614.5	0.17342240299366624	4614.5	0.8272031228581902	0.0211136	0.021905	0.016779613684287827	0.021615900000000004	0.0219	0.01495148066009828
carnitineAcylTransferaseI	4614.5	0.17342240299366624	4614.5	0.8272031228581902	0.0211136	0.021905	0.016779613684287827	0.021615900000000004	0.0219	0.01495148066009828
CARN160t_m	4614.5	0.17342240299366624	4614.5	0.8272031228581902	0.0211136	0.021905	0.016779613684287827	0.021615900000000004	0.0219	0.01495148066009828
carnitineAcylTransferaseII	4614.5	0.17342240299366624	4614.5	0.8272031228581902	0.0211136	0.021905	0.016779613684287827	0.021615900000000004	0.0219	0.01495148066009828
betaOxidation	4614.5	0.17342240299366624	4614.5	0.8272031228581902	0.0211136	0.021905	0.016779613684287827	0.021615900000000004	0.0219	0.01495148066009828
Biomass	9200.0	1.0	9200.0	5.278680331987496e-25	0.1380619	0.154555	0.04903743617746126	0.017238500000000004	0.01721	0.003495894670246023
GLCt1_r	0.0	1.2810718345817004e-34	0.0	1.0	2.4785441	2.381415	0.3172309394743645	4.2054048	4.229455	0.18483810169809017
O2t_r	10000.0	1.0	10000.0	1.2810718345817004e-34	77.409233	74.82208499999999	10.75098190524738	4.7119726	4.64951	0.9000407343022163
GLNt_r	6297.5	0.9992417827797382	6297.5	0.0007646204965275588	1.0760665	1.033475	0.13946176878368038	0.9912315	0.99482	0.04376284726520402
r0963_r	4736.5	0.259306734761218	4736.5	0.7414876321741694	0.000141	0.00015	4.5604802157206875e-05	0.0001543	0.00016	6.133621534730776e-05
THBPTt_r	9000.0	1.0	9000.0	7.368873916883797e-23	0.014254	0.01482	0.005681341248669929	0.0020299999999999997	0.00207	0.000785427889558914
ARGt5r_r	9995.0	1.0	9995.0	1.4881170109752956e-34	0.2870898	0.28865	0.018972381999830035	0.19205479999999997	0.19356	0.013708030417948228
PHEtec_r	9192.0	1.0	9192.0	6.458615437258552e-25	0.0500763	0.05532	0.0179696131645294	0.006502500000000001	0.00658	0.0016603251324528415
ILEtec_r	9200.0	1.0	9200.0	5.274264356604823e-25	0.03949630000000001	0.044215000000000004	0.014028763860891183	0.0049314	0.00492	0.000999502926964249
LEUtec_r	9200.0	1.0	9200.0	5.2784699667708985e-25	0.0832615	0.09323000000000001	0.02963906064484991	0.010775000000000002	0.010695	0.0024366069718675465
